"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.796734958E0,-4.947661285E0,-2.401755524E0,-1.300495605E1
2.806798958E0,-4.956941986E0,-2.545007629E0,-1.284883072E1
2.816862958E0,-4.928201752E0,-2.564317474E0,-1.254675888E1
2.826925958E0,-4.950655060E0,-2.617307281E0,-1.241697876E1
2.836989958E0,-5.031187592E0,-2.750829620E0,-1.209634552E1
2.847052958E0,-5.123994598E0,-2.991678772E0,-1.158411072E1
2.857116958E0,-5.117408295E0,-3.219505005E0,-1.129087051E1
2.867180958E0,-5.140460358E0,-3.392844543E0,-1.107921066E1
2.877243958E0,-5.085973663E0,-3.603456573E0,-1.061382843E1
2.887307958E0,-4.849315796E0,-3.763623505E0,-1.025502457E1
2.897371958E0,-4.588108978E0,-3.961212616E0,-1.011761032E1
2.907434958E0,-4.307891693E0,-4.123475189E0,-9.844727783E0
2.917498958E0,-3.978726196E0,-4.084855499E0,-9.456734619E0
2.927561958E0,-3.572321320E0,-3.992946625E0,-9.105714569E0
2.937625958E0,-3.234773254E0,-4.090244293E0,-8.899293823E0
2.947689958E0,-2.874322815E0,-4.266128540E0,-8.776549072E0
2.957752958E0,-2.600991211E0,-4.300706635E0,-8.171507263E0
2.967814250E0,-2.421813812E0,-4.108506317E0,-7.509284363E0
2.977877250E0,-2.133962402E0,-3.815565491E0,-7.312144318E0
2.987941250E0,-1.587897949E0,-3.486998749E0,-6.931485901E0
2.998005250E0,-1.197360077E0,-3.366199951E0,-6.421646118E0
3.008068250E0,-9.505233765E-1,-3.531156921E0,-6.206842804E0
3.018132250E0,-9.020242310E-1,-3.926634521E0,-6.237229614E0
3.028195250E0,-1.034798126E0,-4.500391388E0,-6.186934204E0
3.038259250E0,-1.121767273E0,-5.040617981E0,-6.166277161E0
3.048323250E0,-1.064885559E0,-5.490282898E0,-6.128256226E0
3.058386250E0,-1.058299255E0,-5.906118164E0,-5.695955200E0
3.068450250E0,-1.193917236E0,-6.273154907E0,-4.738546143E0
3.078514250E0,-1.325343933E0,-6.669979706E0,-3.682791595E0
3.088577250E0,-1.341660004E0,-7.107070770E0,-2.905607758E0
3.098641250E0,-1.280736694E0,-7.517068176E0,-2.433040466E0
