"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.590926042E0,6.573376656E-1,1.519353539E-1,6.134463549E-1
2.600883042E0,6.511330009E-1,8.149427176E-2,6.502855420E-1
2.610840042E0,6.430388689E-1,-7.574618328E-3,6.726680398E-1
2.620797042E0,6.396450996E-1,-7.502041012E-2,6.993665695E-1
2.630754042E0,6.341347694E-1,-1.359607279E-1,7.006640434E-1
2.640711042E0,6.282120943E-1,-1.589914560E-1,6.688073874E-1
2.650668042E0,6.318667531E-1,-1.822384596E-1,6.167553663E-1
2.660625042E0,6.265478134E-1,-2.422482073E-1,5.859531760E-1
2.670583042E0,6.247518063E-1,-2.940557599E-1,5.723953247E-1
2.680540042E0,6.240552664E-1,-3.223243058E-1,5.601671338E-1
2.690497042E0,5.986753106E-1,-3.535754383E-1,5.362396836E-1
2.700454042E0,5.316120386E-1,-3.913942277E-1,5.090669394E-1
2.710411042E0,4.638934135E-1,-4.312750697E-1,4.770445526E-1
2.720368042E0,4.186403453E-1,-4.260960519E-1,4.411439002E-1
2.730325042E0,3.723668456E-1,-3.850492835E-1,3.892244995E-1
2.740282042E0,3.367750645E-1,-3.924629390E-1,3.268797100E-1
2.750239042E0,3.187611699E-1,-3.770816028E-1,2.649766505E-1
2.760196042E0,3.220022321E-1,-3.807884455E-1,2.227144241E-1
2.770153042E0,2.943061590E-1,-3.536779881E-1,1.518000364E-1
2.780110042E0,2.094526142E-1,-3.818310797E-1,5.917579681E-2
2.790067042E0,1.000744700E-1,-2.817268372E-1,9.926036745E-2
2.800024042E0,4.241665080E-2,-1.200727522E-1,1.300523430E-1
2.809981042E0,-2.816190943E-2,-1.250621825E-1,4.495075345E-2
2.819938042E0,-1.301833391E-1,-2.330855578E-1,6.133591756E-2
2.829895042E0,-2.270449102E-1,-2.279957235E-1,2.147558518E-2
2.839852042E0,-2.886936367E-1,-1.901429743E-1,-4.066408053E-2
2.849809042E0,-3.389083445E-1,-1.588241905E-1,-1.113526374E-1
2.859766042E0,-3.524325490E-1,-1.004368886E-1,-1.868799925E-1
2.869723042E0,-3.473198116E-1,-1.009660773E-2,-2.513870597E-1
2.879680042E0,-3.491218090E-1,5.363241583E-2,-3.024091125E-1
2.889637042E0,-3.569312692E-1,7.746025175E-2,-3.297715187E-1
2.899594042E0,-3.656309545E-1,7.331959158E-2,-3.442849517E-1
2.909551042E0,-3.908409476E-1,7.505916804E-2,-3.543029726E-1
2.919508042E0,-4.241365194E-1,9.140933305E-2,-3.594558835E-1
2.929465042E0,-4.650815725E-1,1.021948680E-1,-3.730933964E-1
2.939422042E0,-5.294473171E-1,8.964491636E-2,-3.884800971E-1
2.949379042E0,-5.895490050E-1,1.152980849E-1,-4.078106582E-1
2.959336042E0,-6.167134047E-1,1.308131367E-1,-4.494570494E-1
2.969293042E0,-6.299676895E-1,1.464932859E-1,-4.928931892E-1
2.979250042E0,-6.491053700E-1,1.874955595E-1,-5.461773276E-1
2.989207042E0,-6.658105850E-1,2.202705443E-1,-5.964359641E-1
2.999164042E0,-6.123498082E-1,2.830238342E-1,-6.456425786E-1
