"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.848643026E0,-2.340180635E0,-5.127220631E0,-2.545963287E0
3.858591933E0,-1.741376638E0,-8.332406998E0,-3.897309780E0
3.868540787E0,-2.225325108E-1,-1.536072540E1,-6.292525291E0
3.878471099E0,1.253240824E0,-2.652862740E1,-5.846862316E0
3.888419953E0,-8.853443712E-2,-3.131487083E1,-1.755733609E0
3.898368808E0,-5.271986485E0,-2.083729744E1,-8.739784956E-1
3.908255526E0,-7.265207767E0,-8.586644173E0,-2.225325108E-1
3.918204381E0,-3.547359467E0,-6.329614162E0,8.434699476E-2
3.928153235E0,2.709871531E-1,-1.194497108E1,-1.664806366E0
3.938082558E0,-2.991028428E-1,-2.178545380E1,-4.831707001E0
3.948031412E0,-2.843271494E0,-2.896751022E1,-5.387440205E0
3.957980266E0,-6.038886070E0,-2.810968399E1,-2.277967215E0
3.967879693E0,-7.322635651E0,-2.258585358E1,-3.804588020E-1
3.977828599E0,-5.760720730E0,-2.019960976E1,-2.895315289E-1
3.987777401E0,-4.088735580E0,-2.063570213E1,-8.021938205E-1
3.997692662E0,-3.029911757E0,-2.218325996E1,-1.185643673E0
4.007641516E0,-2.943770170E0,-2.284427834E1,-5.389832854E-1
4.017590422E0,-3.375076294E0,-2.180938148E1,-3.948157430E-1
4.027538339E0,-3.681357622E0,-1.951466560E1,-7.543373108E-1
4.037487193E0,-3.537788391E0,-1.680299950E1,-9.649057388E-1
4.047436047E0,-2.752344131E0,-1.424925900E1,-1.252642632E0
4.057355891E0,-1.467996716E0,-1.180618668E1,-1.573280931E0
4.067304745E0,-9.810572863E-2,-9.534799576E0,-1.683948994E0
4.077253599E0,8.506484628E-1,-7.456035137E0,-1.660020709E0
4.087170787E0,1.310668588E0,-5.740381718E0,-1.856232166E0
4.097117558E0,1.224527001E0,-4.207180500E0,-2.018944025E0
4.107064328E0,8.745766878E-1,-2.722434044E0,-1.894517303E0
4.116951672E0,5.778666735E-1,-1.418943882E0,-1.899302959E0
4.126898443E0,7.070791125E-1,-3.074777126E-1,-2.114656925E0
4.136845214E0,9.798609018E-1,5.832505226E-1,-2.483749866E0
4.146767610E0,1.066002488E0,1.335793257E0,-2.948555708E0
4.156714381E0,8.985049129E-1,1.714457393E0,-3.489931822E0
4.166661151E0,5.150550604E-1,1.503290772E0,-3.494717360E0
4.176612453E0,-8.374879509E-2,1.052842021E0,-2.828914642E0
4.186559224E0,-5.048855543E-1,6.843472719E-1,-1.990230203E0
4.196505995E0,-4.283152521E-1,6.580262631E-2,-8.596215248E-1
4.206425578E0,-9.332008660E-2,-6.526423693E-1,7.214360237E-1
4.216372349E0,3.170489892E-2,-9.684949517E-1,1.761117458E0
4.226319120E0,-1.076770201E-1,-8.919246197E-1,1.799402595E0
4.236238756E0,-2.608176768E-1,-6.957131624E-1,1.301097274E0
4.246185526E0,-6.442674994E-1,-4.947160780E-1,1.022931695E0
4.256132297E0,-9.505487680E-1,-4.707878530E-1,1.008574724E0
4.266056933E0,-1.156929731E0,-8.679963946E-1,3.284149170E-1
4.276003703E0,-1.803590059E0,-2.267199516E0,-4.570291340E-1
4.285950474E0,-2.824128866E0,-5.151148796E0,-1.238285661E0
4.295850526E0,-2.737987280E0,-1.059362411E1,-3.053839922E0
4.305797297E0,-1.472782373E0,-1.865205193E1,-2.660818815E0
4.315744068E0,-6.586244106E-1,-2.817668343E1,-2.881556749E0
4.325649276E0,-1.362712502E0,-3.120479965E1,-2.709273338E0
4.335596047E0,-4.390829563E0,-2.270070839E1,-1.621735573E0
4.345542818E0,-4.644468784E0,-1.487199116E1,-1.789233088E0
4.355475787E0,-2.929413080E0,-1.716252136E1,-3.389433384E0
4.365422558E0,-5.621936798E0,-2.605903435E1,-5.435296535E0
4.375369328E0,-8.252246857E0,-3.072563744E1,-2.411965132E0
4.385291568E0,-6.101099491E0,-2.619363213E1,3.619144261E-1
4.395238339E0,-5.964110494E-1,-2.097129631E1,-9.744769931E-1
4.405185110E0,4.051048756E0,-1.874836349E1,-1.467996716E0
4.415116151E0,6.250052929E0,-1.742094612E1,2.183450609E-1
4.425062922E0,5.569892883E0,-1.632862091E1,1.277169108E0
4.435009693E0,2.240280151E0,-1.568674660E1,4.289134443E-1
4.444944641E0,-2.196611166E0,-1.579203129E1,-5.096712112E-1
4.454891412E0,-5.900102615E0,-1.577288914E1,-4.570291340E-1
4.464838183E0,-8.137392044E0,-1.433061504E1,-7.417750359E-2
4.474721256E0,-8.879764557E0,-1.177268696E1,-1.698904037E-1
4.484668026E0,-7.150352478E0,-9.717252731E0,-5.629115105E-1
4.494614797E0,-4.179663181E0,-8.155337334E0,-1.123430252E0
4.504567610E0,-1.904088616E0,-6.406782627E0,-1.717448473E0
4.514514381E0,-1.411765367E-1,-4.978865623E0,-2.014158487E0
4.524461151E0,1.277169108E0,-3.723830223E0,-1.932802439E0
4.534354016E0,2.355135679E0,-2.563909531E0,-1.875374794E0
4.544300787E0,2.958725214E0,-1.399801254E0,-2.148754835E0
4.554247558E0,2.853441000E0,-2.309073806E-1,-2.690130949E0
4.564202766E0,2.048256159E0,7.417750359E-1,-3.245863914E0
4.574149537E0,1.147956610E0,1.488933921E0,-3.969094515E0
4.584096308E0,4.863412082E-1,1.771885157E0,-4.529613495E0
4.594003078E0,-1.268195957E-1,1.838884234E0,-4.222733974E0
4.603948078E0,-7.830511928E-1,1.843669891E0,-2.728415966E0
4.613893078E0,-1.491924882E0,1.603789330E0,-8.261220455E-1
4.623805110E0,-2.081157446E0,1.182652593E0,2.470589429E-1
4.633750110E0,-2.311466694E0,6.412764788E-1,8.315058947E-1
4.643695110E0,-2.359323025E0,-5.982056726E-3,1.492523074E0
4.653644901E0,-2.349751949E0,-8.632107973E-1,2.450848579E0
4.663589901E0,-2.124228239E0,-1.706680775E0,2.944368362E0
4.673534901E0,-1.727019787E0,-2.219342947E0,1.861616015E0
4.683453860E0,-1.506281853E0,-2.990430117E0,-2.656033039E-1
4.693398860E0,-1.621735573E0,-4.691128731E0,-1.928016901E0
4.703343860E0,-1.472782373E0,-7.738388538E0,-2.761915445E0
4.713242245E0,-1.573280931E0,-1.233320618E1,-4.265804768E0
4.723187245E0,-2.109871387E0,-1.846541214E1,-6.905686378E0
4.733132245E0,-2.330609322E0,-2.436312103E1,-7.135995388E0
4.743054276E0,-3.676572084E0,-2.319901466E1,-3.322434187E0
4.752999276E0,-4.299902439E0,-1.548096466E1,2.374876440E-1
4.762944276E0,-4.666004181E-1,-1.135573769E1,3.260818958E0
4.772894224E0,1.569093466E0,-1.151366425E1,1.535593987E0
4.782839224E0,-4.283152521E-1,-1.414875984E1,-3.308077335E0
4.792784224E0,-5.190630436E0,-2.239861488E1,-6.388238430E0
4.802685006E0,-7.706085205E0,-3.028475952E1,-4.711467743E0
4.812630006E0,-4.429114819E0,-2.975295448E1,-1.554138303E0
4.822575006E0,-1.612164259E0,-2.232682991E1,-2.426322222E0
4.832508495E0,-1.176072359E0,-1.867179298E1,-1.985444546E0
4.842453495E0,-1.195214868E0,-1.901635933E1,-5.024927482E-2
4.852398495E0,-2.502892494E0,-2.013739777E1,7.597211599E-1
4.862333131E0,-4.524827480E0,-2.083251190E1,1.752742529E-1
4.872278131E0,-5.607579708E0,-2.008475494E1,-6.825526357E-1
4.882223131E0,-5.511867046E0,-1.774218178E1,-1.305284739E0
4.892120839E0,-4.893920422E0,-1.484806252E1,-1.760519266E0
4.902065839E0,-3.657429457E0,-1.241934776E1,-1.631306887E0
4.912010839E0,-2.182254314E0,-1.073300552E1,-1.472782373E0
4.921936724E0,-1.075573802E0,-9.147162437E0,-1.688734531E0
4.931881724E0,-4.235295951E-1,-7.451249599E0,-2.316252232E0
4.941826724E0,8.434699476E-2,-5.807380676E0,-2.919841766E0
4.951784797E0,6.400800347E-1,-4.384847641E0,-3.308077335E0
4.961729797E0,1.147956610E0,-3.129213810E0,-3.537788391E0
4.971674797E0,1.569093466E0,-2.075773716E0,-3.623929977E0
4.981582870E0,1.785045743E0,-1.098305583E0,-3.571287870E0
4.991527870E0,1.401595831E0,-1.016949639E-1,-3.671786308E0
5.001472870E0,3.667000830E-1,7.704889178E-1,-4.347758770E0
5.011380110E0,-5.676971674E-1,1.508076429E0,-4.285545349E0
5.021325110E0,-1.534995675E0,1.982453585E0,-3.542573929E0
5.031270110E0,-2.273181438E0,1.910668850E0,-2.354537487E0
5.041229901E0,-2.071586132E0,1.599003673E0,-1.118644595E0
5.051174901E0,-1.214357495E0,1.302293777E0,-4.187439680E-1
5.061119901E0,-3.900300860E-1,8.135597110E-1,1.256231871E-2
5.071011776E0,6.041877344E-2,3.343969584E-1,8.554341197E-1
5.080956776E0,3.092723191E-1,-1.399801224E-1,1.966900229E0
5.090901776E0,2.757728100E-1,-6.430711150E-1,2.441277266E0
5.100849328E0,1.734796353E-2,-9.589236975E-1,2.316850424E0
5.110792974E0,-3.708875179E-1,-1.304088354E0,1.597807288E0
5.120736620E0,-5.240281820E-1,-1.922034740E0,8.027920127E-1
5.130643912E0,-5.240281820E-1,-2.990430117E0,1.609173268E-1
5.140587558E0,-8.835497499E-1,-4.797011375E0,-9.505487680E-1
5.150531203E0,-1.636092424E0,-7.738388538E0,-3.442075491E0
5.160457401E0,-3.149552822E0,-1.307557964E1,-6.637690067E0
5.170401047E0,-5.037489891E0,-2.199183464E1,-5.440082073E0
5.180344693E0,-5.185844898E0,-2.880898666E1,-1.607378602E0
5.190297610E0,-5.794219971E0,-2.478007126E1,5.730810165E-1
5.200241256E0,-5.142774105E0,-1.519322777E1,3.954139352E-1
5.210184901E0,-6.939185411E-2,-1.249113274E1,-8.117650747E-1
5.220099797E0,1.387238979E0,-1.639562035E1,-2.344966173E0
5.230043443E0,-1.760519266E0,-2.472742844E1,-3.993022680E0
5.239987089E0,-4.749752998E0,-2.999283600E1,-3.638286829E0
5.249926724E0,-5.554937840E0,-2.859841728E1,-3.269792080E0
5.259870370E0,-2.833700180E0,-2.446840668E1,-4.217947960E0
5.269814016E0,1.800599098E-1,-2.178545380E1,-3.202793121E0
5.279740943E0,5.635097623E-1,-2.063570213E1,-1.209571838E0
5.289684589E0,-1.195214868E0,-2.084208298E1,-1.046261668E0
5.299628183E0,-4.208376884E0,-2.150310135E1,-1.631306887E0
5.309531620E0,-6.675975323E0,-2.127279091E1,-1.923231244E0
5.319475266E0,-7.040282249E0,-1.936152458E1,-2.163111687E0
5.329418912E0,-6.153741837E0,-1.629512215E1,-2.608176708E0
5.339348964E0,-4.405186653E0,-1.354517078E1,-2.569891453E0
5.349292610E0,-2.042872429E0,-1.153280735E1,-2.009372711E0
5.359236256E0,-4.235295951E-1,-9.539586067E0,-1.410568953E0
5.369147974E0,1.848455518E-1,-7.484749317E0,-1.176072359E0
5.379091620E0,3.762713671E-1,-5.860620975E0,-1.252642632E0
5.389035266E0,4.336991012E-1,-4.609772682E0,-1.314856052E0
5.398967089E0,3.906283081E-1,-3.292523861E0,-1.314856052E0
5.408910735E0,2.327020019E-1,-1.783251047E0,-1.467996716E0
5.418854381E0,2.709871531E-1,-3.984049559E-1,-1.544566989E0
5.428783495E0,2.327020019E-1,7.226324677E-1,-1.180858016E0
5.438727141E0,-2.321037948E-1,1.810170293E0,-6.299105883E-1
5.448670787E0,-1.152144074E0,2.519043922E0,-9.601200819E-1
5.458635006E0,-2.062014818E0,2.662613392E0,-2.038086653E0
5.468578651E0,-2.871985435E0,2.432902336E0,-2.929413080E0
5.478522297E0,-3.303291559E0,1.872383714E0,-3.351148129E0
5.488441776E0,-3.020340443E0,8.135597110E-1,-2.804986238E0
5.498385422E0,-2.277967215E0,-2.644068897E-1,-1.310070395E0
5.508329016E0,-1.612164259E0,-9.302098155E-1,2.691925503E-2
5.518258287E0,-1.180858016E0,-1.366301775E0,7.022934556E-1
5.528201933E0,-7.686942816E-1,-1.606182218E0,9.080761671E-1
5.538145526E0,-2.416750938E-1,-1.644467354E0,6.592226624E-1
5.548037401E0,3.571287692E-1,-1.572682738E0,1.369891018E-1
5.557981047E0,8.937192559E-1,-1.399801254E0,-5.982056633E-2
5.567924693E0,1.420738459E0,-1.208375454E0,3.475574851E-1
5.577875318E0,1.895115495E0,-1.088734269E0,6.113662124E-1
5.587818964E0,2.029113531E0,-1.155733347E0,-4.905286431E-1
5.597762610E0,1.823330879E0,-1.922034740E0,-2.824128866E0
5.607702974E0,1.095314622E0,-3.862613916E0,-4.323830605E0
5.617645578E0,6.999006122E-2,-7.613961697E0,-4.582255363E0
5.627588131E0,-9.409775138E-1,-1.480020618E1,-4.749752998E0
5.637521933E0,-2.474178553E0,-2.669672203E1,-3.638286829E0
5.647464485E0,-4.362115860E0,-3.252204895E1,9.032905698E-1
5.657407089E0,-8.002795219E0,-2.245185471E1,3.519243956E0
5.667298183E0,-6.388238430E0,-1.236192036E1,-1.688734531E0
5.677240735E0,4.193421602E-1,-1.339681530E1,-4.850849628E0
5.687183339E0,6.831508875E-1,-2.026182365E1,-3.509074450E0
5.697130214E0,-2.737987280E0,-2.850749016E1,-4.055236340E0
5.707072766E0,-7.346563816E0,-2.937488937E1,-3.413361549E0
5.717015318E0,-9.100502968E0,-2.595375061E1,-1.491924882E0
5.726956464E0,-7.054639339E0,-2.340958214E1,-1.558923960E0
5.736899068E0,-5.075775146E0,-2.302672958E1,-2.986840963E0
5.746841568E0,-4.759324074E0,-2.412384033E1,-2.977269650E0
5.756747922E0,-5.377869129E0,-2.460300255E1,-1.544566989E0
5.766690422E0,-6.513263226E0,-2.333779716E1,-1.491924882E0
5.776633026E0,-6.824330330E0,-2.104308128E1,-2.287538528E0
5.786586933E0,-5.492724419E0,-1.848933983E1,-2.258824587E0
5.796529537E0,-4.016951084E0,-1.553360653E1,-2.287538528E0
5.806472089E0,-2.574677229E0,-1.257248878E1,-1.798804402E0
5.816380370E0,-1.133001566E0,-9.942177773E0,-1.113858938E0
5.826322870E0,-3.589234129E-2,-7.456035137E0,-6.442674994E-1
5.836265474E0,6.305087805E-1,-5.232504845E0,-2.847459018E-1
5.846205318E0,1.248455167E0,-3.383451223E0,-9.810572863E-2
5.856147922E0,1.502094388E0,-1.754537225E0,-5.024927482E-2
5.866090422E0,1.348953724E0,-3.888336718E-1,-2.632104978E-2
5.875997922E0,1.042074203E0,5.688936114E-1,-2.321037948E-1
5.885940474E0,5.006981492E-1,1.244866014E0,-5.964110494E-1
5.895883078E0,-3.421736360E-1,1.455434322E0,-1.444068432E0
5.905811568E0,-8.213363886E-1,9.044869542E-1,-2.206182480E0
5.915754120E0,-9.122636318E-1,-2.991028316E-2,-1.961516380E0
5.925696724E0,-1.128215909E0,-6.526423693E-1,-1.525424480E0
5.935646881E0,-7.208378315E-1,-8.153542876E-1,-1.027119160E0
5.945589381E0,-2.392822644E-3,-1.026520967E0,-3.948157430E-1
5.955531985E0,3.379862010E-1,-1.299302697E0,1.734796353E-2
5.965471203E0,3.092723191E-1,-1.514656782E0,3.170489892E-2
5.975413808E0,-8.853443712E-2,-1.509871125E0,-4.546362907E-2
5.985356360E0,-6.346961856E-1,-1.328016520E0,-1.411765367E-1
5.995254120E0,-1.118644595E0,-1.117448211E0,-5.868397355E-1
6.005196672E0,-1.453639746E0,-1.026520967E0,-1.367498159E0
6.015139276E0,-1.650449395E0,-1.036092162E0,-2.095514536E0
6.025092245E0,-1.846660852E0,-1.198804140E0,-2.239681959E0
6.035034745E0,-1.942373753E0,-1.337587833E0,-1.612164259E0
6.044977349E0,-1.573280931E0,-1.582253933E0,-5.096712112E-1
6.054890839E0,-6.825526357E-1,-2.027318954E0,-2.225325108E-1
6.064833339E0,-2.392822644E-3,-3.052643538E0,-1.319641709E0
6.074775943E0,2.183450609E-1,-5.663811207E0,-1.985444546E0
6.084695474E0,3.571287692E-1,-1.040698433E1,-2.440679073E0
6.094638078E0,-6.939185411E-2,-1.756929970E1,-3.101696253E0
6.104580631E0,-1.343569875E0,-2.614039040E1,-1.525424480E0
6.114549172E0,-6.211169243E0,-2.576232529E1,2.221137524E0
6.124490891E0,-1.102612686E1,-1.494437408E1,1.799402595E0
6.134432558E0,-5.569294930E0,-1.012941647E1,-2.440679073E0
6.144321099E0,3.078366280E0,-1.270648670E1,-3.485146284E0
6.154262766E0,4.199403763E0,-1.719123459E1,-8.452646136E-1
6.164204433E0,4.480560422E-1,-2.075534439E1,5.006981492E-1
6.174169485E0,-3.504288673E0,-2.255235291E1,-1.746162295E0
6.184111151E0,-5.789434433E0,-2.251885414E1,-2.254039049E0
6.194052870E0,-5.171487808E0,-2.038206291E1,-1.295713425E0
6.203973912E0,-3.437289715E0,-1.785225105E1,-8.452646136E-1
6.213915631E0,-2.512463808E0,-1.800539207E1,-1.066002488E0
6.223857297E0,-2.814557552E0,-2.040599060E1,-1.698305845E0
6.233795006E0,-4.093521118E0,-2.239382935E1,-1.928016901E0
6.243736672E0,-4.989633560E0,-2.228854561E1,-1.808375716E0
6.253678391E0,-4.658825874E0,-2.003689957E1,-1.995015860E0
6.263591568E0,-2.785843849E0,-1.726301956E1,-1.712662816E0
6.273533287E0,-6.251249313E-1,-1.502094460E1,-1.118644595E0
6.283474953E0,1.281954765E0,-1.304686546E1,-6.873382926E-1
6.293428443E0,2.513062000E0,-1.098185921E1,-3.182454109E-1
6.303370110E0,2.824727058E0,-8.892925262E0,-1.674975827E-2
6.313311828E0,2.546561480E0,-6.919445038E0,2.231307179E-1
6.323236047E0,1.612762451E0,-4.840082169E0,6.592226624E-1
6.333177766E0,6.305087805E-1,-2.650649309E0,7.597211599E-1
6.343119433E0,5.395814776E-1,-6.765705943E-1,9.128618240E-1
6.353017141E0,-1.271785259E0,1.321436286E0,1.789831281E0
6.362958808E0,-2.785843849E0,2.643470764E0,1.684547186E0
6.372900474E0,-3.935595036E0,3.458226919E0,9.511470199E-1
6.382846933E0,-4.725824833E0,3.348157167E0,5.682953596E-1
6.392788651E0,-5.013561726E0,2.519043922E0,8.889335990E-1
6.402730318E0,-4.697110653E0,1.881955028E0,1.315454245E0
6.412669433E0,-2.723630428E0,7.848458290E-1,1.262812138E0
6.422611151E0,-2.177468538E-1,-7.196413875E-1,6.209374666E-1
6.432552818E0,1.435095429E0,-2.104487419E0,-3.661018610E-1
6.442477974E0,2.316850424E0,-3.067000389E0,-1.760519266E0
6.452419693E0,2.695514679E0,-3.809971809E0,-3.590430260E0
6.462361412E0,3.154936552E0,-4.274777889E0,-5.808577061E0
6.472284224E0,3.313461065E0,-4.830510616E0,-8.007580757E0
6.482225891E0,2.541775942E0,-6.425925255E0,-8.462815285E0
6.492167558E0,1.191027522E0,-9.458230019E0,-6.244668961E0
6.502111516E0,-1.794617027E-1,-1.411526108E1,-3.489931822E0
6.512053235E0,-1.837089539E0,-1.834577179E1,-1.563709617E0
6.521994901E0,-2.938984394E0,-1.946680832E1,-1.147358418E0
6.531938495E0,-4.184448719E0,-1.654936028E1,-1.252642632E0
6.541880162E0,-4.841278553E0,-1.253898907E1,7.788637877E-1
6.551821881E0,-4.386044025E0,-1.055055332E1,1.502094388E0
6.561747401E0,-4.874777794E0,-1.179183006E1,-1.746162295E0
6.571689068E0,-7.202994347E0,-1.774696732E1,-4.481756687E0
6.581630735E0,-8.721838951E0,-2.513480759E1,-4.217947960E0
6.591558860E0,-5.846862316E0,-2.742952347E1,-2.047657967E0
6.601500578E0,-2.800200701E0,-2.345265388E1,-3.948157430E-1
6.611442245E0,-1.515853167E0,-1.945245171E1,8.506484628E-1
6.621382922E0,-5.581258535E-1,-1.736830330E1,1.852044702E0
6.631324589E0,-3.326023519E-1,-1.691306877E1,1.205384374E0
6.641266256E0,-1.257428288E0,-1.811067581E1,-7.734799385E-1
6.651196360E0,-3.561716557E0,-1.956252098E1,-2.033301115E0
6.661138026E0,-4.217947960E0,-1.995075607E1,-2.057229280E0
6.671079745E0,-3.394218922E0,-1.840798378E1,-1.794018745E0
6.680983287E0,-2.018944025E0,-1.549532127E1,-1.487139225E0
6.690924953E0,-8.739784956E-1,-1.265863037E1,-1.482353687E0
6.700866620E0,-4.618147612E-1,-1.054098225E1,-1.563709617E0
6.710802401E0,-5.000999570E-1,-8.644071579E0,-1.094716311E0
6.720744120E0,-6.681957245E-1,-6.617351055E0,-7.447660565E-1
6.730685787E0,-5.724828243E-1,-4.609772682E0,-6.586244106E-1
6.740630110E0,-1.794617027E-1,-2.501696110E0,-6.921239495E-1
6.750571776E0,1.417747438E-1,-5.090730190E-1,-5.437689424E-1
6.760513443E0,3.475574851E-1,1.057627559E0,-3.326023519E-1
6.770457037E0,3.762713671E-1,2.332403898E0,-4.713860750E-1
6.780398703E0,4.145565331E-1,3.357728481E0,-1.066002488E0
6.790340422E0,3.858426511E-1,4.061816216E0,-1.463211060E0
6.800269797E0,-1.459621787E-1,3.616153240E0,-1.257428288E0
6.810211516E0,-1.123430252E0,2.063809633E0,-8.069794178E-1
6.820153183E0,-1.607378602E0,3.296113312E-1,-5.964110494E-1
6.830058339E0,-1.386640668E0,-8.584251404E-1,-6.586244106E-1
6.840000058E0,-8.309076428E-1,-1.816750646E0,-8.691928387E-1
6.849941724E0,-1.842473447E-1,-2.539981127E0,-1.109073281E0
6.859899328E0,4.911268353E-1,-3.168097258E0,-1.324427366E0
6.869841047E0,1.076171994E0,-3.934398651E0,-1.530210137E0
6.879782714E0,1.238883972E0,-5.395814896E0,-1.496710539E0
6.889684276E0,9.846464992E-1,-8.145766258E0,-1.310070395E0
6.899625943E0,5.778666735E-1,-1.276869965E1,-1.439282775E0
6.909567610E0,1.800599098E-1,-1.819263077E1,-1.089930773E0
6.919502714E0,-1.507478207E-1,-2.094736671E1,-3.589234129E-2
6.929444381E0,-2.488535643E0,-1.611326790E1,-4.091726840E-1
6.939386047E0,-3.849453449E0,-1.066122150E1,-1.693520188E0
6.949304016E0,-2.421536446E0,-1.081436157E1,-1.688734531E0
6.959245683E0,-2.742773056E0,-1.282672596E1,-2.488535643E0
6.969187349E0,-5.267200947E0,-1.550489235E1,-4.131806374E0
6.979140526E0,-8.352746010E0,-1.671207237E1,-4.203591347E0
6.989082245E0,-1.139043427E1,-1.717209244E1,-2.876770973E0
6.999023912E0,-7.586444378E0,-1.753580093E1,-1.717448473E0
7.008969120E0,-7.178467698E-3,-1.781875229E1,-2.071586132E0
7.018910839E0,3.614956856E0,-1.674078560E1,-3.134597540E-1
7.028852506E0,3.921836376E0,-1.617548180E1,5.587241054E-1
7.038779381E0,3.040081263E0,-1.658764458E1,9.942178130E-1
7.048721099E0,1.100100160E0,-1.727737617E1,6.017948985E-1
7.058662766E0,-1.319641709E0,-1.820698738E1,1.752742529E-1
7.068581568E0,-3.556930780E0,-1.898286057E1,9.511470199E-1
7.078522506E0,-5.928816319E0,-1.836969948E1,1.344168067E0
7.088463443E0,-6.484549522E0,-1.581117344E1,9.894321561E-1
7.098386881E0,-5.430510998E0,-1.340638733E1,8.434699476E-2
7.108327766E0,-3.714857101E0,-1.229970646E1,-8.021938205E-1
7.118268703E0,-1.525424480E0,-1.221775246E1,-1.195214868E0
7.128186516E0,-2.464607358E-1,-1.198325539E1,-1.482353687E0
7.138127506E0,-6.460621208E-2,-1.126002502E1,-1.794018745E0
7.148068391E0,-1.196411345E-2,-1.033998489E1,-2.287538528E0
7.158044485E0,2.213360928E-2,-8.557929993E0,-2.838485956E0
7.167985422E0,4.606183618E-2,-6.243472576E0,-3.092125177E0
7.177926412E0,3.170489892E-2,-4.049253941E0,-3.106482029E0
7.187823964E0,-2.368894368E-1,-2.060818434E0,-3.130410194E0
7.197764901E0,-7.016952634E-1,-3.601198196E-1,-2.800200701E0
7.207705839E0,-1.506281853E0,9.810572863E-1,-2.555534601E0
7.217660683E0,-2.431107759E0,2.159522533E0,-2.522035122E0
7.227601620E0,-3.154338360E0,2.700898647E0,-2.737987280E0
7.237542558E0,-3.206980467E0,2.437688112E0,-2.886342287E0
7.247486151E0,-2.579462767E0,1.762313843E0,-2.450250387E0
7.257427141E0,-1.928016901E0,8.039883971E-1,-1.808375716E0
7.267368026E0,-1.391426325E0,-9.690931439E-2,-5.724828243E-1
7.277269641E0,-5.335994363E-1,-7.244270444E-1,7.501499057E-1
7.287210578E0,6.400800347E-1,-1.012163997E0,1.511665702E0
7.297151568E0,1.933400750E0,-1.160519004E0,1.741974831E0
7.307076360E0,2.968296528E0,-1.644467354E0,1.224527001E0
7.317017297E0,3.154936552E0,-2.851646423E0,4.624129832E-1
7.326958235E0,2.062613010E0,-5.510670662E0,-1.794617027E-1
7.336901568E0,1.657029688E-1,-1.067557812E1,-1.923231244E0
7.346842453E0,-1.396211982E0,-1.836012840E1,-2.905484915E0
7.356783391E0,-3.643072367E0,-2.503849602E1,-2.464607239E0
7.366704589E0,-6.062814236E0,-2.443490601E1,-1.314856052E0
7.376645578E0,-5.751149178E0,-1.586381626E1,6.831508875E-1
7.386586516E0,-1.601994753E0,-1.088614655E1,1.727617979E0
7.396559068E0,-1.362712502E0,-1.236670589E1,-3.565305769E-1
7.406500058E0,-6.565905571E0,-1.947637939E1,-3.647858143E0
7.416440995E0,-1.050867844E1,-2.785125923E1,-4.405186653E0
7.426335683E0,-7.950153351E0,-3.026083183E1,-2.565105915E0
7.436276568E0,-3.044268608E0,-2.635155678E1,-3.456432343E0
7.446217506E0,5.682953596E-1,-2.049213219E1,-5.128417015E0
7.456179224E0,3.092723370E0,-1.681257057E1,-4.012165546E0
7.466120110E0,3.883551121E0,-1.536072540E1,-1.932802439E0
7.476061047E0,2.891726255E0,-1.579681683E1,-1.124626622E-1
7.485964381E0,3.619144261E-1,-1.707637787E1,-2.153540403E-2
7.495905370E0,-2.747558594E0,-1.785703659E1,-1.022333503E0
7.505846308E0,-5.190630436E0,-1.754058647E1,-1.176072359E0
7.515775891E0,-6.441478729E0,-1.538943863E1,-8.356932998E-1
7.525716828E0,-5.459224701E0,-1.203589821E1,-1.046261668E0
7.535657818E0,-3.360719442E0,-9.128020287E0,-9.026923180E-1
7.545604120E0,-1.674377680E0,-7.110870838E0,-6.059823632E-1
7.555545058E0,-4.905286431E-1,-5.587240696E0,-3.756731451E-1
7.565485995E0,-7.896314561E-2,-4.322634220E0,-2.129612118E-1
7.575428495E0,2.991028363E-3,-3.168097258E0,-5.982056633E-2
7.585368912E0,1.609173268E-1,-2.085345030E0,1.734796353E-2
7.595309276E0,2.901297510E-1,-1.088734269E0,-1.555334777E-1
7.605222089E0,3.667000830E-1,-4.175475538E-1,-5.389832854E-1
7.615162453E0,3.427718580E-1,1.046859920E-1,-1.238285661E0
7.625102870E0,1.800599098E-1,6.556333899E-1,-2.445464849E0
7.635066412E0,1.256231871E-2,1.067198873E0,-3.389433384E0
7.645006776E0,-2.632104978E-2,1.105484009E0,-3.657429457E0
7.654947141E0,-5.982056633E-2,9.619147182E-1,-3.269792080E0
7.664882662E0,2.213360928E-2,8.231309652E-1,-2.392822742E0
7.674823026E0,2.470589429E-1,6.125625968E-1,-1.477568030E0
7.684763443E0,3.954139352E-1,3.726821244E-1,-5.144568682E-1
7.694693703E0,3.571287692E-1,3.230310604E-2,4.289134443E-1
7.704634068E0,6.999006122E-2,-4.851447940E-1,9.894321561E-1
7.714574485E0,-5.820540786E-1,-1.395015597E0,9.320043921E-1
7.724488183E0,-1.631306887E0,-2.842075109E0,5.341976285E-1
7.734428599E0,-2.627319336E0,-5.050650597E0,-4.857429862E-1
7.744368964E0,-2.919841766E0,-8.955139160E0,-2.124228239E0
7.754326308E0,-2.982055187E0,-1.535593891E1,-3.116053343E0
7.764266672E0,-3.873381615E0,-2.234597206E1,-2.718844652E0
7.774207089E0,-5.636293888E0,-2.467000198E1,-2.919841766E0
7.784137245E0,-8.021938324E0,-1.946202278E1,-4.150949001E0
