"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.834302750E0,-2.276504040E0,6.691175699E-1,-1.733820558E0
2.844260750E0,-2.069421768E0,1.975358725E-1,-1.821300268E0
2.854217750E0,-1.958331823E0,1.025335193E-1,-1.976232171E0
2.864174750E0,-1.846423149E0,4.029833674E-1,-2.161932468E0
2.874131750E0,-1.852911353E0,6.513783932E-1,-2.337039471E0
2.884088750E0,-1.575931668E0,4.854815900E-1,-2.313050985E0
2.894045750E0,-1.195138812E0,5.171135068E-1,-2.283395767E0
2.904002750E0,-1.264444590E0,7.243028879E-1,-2.430700302E0
2.913959750E0,-1.398612380E0,1.493976563E-1,-2.384702444E0
2.923916750E0,-1.458844543E0,-3.157295585E-1,-2.050328732E0
2.933873750E0,-1.366085887E0,-4.541893303E-1,-1.600896835E0
2.943831750E0,-1.358389616E0,-6.456673145E-2,-1.467514634E0
2.953788750E0,-1.471626043E0,3.113743365E-1,-1.590021491E0
2.963745750E0,-1.518940330E0,1.084430739E-1,-1.579839468E0
2.973702750E0,-1.485671759E0,1.989831626E-1,-1.613485694E0
2.983659750E0,-1.382559299E0,2.580478191E-1,-1.655811310E0
2.993616750E0,-1.348768353E0,7.585905492E-2,-1.547721148E0
3.003573750E0,-1.409411669E0,-3.098124862E-1,-1.418217182E0
3.013530750E0,-1.433432937E0,-6.655392051E-1,-1.339387059E0
3.023487750E0,-1.416911125E0,-8.032600284E-1,-1.287219763E0
3.033445750E0,-1.230525255E0,-4.604085684E-1,-1.445516944E0
3.043402750E0,-1.063486457E0,-2.238769829E-1,-1.419025421E0
3.053359750E0,-1.019365430E0,-1.554844230E-1,-1.229545236E0
3.063316750E0,-1.083859444E0,-2.079004943E-1,-9.263736606E-1
3.073273750E0,-1.088995337E0,-2.311361395E-2,-8.774225712E-1
3.083230750E0,-1.093205571E0,6.623996049E-2,-7.384119630E-1
3.093187750E0,-1.083125353E0,1.196753830E-1,-6.331943274E-1
3.103144750E0,-1.046550870E0,1.933663785E-1,-5.683887005E-1
3.113101750E0,-1.049967885E0,1.526053548E-1,-4.455695152E-1
3.123059750E0,-9.341799021E-1,3.147774935E-1,-2.811001539E-1
3.133016750E0,-7.729185224E-1,3.298259676E-1,-1.327610463E-1
3.142973750E0,-5.586416721E-1,1.862898320E-1,4.563932121E-2
3.152930750E0,-3.174493015E-1,1.290192455E-2,1.917856783E-1
3.162887750E0,-7.923620194E-2,-1.109438539E-1,2.772489190E-1
3.172844750E0,1.175250486E-1,-1.090442687E-1,2.714250684E-1
3.182801750E0,3.201202154E-1,-7.495421171E-2,3.111011088E-1
3.192758750E0,5.191465616E-1,-1.092746332E-1,4.087648094E-1
3.202715750E0,6.987621188E-1,-1.511917114E-1,5.135273933E-1
3.212673750E0,8.412632942E-1,-2.585696280E-1,6.379433274E-1
3.222630750E0,9.866950512E-1,-3.521128893E-1,7.355237007E-1
3.232587750E0,1.135382533E0,-3.968518674E-1,8.225901723E-1
3.242544750E0,1.268861175E0,-3.957735300E-1,8.839685321E-1
3.252501750E0,1.390956998E0,-3.597332537E-1,9.905895591E-1
3.262458750E0,1.488252878E0,-2.145001739E-1,1.043216467E0
3.272415750E0,1.506033182E0,-9.386174381E-2,1.109624505E0
3.282372750E0,1.552925110E0,-4.913182184E-2,1.166909933E0
3.292329750E0,1.555648446E0,4.915862158E-2,1.213311076E0
3.302287750E0,1.527987838E0,3.152210265E-2,1.299574256E0
3.312244750E0,1.518877387E0,2.298413403E-2,1.355389714E0
