"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.702926958E0,-6.432124329E-1,-3.124302979E0,-1.457369385E0
1.712883958E0,-8.635542297E-1,-3.359463959E0,-2.228116608E0
1.722840958E0,-1.196312256E0,-3.560795288E0,-3.152145081E0
1.732797958E0,-1.301393738E0,-3.639980621E0,-2.732118530E0
1.742755958E0,-9.291178894E-1,-3.575614471E0,-1.748064880E0
1.752712958E0,-1.179547119E-1,-3.494932251E0,-1.577120361E0
1.762669958E0,6.798861694E-1,-3.467090149E0,-2.006128235E0
1.772626958E0,1.096469879E0,-3.517684937E0,-2.353555756E0
1.782583958E0,9.129515076E-1,-3.683390350E0,-2.185754700E0
1.792540958E0,3.522175598E-1,-3.887715454E0,-2.103725281E0
1.802497958E0,-4.981640625E-1,-3.774850159E0,-1.653611298E0
1.812454958E0,-6.089337158E-1,-3.489543457E0,-1.717678070E0
1.822411958E0,-1.267863464E-1,-3.498973846E0,-3.069516907E0
1.832369958E0,5.893244934E-1,-3.904630280E0,-3.261417847E0
1.842326958E0,1.735341339E0,-4.458777924E0,-1.783840485E0
1.852283958E0,3.144510956E0,-5.118007050E0,-1.890718231E0
1.862240958E0,5.003944244E0,-6.014792175E0,-4.774022369E0
1.872197958E0,6.332132263E0,-7.127877502E0,-6.940916290E0
1.882154958E0,6.929240570E0,-7.796986084E0,-6.453230438E0
1.892111958E0,7.227719879E0,-7.788304138E0,-5.786666565E0
1.902068958E0,6.821165314E0,-7.509134674E0,-6.597081299E0
1.912026958E0,5.238506470E0,-6.749464417E0,-7.163353729E0
1.921983958E0,4.197271729E0,-5.679040375E0,-7.049739990E0
1.931940958E0,4.197271729E0,-5.790558472E0,-7.288343811E0
1.941897958E0,3.181783447E0,-6.603966980E0,-8.250542908E0
1.951854958E0,2.837499390E0,-7.745792542E0,-9.327553253E0
1.961811958E0,2.709365845E0,-8.498577118E0,-9.830657043E0
1.971768958E0,5.481002197E0,-9.025032349E0,-9.829459534E0
1.981725958E0,7.794591064E0,-9.384734344E0,-1.008018814E1
1.991682958E0,8.087232513E0,-9.123826904E0,-1.001477417E1
2.001640958E0,7.507787476E0,-7.403155060E0,-1.031430130E1
2.011597958E0,8.383316803E0,-6.553521881E0,-1.067100952E1
2.021554958E0,8.138126678E0,-5.727090454E0,-9.748927002E0
2.031511958E0,7.210355988E0,-4.105512543E0,-9.297914886E0
2.041468958E0,9.548344116E0,-3.684438171E0,-9.779912567E0
2.051425958E0,9.300160217E0,-2.595303040E0,-1.127709915E1
2.061382958E0,9.501042480E0,-1.809586945E0,-1.132889145E1
2.071339958E0,1.096035782E1,-2.778522034E0,-1.160910873E1
2.081296958E0,1.014081207E1,-4.009262695E0,-1.103325623E1
2.091253958E0,1.063822769E1,-4.430636444E0,-1.081905167E1
2.101211958E0,1.208212509E1,-4.527485046E0,-1.139580231E1
2.111168958E0,1.278491364E1,-3.943399658E0,-1.218735626E1
2.121125958E0,1.295046936E1,-2.742746429E0,-1.236428833E1
2.131082958E0,1.333382217E1,-3.099903717E0,-1.263088394E1
2.141039958E0,1.365714981E1,-3.661835175E0,-1.297382080E1
2.150996958E0,1.270228546E1,-3.920347595E0,-1.347542770E1
2.160953958E0,1.168140839E1,-4.168681183E0,-1.305959244E1
2.170910958E0,1.067939209E1,-4.250111847E0,-1.278820679E1
2.180867958E0,9.949360199E0,-4.351900177E0,-1.269285507E1
2.190825958E0,9.319919128E0,-4.514911194E0,-1.265633102E1
2.200782958E0,8.927584991E0,-4.283791809E0,-1.225830872E1
2.210739958E0,8.655151520E0,-4.088148651E0,-1.182391205E1
2.220696958E0,8.315208435E0,-4.174668732E0,-1.167482208E1
2.230653958E0,8.112380219E0,-4.215234375E0,-1.140238861E1
2.240610958E0,7.932005310E0,-4.117787018E0,-1.101065323E1
2.250567958E0,8.093818817E0,-4.094435577E0,-1.040890457E1
2.260524958E0,8.167315979E0,-3.997586975E0,-9.802066498E0
2.270481958E0,8.136180725E0,-4.004772034E0,-9.651479645E0
2.280439958E0,7.730823669E0,-4.040847015E0,-9.627978516E0
2.290396958E0,7.189698944E0,-4.188589783E0,-9.296567688E0
2.300353958E0,6.446045380E0,-4.487069092E0,-8.891060944E0
2.310310958E0,6.037844238E0,-4.800666962E0,-8.723259888E0
2.320267958E0,5.760321350E0,-4.978796539E0,-8.427474976E0
2.330224958E0,5.955814819E0,-5.169499969E0,-8.058641968E0
2.340181958E0,6.358926544E0,-5.302273865E0,-7.604636078E0
2.350138958E0,6.652615814E0,-5.559738464E0,-7.357200623E0
2.360095958E0,6.747668152E0,-5.910309448E0,-7.164850616E0
2.370053958E0,6.643784180E0,-6.213878174E0,-6.660848694E0
2.380010958E0,6.358926544E0,-6.293512573E0,-5.697152710E0
2.389967958E0,6.050268402E0,-6.298152924E0,-5.356461182E0
2.399924958E0,5.976621552E0,-6.437662811E0,-5.665867767E0
2.409881958E0,5.325026550E0,-6.673572235E0,-5.630840607E0
2.419838958E0,4.243226166E0,-6.727310486E0,-5.334157562E0
2.429795958E0,3.241808624E0,-6.749464417E0,-5.140610046E0
2.439752958E0,2.500400391E0,-6.771618347E0,-4.364474030E0
2.449710958E0,1.976190491E0,-6.740932159E0,-3.836372223E0
2.459667958E0,1.780247955E0,-6.841972046E0,-3.685635681E0
2.469624958E0,1.479373627E0,-6.900500336E0,-3.581901398E0
2.479581958E0,1.250798950E0,-6.823410645E0,-3.413501587E0
2.489538958E0,1.458566895E0,-6.686744843E0,-3.302282867E0
2.499495958E0,1.840572510E0,-6.392756195E0,-3.488345947E0
2.509452958E0,2.221679993E0,-5.945336609E0,-3.467688904E0
2.519409958E0,2.762056274E0,-5.542374573E0,-2.967129822E0
2.529366958E0,3.077151031E0,-5.147645416E0,-2.593506775E0
2.539324958E0,3.055146790E0,-4.720134430E0,-2.537672882E0
2.549281958E0,2.733316040E0,-4.363725586E0,-2.182012482E0
2.559238958E0,2.262395325E0,-3.996838531E0,-1.994602203E0
2.569195958E0,1.752106476E0,-3.708088989E0,-2.212848358E0
2.579152958E0,1.319655762E0,-3.518283691E0,-2.211201782E0
2.589109958E0,9.063652039E-1,-3.330124969E0,-1.824555817E0
2.599066958E0,3.198847961E-1,-3.178789673E0,-1.349743195E0
2.609023958E0,7.514373779E-2,-3.085982666E0,-1.146765289E0
2.618980958E0,-2.409988403E-1,-2.982098694E0,-1.076710968E0
2.628938958E0,-5.330415344E-1,-2.931952972E0,-1.030457153E0
2.638895958E0,-6.737489319E-1,-2.879262543E0,-1.000220032E0
2.648852958E0,-8.309220886E-1,-2.874771881E0,-9.618997192E-1
2.658809958E0,-9.193881226E-1,-2.870430908E0,-1.079854431E0
2.668766958E0,-1.045426025E0,-2.890938263E0,-1.437011719E0
2.678723958E0,-1.041683807E0,-3.031046906E0,-1.728755035E0
2.688680750E0,-7.318281555E-1,-3.225492554E0,-1.880539398E0
2.698637750E0,-4.242178345E-1,-3.311264191E0,-1.971550140E0
2.708594750E0,-1.794767761E-1,-3.369493103E0,-2.036215668E0
2.718552750E0,9.729766846E-2,-3.436703339E0,-2.270927582E0
2.728509750E0,3.872447205E-1,-3.580105133E0,-2.820734253E0
2.738466750E0,8.481362915E-1,-3.891158295E0,-3.550616455E0
2.748423750E0,1.172811127E0,-4.321213989E0,-4.445755005E0
2.758380750E0,1.540746002E0,-5.122497711E0,-6.470594330E0
2.768337750E0,1.422042847E-2,-6.130052490E0,-7.395820313E0
2.778294750E0,-4.378844147E0,-5.805527344E0,-2.886597290E0
2.788251750E0,-6.033802643E0,-4.374503174E0,3.313958588E0
2.798208750E0,-4.395758972E0,-2.814147949E0,5.951773224E0
2.808166750E0,-1.364562378E0,-1.802850952E0,4.457879791E0
2.818123750E0,2.001637573E0,-2.615810394E0,-4.233197021E-1
2.828080750E0,4.577331390E0,-4.333937531E0,-2.963986359E0
2.838037750E0,4.271667023E0,-5.192252655E0,-1.727557526E0
2.847994750E0,3.220403137E0,-5.575904846E0,-2.042053528E0
2.857951750E0,3.713777161E0,-6.165828094E0,-3.402125244E0
2.867908750E0,4.991819458E0,-6.459217987E0,-3.473975830E0
2.877865750E0,6.256389771E0,-6.740932159E0,-5.496569824E0
2.887822750E0,5.621410217E0,-6.494993591E0,-5.627547455E0
2.897780750E0,4.661606140E0,-5.833369446E0,-3.120860138E0
2.907737750E0,5.545218658E0,-6.258934479E0,-5.598807220E0
2.917694750E0,6.072422333E0,-7.633226624E0,-7.964787140E0
2.927651750E0,5.106930084E0,-8.381520538E0,-8.190517731E0
2.937608750E0,4.383334808E0,-7.978109436E0,-7.405849457E0
2.947565750E0,4.694986725E0,-7.227869568E0,-7.424710236E0
2.957522750E0,5.601501617E0,-7.761958923E0,-1.019455032E1
2.967479750E0,3.801943817E0,-8.411907349E0,-1.029873367E1
2.977437750E0,3.470832367E0,-8.400231628E0,-8.626560974E0
2.987394750E0,5.412295074E0,-8.615034943E0,-7.987988892E0
2.997351750E0,6.950047302E0,-9.211095428E0,-8.469238129E0
3.007308750E0,8.360564117E0,-9.178313599E0,-9.601932678E0
3.017265750E0,9.305099945E0,-8.441695404E0,-9.993218994E0
3.027222750E0,8.703500977E0,-7.236252136E0,-1.049796936E1
3.037179750E0,9.064699860E0,-6.996899872E0,-1.025577301E1
3.047136750E0,7.631729736E0,-5.863606567E0,-1.054542068E1
3.057093750E0,6.248905334E0,-4.691244507E0,-1.182825302E1
3.067051750E0,6.279441833E0,-4.019890594E0,-1.156614807E1
3.077008750E0,8.215066681E0,-3.614533539E0,-1.079465240E1
3.086965750E0,9.060358887E0,-2.991229706E0,-1.050919601E1
3.096922750E0,9.369915161E0,-2.472109222E0,-1.125539429E1
3.106879750E0,1.006656647E1,-2.870580597E0,-1.088192093E1
3.116836750E0,1.019919067E1,-2.738704834E0,-1.079704742E1
3.126793750E0,9.678273926E0,-2.636766815E0,-1.094419144E1
3.136750750E0,1.018422180E1,-2.825823669E0,-1.168979095E1
3.146707750E0,1.098041611E1,-3.187321930E0,-1.257684631E1
3.156664750E0,1.167078049E1,-3.137924652E0,-1.244347366E1
3.166622750E0,1.215247879E1,-2.835703125E0,-1.217118988E1
3.176579750E0,1.223151443E1,-2.650837555E0,-1.183678528E1
3.186536750E0,1.124805954E1,-2.299667816E0,-1.125793900E1
3.196493750E0,1.051069290E1,-2.223625946E0,-1.113684082E1
3.206450750E0,1.108699448E1,-2.527793427E0,-1.130793503E1
3.216407750E0,1.128069168E1,-2.687960358E0,-1.177346695E1
3.226364750E0,1.106528961E1,-2.949316864E0,-1.160401932E1
3.236321750E0,1.042417282E1,-3.246299286E0,-1.106933121E1
3.246278750E0,9.268126831E0,-3.529210968E0,-1.078237793E1
3.256236750E0,8.243357849E0,-3.891757050E0,-1.081456100E1
3.266193750E0,8.011939087E0,-3.631148987E0,-9.858648834E0
3.276150750E0,7.546257477E0,-3.852538605E0,-9.950857086E0
3.286107750E0,7.300019531E0,-4.052373047E0,-9.822873230E0
3.296064750E0,7.336094513E0,-4.153412933E0,-1.009665390E1
3.306021750E0,7.116201782E0,-4.297712860E0,-1.007090744E1
3.315978750E0,7.364385681E0,-4.402944031E0,-9.201365662E0
3.325935750E0,7.716154175E0,-4.411625977E0,-8.772507477E0
3.335892750E0,7.921826477E0,-4.675527191E0,-8.838969269E0
3.345850750E0,7.895630951E0,-5.044210510E0,-8.462951202E0
3.355807750E0,7.248376923E0,-5.354814606E0,-7.836503906E0
3.365764750E0,6.450386353E0,-5.748795319E0,-7.393724670E0
3.375721750E0,5.475613403E0,-6.015390930E0,-6.477929077E0
3.385678750E0,4.628225555E0,-6.286177826E0,-6.640341339E0
3.395635750E0,4.316573639E0,-6.557563477E0,-6.851252747E0
3.405592750E0,4.258494415E0,-6.842570801E0,-6.580166473E0
3.415549750E0,4.535717926E0,-7.314539337E0,-6.149512024E0
3.425506750E0,4.707261200E0,-7.806865540E0,-5.620661774E0
3.435464750E0,4.089795227E0,-8.315507812E0,-5.282365265E0
3.445421750E0,4.022135925E0,-8.753946075E0,-4.941673737E0
3.455378750E0,4.357139282E0,-9.051227875E0,-4.507576447E0
3.465335750E0,4.764142914E0,-9.152118073E0,-4.130510559E0
3.475292750E0,4.380041656E0,-8.809031525E0,-3.775748291E0
3.485249750E0,3.890409851E0,-8.067174225E0,-3.471131744E0
3.495206750E0,3.837120667E0,-7.292684784E0,-3.310066681E0
3.505163750E0,3.788022766E0,-6.300098877E0,-2.851270752E0
3.515120750E0,3.628454590E0,-5.281467133E0,-2.712209930E0
3.525078750E0,3.277733917E0,-4.312981110E0,-2.716401215E0
3.535035750E0,2.782114563E0,-3.477568359E0,-2.483485565E0
3.544992750E0,2.104623413E0,-2.779869232E0,-2.370021515E0
3.554949750E0,1.323996735E0,-2.323917389E0,-2.210902405E0
3.564906750E0,5.370831299E-1,-2.038011932E0,-2.077529755E0
3.574863750E0,-5.388793945E-3,-1.854194183E0,-2.058219910E0
3.584820750E0,-3.574566650E-1,-1.818867645E0,-2.036065979E0
3.594777750E0,-5.754034424E-1,-1.908980255E0,-1.943708038E0
3.604734750E0,-6.262976074E-1,-2.119292908E0,-1.841021576E0
3.614692750E0,-5.655239868E-1,-2.229912872E0,-1.880240021E0
3.624649750E0,-3.912863159E-1,-2.312990112E0,-1.836530914E0
3.634606750E0,-7.334747314E-3,-2.492915955E0,-1.762285309E0
3.644563750E0,1.649569702E-1,-2.707569580E0,-2.089504852E0
3.654520750E0,-7.933502197E-3,-2.983296204E0,-2.766696625E0
3.664477750E0,-3.255729675E-1,-3.461401978E0,-2.577340393E0
3.674434750E0,-1.848655701E-1,-3.846700745E0,-1.902094574E0
3.684391458E0,3.143463135E-1,-4.021387482E0,-1.543889465E0
3.694348458E0,6.423143005E-1,-3.987408142E0,-1.481469269E0
3.704306458E0,6.575825500E-1,-3.876189423E0,-1.736538849E0
3.714263458E0,4.165837097E-1,-3.830384674E0,-2.052980804E0
3.724220458E0,9.235794067E-2,-3.840413818E0,-2.309547272E0
3.734177458E0,-3.086581421E-1,-3.855682068E0,-2.780467987E0
3.744134458E0,-8.461903381E-1,-3.870351563E0,-2.889141998E0
3.754091458E0,-1.487905884E0,-3.780987396E0,-2.284998322E0
3.764048458E0,-1.614692230E0,-3.545826416E0,-1.520238647E0
3.774005458E0,-1.107397156E0,-3.311713257E0,-1.436412964E0
3.783962458E0,-3.182382202E-1,-3.348536682E0,-2.418071594E0
3.793920458E0,1.697470093E-1,-3.661535797E0,-2.911146240E0
3.803877458E0,2.842588806E-1,-3.849245453E0,-2.621498566E0
3.813834458E0,5.239105225E-1,-3.841910706E0,-7.888595581E-1
3.823791458E0,9.635462952E-1,-3.915557556E0,-7.310797119E-1
3.833748458E0,1.289268951E0,-4.237837372E0,-3.358266449E0
3.843705458E0,2.258353729E0,-4.099674683E0,-3.298840027E0
3.853662458E0,3.423830109E0,-3.487447815E0,-2.356399841E0
3.863619458E0,3.775598602E0,-4.085005188E0,-4.460723877E0
3.873576458E0,3.169508972E0,-6.153703308E0,-5.078788605E0
3.883534458E0,3.213068390E0,-8.365054779E0,-4.729864197E0
3.893491458E0,4.712799683E0,-9.292077026E0,-4.461322632E0
3.903448458E0,7.322622528E0,-9.582473145E0,-6.053860931E0
3.913405458E0,9.557475128E0,-9.815837860E0,-8.334518280E0
3.923362458E0,9.602830811E0,-8.839268646E0,-7.986042938E0
3.933319458E0,8.864566040E0,-6.296955414E0,-8.266260223E0
3.943276458E0,7.796836395E0,-3.846101990E0,-8.653654633E0
3.953233458E0,6.180347900E0,-2.546205139E0,-8.580157471E0
3.963190458E0,5.735922089E0,-2.844085693E0,-9.581575012E0
3.973148458E0,5.228627014E0,-3.976780243E0,-1.015084122E1
3.983105458E0,4.414020996E0,-5.060227203E0,-1.058419006E1
