X (m/s^2),Y (m/s^2),Z (m/s^2),X (rad/s),Y (rad/s),Z (rad/s),Subject,Activity
-2.31328949,-10.4297113,-1.510359192,-1.938316345,0.03424527124,-0.04102332145,1,Jumping
-2.834954681,-10.61367874,-1.270557861,-1.260077715,-0.3444091082,0.01533955242,1,Jumping
-3.020269318,-10.23481659,0.1606159973,-0.6551360488,-0.7402612567,0.0297877565,1,Jumping
-2.724634094,-9.222771149,1.726809082,-0.2197012007,-0.9971089959,0.05082672834,1,Jumping
-1.92948761,-7.982600098,2.7590625,0.04900534824,-1.225948572,0.1026305407,1,Jumping
-1.145867157,-7.583529968,3.187022552,0.1669692695,-1.47521162,0.2044280171,1,Jumping
-0.8740324402,-8.904682617,2.196382599,0.2592905462,-1.591464639,0.3207516074,1,Jumping
-1.309027863,-11.87136337,-0.7845185852,0.6384852529,-1.404304624,0.3600851893,1,Jumping
-2.126328278,-16.37130569,-6.065836029,1.396303058,-1.063082099,0.2018818855,1,Jumping
-2.748883667,-21.83150116,-9.097631378,2.104522228,-0.6224092245,-0.1604579389,1,Jumping
-2.596201172,-26.34701111,-5.792354736,2.385594845,-0.2069600672,-0.5813603997,1,Jumping
-1.548978882,-28.9150708,-1.095721436,2.123573542,0.1909447014,-0.8330978155,1,Jumping
-0.26210495,-29.8480806,-0.1047821045,1.467934489,0.2038888037,-0.7990460396,1,Jumping
1.236279144,-28.4731897,-1.125060425,0.9641751051,-0.3348660171,-0.4784712493,1,Jumping
2.263592834,-23.17495743,-1.638043671,0.9070469141,-0.9288486838,-0.2120283842,1,Jumping
1.467099152,-17.31868561,-1.713935852,1.034302354,-1.29726696,-0.1477425992,1,Jumping
0.144150238,-13.36810089,-1.428329773,1.146772385,-1.470008612,-0.1843035817,1,Jumping
-0.7216493225,-10.19020935,-1.173709259,1.152140021,-1.505971432,-0.2272925824,1,Jumping
-1.157991943,-7.313940582,-1.167871399,1.015671015,-1.398126125,-0.2047206163,1,Jumping
-1.400188293,-4.785249023,-1.454674988,0.8014151454,-1.154801965,-0.1472956836,1,Jumping
-1.478924561,-2.662363586,-1.666484528,0.5954716206,-0.8442480564,-0.06212458014,1,Jumping
-1.356778564,-1.033899994,-1.586550751,0.4432157576,-0.4755972922,0.03719002008,1,Jumping
-1.232836304,0.126486969,-1.388662262,0.3534872532,-0.1294975579,0.1115350723,1,Jumping
-1.049467621,0.8711883545,-0.6891668701,0.3379817903,0.1087616235,0.149504289,1,Jumping
-0.8295748901,1.369951172,0.2077679443,0.3675092459,0.1992097944,0.166980803,1,Jumping
-0.6732998657,1.904190216,0.8111631775,0.3180799186,0.1292208582,0.1889500171,1,Jumping
-0.549357605,2.589914246,0.8442443848,0.07701669633,-0.1177191883,0.1886448264,1,Jumping
-0.4291575623,3.099005585,0.5339396667,-0.3418482244,-0.5142183304,0.1366071701,1,Jumping
-0.3391946411,3.35108139,0.02664459229,-0.7363128662,-0.907646358,0.02742417902,1,Jumping
-0.3222798157,3.122806091,-0.6354286194,-0.8853572011,-1.059610486,-0.1212949902,1,Jumping
-0.4068539429,1.75869278,-1.524280243,-0.8282774091,-0.8998824954,-0.1910369247,1,Jumping
-0.4978646851,-0.6280938721,-2.100881195,-0.7598714232,-0.5784618258,-0.2110396624,1,Jumping
-0.6429130554,-2.033820648,-1.889221344,-0.7270453572,-0.284510076,-0.2557348311,1,Jumping
-0.6521937561,-2.730771332,-1.162183228,-0.7105489373,-0.1708394289,-0.3175598681,1,Jumping
-0.4710704041,-2.869682465,-0.1513352966,-0.6679504514,-0.2877318561,-0.3559774756,1,Jumping
-0.2589614868,-2.570005646,0.8723858643,-0.6179229617,-0.5459067225,-0.3408277929,1,Jumping
-0.233664093,-2.297721863,1.55152359,-0.6684947014,-0.8307594657,-0.2666876018,1,Jumping
-0.5206173706,-2.35415451,1.799857178,-1.090604424,-1.120664835,-0.1317074001,1,Jumping
-1.021326141,-2.72044281,1.550775146,-1.958076,-1.424247622,0.08716072142,1,Jumping
-1.488504639,-3.246448975,0.8578660583,-2.776885748,-1.484295249,0.3305760622,1,Jumping
-1.853894806,-4.126319275,-0.3909869385,-3.586363792,-1.209560633,0.5163885355,1,Jumping
-2.236499176,-6.021378479,-2.89363266,-4.0250144,-0.7438741326,0.7144749761,1,Jumping
-3.325783997,-9.203461304,-7.603139191,-3.292727709,-0.311003834,0.8679253459,1,Jumping
-5.397924957,-14.22746384,-13.88258102,-1.432011604,0.2211620659,0.7533199787,1,Jumping
-6.744824066,-19.25520859,-13.76148285,0.09505911171,1.02695334,0.3835948408,1,Jumping
-6.701564026,-21.94062424,-4.362228699,0.7300853133,1.914519191,-0.1476048678,1,Jumping
-7.230114899,-25.70694214,1.270258484,0.9305428863,2.241539001,-0.5543915629,1,Jumping
-7.358248444,-32.29115021,0.5367837524,1.048736691,1.361770868,-0.7113875747,1,Jumping
-5.478158112,-39.0714505,-1.773362274,1.275122285,-0.1389476508,-0.576172471,1,Jumping
-1.824855194,-41.85910355,-2.830014954,1.405494094,-1.122922301,-0.214310661,1,Jumping
1.768272858,-37.36993881,-0.2586621094,1.325379491,-1.256153107,0.2188090235,1,Jumping
2.89947052,-28.5833606,0.4646337891,1.371291041,-0.9319979548,0.3121640086,1,Jumping
1.559008026,-22.12444199,-1.390308838,1.54580152,-0.5872226357,0.1881230325,1,Jumping
0.3173400879,-18.50616623,-2.399360504,1.748164773,-0.4260057509,-0.007463509217,1,Jumping
-0.2222877502,-15.97507965,-2.608775024,1.847223401,-0.4502111971,-0.1804490834,1,Jumping
-0.3327580261,-13.76492569,-2.552941132,1.787784219,-0.5861623883,-0.2912562788,1,Jumping
-0.2677931213,-11.66778671,-2.388732605,1.571140885,-0.7692633271,-0.3417551816,1,Jumping
-0.2154020691,-9.618548126,-2.171983337,1.263790011,-0.9769662023,-0.3464734852,1,Jumping
-0.2251318359,-7.612120514,-1.839973755,0.9874600172,-1.12909627,-0.3094281852,1,Jumping
-0.3776646423,-5.664670258,-1.673819275,0.8064369559,-1.202397585,-0.23674573,1,Jumping
-0.6090834045,-3.816014557,-1.740281067,0.7293227911,-1.161626816,-0.1249399781,1,Jumping
-0.9340576172,-2.045196991,-2.225122833,0.6913706064,-1.02716279,0.01082930062,1,Jumping
-1.247056732,-0.4363426208,-2.9077034,0.6280061603,-0.8417081833,0.1346390396,1,Jumping
-1.523232422,0.8637039185,-3.497476959,0.5413588881,-0.524115622,0.265830338,1,Jumping
-1.682052155,1.884131927,-4.039499817,0.4597845972,-0.08056876063,0.3935790062,1,Jumping
-1.718725891,2.624791718,-4.157454529,0.3747432232,0.4443320334,0.4871076345,1,Jumping
-1.606459351,3.060535583,-3.845652924,0.2313264459,0.8943166733,0.5342721939,1,Jumping
-1.387464752,3.176843719,-3.040776672,0.02192181721,1.168825746,0.5250645876,1,Jumping
-1.0776091,3.073259125,-1.97155014,-0.2545233369,1.177373409,0.4254826307,1,Jumping
-0.720302124,2.601889343,-0.7617658997,-0.6040738821,0.8465126157,0.2042695284,1,Jumping
-0.05284011841,1.718576202,0.4013154602,-0.9541342258,0.1702575982,-0.03855694085,1,Jumping
0.8619076538,0.1591191101,1.337917786,-1.224465847,-0.5381413698,-0.1539112329,1,Jumping
1.413959656,-1.139131165,1.444645844,-1.356801987,-1.051276922,-0.194523111,1,Jumping
1.568887482,-1.762884064,1.050964508,-1.325898409,-1.240681529,-0.2053826898,1,Jumping
1.43686203,-2.039359131,0.5132826233,-1.138266206,-1.165643215,-0.1835532635,1,Jumping
1.185085602,-2.083217926,0.2273771667,-0.8356142044,-0.9772387147,-0.1401408017,1,Jumping
0.7541317749,-2.036365356,0.3376977539,-0.4848134816,-0.7844212651,-0.09799423069,1,Jumping
0.1089733887,-1.889520721,0.6695576477,-0.2086788267,-0.6228739023,-0.07214798778,1,Jumping
-0.5851332092,-1.838626556,1.043031006,-0.1174583286,-0.4832395911,-0.06113247946,1,Jumping
-1.298699341,-2.149530029,1.425036621,-0.3070857525,-0.375839889,-0.04185518622,1,Jumping
-1.925296326,-2.690954132,1.661694489,-1.102467418,-0.3657640815,0.06588464975,1,Jumping
-2.655178528,-3.664978638,1.376537476,-2.689206123,-0.4448359907,0.302767247,1,Jumping
-3.542084198,-5.594615936,-0.1549278259,-3.700311184,-0.2623944581,0.4383049607,1,Jumping
-4.316573639,-8.435558167,-3.908671875,-3.126286983,0.086361669,0.3237248659,1,Jumping
-5.248685303,-12.71994873,-10.41803558,-1.037689924,0.5223850608,-0.05835130066,1,Jumping
-5.942342834,-17.20851471,-12.22747284,1.015686035,0.5029397607,-0.5544241667,1,Jumping
-6.211333466,-20.00664597,-6.262227631,2.114269257,0.7188032866,-0.9444287419,1,Jumping
-6.113287354,-23.60426468,-2.114053802,2.159463644,1.323042035,-1.137105584,1,Jumping
-6.003864899,-30.31166656,-0.4641847229,1.492121935,1.477812171,-1.026285052,1,Jumping
-5.811514893,-40.72281647,-1.503473511,0.6866750121,0.7313770652,-0.5360612273,1,Jumping
-4.122427368,-48.40723663,-3.100652161,0.616468966,-0.1661457419,0.1632659733,1,Jumping
-0.7039860535,-46.42700455,-4.594994659,0.9692262411,-0.5351386666,0.4062913954,1,Jumping
0.5749543762,-33.64673126,-4.491859131,1.130854011,-0.6509438753,0.2265250385,1,Jumping
0.07604187012,-24.07623322,-2.558329926,1.101041794,-0.6423432231,0.04679656774,1,Jumping
0.1254391479,-18.72905273,-1.688189392,1.038948298,-0.5918008089,-0.02272837982,1,Jumping
0.09535171509,-14.93758713,-1.760638733,1.006321311,-0.5061599016,-0.009789945558,1,Jumping
-0.09879455566,-12.15726883,-1.91661438,1.037369132,-0.418520093,0.04315684736,1,Jumping
-0.3559597778,-9.830058289,-1.778302002,1.066632748,-0.3807846904,0.09481844306,1,Jumping
-0.5640270996,-7.783514099,-1.177900543,1.077506661,-0.3812790513,0.1160424948,1,Jumping
-0.733175354,-5.947881317,-0.4629872131,1.062179446,-0.3693502247,0.1049245968,1,Jumping
-0.8587641907,-4.271217957,0.07274871826,1.081138134,-0.3741803765,0.0699916482,1,Jumping
-0.8638536072,-2.662662964,0.3362008667,1.139508247,-0.3374636471,0.05108080804,1,Jumping
-0.8705895996,-1.004860382,0.03667373657,1.232224107,-0.2696872056,0.08247442544,1,Jumping
-0.8391549683,0.6408174133,-0.2240840149,1.28953588,-0.2175912261,0.1618464738,1,Jumping
-0.6941065979,2.067051544,-0.2980302429,1.210638285,-0.145287171,0.2579861283,1,Jumping
-0.5206173706,3.287313995,-0.4894821167,0.9393356442,-0.04325827211,0.2826206386,1,Jumping
-0.3478765869,3.908522186,-0.579894104,0.5000882149,0.08794412762,0.2217053771,1,Jumping
-0.2239343262,3.985013123,-0.6965016174,0.01161786541,0.2222976685,0.1355537176,1,Jumping
-0.1785786438,3.966302032,-0.9939331055,-0.3762311637,0.2900111079,0.05402997136,1,Jumping
-0.2134561157,3.861070862,-1.352287903,-0.5619618297,0.2068096846,-0.01261722948,1,Jumping
-0.3279679871,3.651356964,-1.661844177,-0.5705725551,-0.01995797455,-0.05170142278,1,Jumping
-0.4680766296,3.364703064,-1.778900757,-0.4796175957,-0.2830865383,-0.05899449065,1,Jumping
-0.5499563599,2.933599548,-1.701661377,-0.4140421748,-0.4723578691,-0.04280522093,1,Jumping
-0.4537065125,1.48012207,-1.275946655,-0.5061162114,-0.5802966356,-0.0158343222,1,Jumping
-0.1995350647,-0.7676037598,-0.6312373352,-0.765262723,-0.6044691205,-0.04424958676,1,Jumping
-0.1089733887,-2.254162445,-0.2941383362,-1.111471772,-0.5572374463,-0.1263529807,1,Jumping
-0.09864486694,-2.968926086,-0.379460907,-1.33594346,-0.3832585812,-0.2139350474,1,Jumping
-0.2246827698,-3.32653244,-0.8092172241,-1.458627105,-0.1522565186,-0.2891914546,1,Jumping
-0.443228302,-3.629203033,-1.169667664,-1.818105936,-0.04222367331,-0.3190177083,1,Jumping
-0.6619235229,-4.268972626,-1.624721375,-2.264940977,0.06242284179,-0.2859897017,1,Jumping
-0.9104067993,-5.467530212,-2.65847168,-2.601009607,0.4026429653,-0.2798622251,1,Jumping
-1.779499512,-8.784033508,-5.216502228,-2.471871614,1.00475204,-0.3901804686,1,Jumping
-3.084036713,-12.82038986,-8.837771759,-1.726723194,1.719190001,-0.5525845289,1,Jumping
-4.161196747,-15.85547836,-10.95960938,-0.360876292,2.045944452,-0.694124043,1,Jumping
-4.643344116,-16.74178528,-7.164251862,0.7437824607,2.06482172,-0.8691827059,1,Jumping
-4.081113281,-15.80997299,1.666933594,1.094516158,1.815636396,-1.098825693,1,Jumping
-3.611390076,-16.01235214,6.390211487,0.8617641926,1.46841073,-1.255927682,1,Jumping
-3.171754303,-19.3293045,6.326294403,0.02308370918,1.358396888,-1.251829743,1,Jumping
-1.21457428,-27.00324646,1.141526184,-0.5568281412,1.114471793,-1.169109821,1,Jumping
2.568508759,-35.03853699,-3.592229919,0.08823610842,0.2809028625,-1.02210474,1,Jumping
5.828280029,-36.94886444,-0.4358935547,1.087448359,-0.8439374566,-0.9407619238,1,Jumping
7.426356812,-34.77403702,3.68578537,1.553943872,-1.346150041,-0.8871988058,1,Jumping
8.426427155,-30.23487625,2.207459564,1.49376893,-1.169429183,-0.716334641,1,Jumping
8.877139893,-24.36528214,-0.1957928467,1.326691985,-1.094409585,-0.4644145072,1,Jumping
8.061186676,-19.87387207,0.5026547241,1.285509467,-1.10752666,-0.1877959371,1,Jumping
6.384972382,-16.59000092,0.3348536682,1.306121707,-0.9857259989,-0.02272736281,1,Jumping
3.803291016,-14.46112793,-0.8217910767,1.318583846,-0.831530273,-0.02373238467,1,Jumping
1.213227081,-13.26301941,-1.729204102,1.304753065,-0.6245315671,-0.08119434863,1,Jumping
-0.8681945801,-12.16819611,-3.097508698,1.24856174,-0.4128741026,-0.09354665875,1,Jumping
-2.386337585,-10.86186264,-4.215384064,1.125558615,-0.26785326,0.0110359434,1,Jumping
-3.469185791,-9.383836212,-4.136348419,0.933886528,-0.05396118388,0.2221226841,1,Jumping
-4.236340485,-7.785310364,-3.653901672,0.6952950358,0.32273525,0.4845100641,1,Jumping
-4.719236298,-6.10430603,-3.302432556,0.4582132995,0.7221862078,0.7227012515,1,Jumping
-4.755161591,-4.381089478,-2.588866425,0.2843565643,0.9800238609,0.8615707755,1,Jumping
-4.246369629,-2.842439117,-1.286724243,0.2050016373,1.047988772,0.8723911047,1,Jumping
-3.249891815,-1.642534332,0.2761756897,0.2497070581,0.8738155961,0.8088683486,1,Jumping
-1.962419128,-0.7177574158,1.634750519,0.3713158369,0.4253510833,0.675052464,1,Jumping
-0.7300318909,-0.08831634521,2.60697876,0.4487805367,-0.2552343905,0.4965157509,1,Jumping
0.2327659607,0.6670129395,3.01068924,0.348347187,-1.078954339,0.2741003633,1,Jumping
1.132395172,1.527423706,2.718945923,-0.04432127252,-1.707123756,-0.04684806988,1,Jumping
1.946701813,2.221679993,1.448837128,-0.5903133154,-1.772691846,-0.4144384265,1,Jumping
2.565365295,2.531535645,-0.4522096252,-0.985973835,-1.320701838,-0.7529477477,1,Jumping
2.95799881,2.083816681,-1.970801697,-1.153359532,-0.6332141757,-0.8966282606,1,Jumping
3.069965973,0.8107141113,-2.734812927,-1.226549625,0.005015846342,-0.7954846025,1,Jumping
2.622396698,-0.6982978821,-2.806214447,-1.277394295,0.4104994833,-0.5778416991,1,Jumping
1.943708038,-1.566193085,-2.442321167,-1.335771561,0.6033932567,-0.3722731471,1,Jumping
1.217568054,-2.046095123,-1.994602203,-1.382653594,0.6348685026,-0.1983125061,1,Jumping
0.5438191223,-2.009720764,-1.411265259,-1.405702233,0.5517988801,-0.04185312986,1,Jumping
-0.01347198486,-1.395847321,-0.7764353943,-1.432641149,0.4518345296,0.1007439867,1,Jumping
-0.5730084229,-0.6905140686,-0.2146536255,-1.46475625,0.3778990805,0.2414779365,1,Jumping
-1.062340851,-0.5083428955,0.21061203,-1.517184973,0.3349360228,0.3825191557,1,Jumping
-1.445244598,-0.9524693298,0.4857398987,-1.577539563,0.3034801185,0.5409923792,1,Jumping
-1.736688538,-1.645827484,0.6518943787,-1.778016925,0.2244956493,0.7499310374,1,Jumping
-2.032174072,-2.591261444,0.5231620789,-2.305259705,-0.001024299301,1.02493012,1,Jumping
-2.821183319,-4.313430176,-0.2496807861,-2.769536495,-0.3602176011,1.35219872,1,Jumping
-4.205354919,-6.85080368,-2.54261261,-2.436754227,-1.21400857,1.602439165,1,Jumping
-6.434669037,-10.90317673,-8.5147435,-0.824523747,-1.228799582,1.529042006,1,Jumping
-8.027207336,-16.30723892,-13.78408585,1.053213358,-0.1377211213,1.173899651,1,Jumping
-7.821085968,-20.73622879,-7.859106903,2.205708027,0.7802281976,0.7816066742,1,Jumping
-7.425159302,-26.67333252,-0.7770341492,2.595078707,1.223304391,0.4198439419,1,Jumping
-7.891289978,-37.00694366,1.46260849,2.229664087,0.8827413917,0.155590713,1,Jumping
-6.867419128,-47.99379639,4.395309906,1.66585803,0.1654258966,-0.06016049162,1,Jumping
-3.967200165,-54.07549942,3.090323639,1.474812388,-0.3384130299,-0.1347628683,1,Jumping
0.1932481384,-48.68311295,-0.9764195251,1.602447271,-0.5144492984,-0.05272019655,1,Jumping
2.311942291,-33.82171738,-2.902763672,1.756410718,-0.725851357,-0.1284258962,1,Jumping
1.949246521,-24.10781754,-2.271077271,1.81645143,-0.9332690239,-0.2964609563,1,Jumping
1.561403046,-18.10395264,-2.134860535,1.731331468,-1.137779236,-0.4224018753,1,Jumping
1.300196228,-13.71208557,-2.171833649,1.558234572,-1.331572056,-0.4526082575,1,Jumping
1.029409332,-10.48045578,-2.401605835,1.423167109,-1.461006165,-0.3647661805,1,Jumping
0.6480024719,-7.7927948,-2.958597565,1.347370386,-1.3783499,-0.1841497868,1,Jumping
0.1085243225,-5.249134369,-3.909420319,1.284782648,-1.018127084,0.05207098275,1,Jumping
-0.6080355835,-2.880310364,-4.91907074,1.154169798,-0.4863582551,0.2796961367,1,Jumping
-1.18298996,-0.6953041077,-5.227279816,0.9502666593,0.1184137464,0.501211524,1,Jumping
-1.516646118,1.145418091,-4.735402679,0.7338701487,0.7291852236,0.7300819755,1,Jumping
-1.666933594,2.568957825,-3.676205292,0.5047339797,1.185584188,0.9896120429,1,Jumping
-1.549427948,3.389850769,-2.295775909,0.2436024845,1.331864119,1.14499557,1,Jumping
-1.245110779,3.551065521,-0.7587721252,-0.04620467126,1.220284224,1.151100397,1,Jumping
-0.8267308044,3.710184631,0.5926176453,-0.3841318488,0.8805327415,1.045324087,1,Jumping
-0.5462141418,3.741319885,1.697320404,-0.7284816504,0.4270829856,0.8644331098,1,Jumping
-0.3668870544,3.530857544,2.220632172,-0.9781977534,0.06223922223,0.6261353493,1,Jumping
-0.2761756897,3.154091034,1.952988739,-1.122986078,-0.1561909169,0.3516384959,1,Jumping
-0.1823208618,2.709216156,1.41695343,-1.190100193,-0.2363502085,0.03460114077,1,Jumping
0.0173638916,2.140997772,0.748742981,-1.198401332,-0.1921950132,-0.2878598869,1,Jumping
0.4085005188,1.18763031,-0.04056564331,-1.152526021,-0.08983216435,-0.4794183969,1,Jumping
0.8551716614,0.03023712158,-0.3966751099,-1.023843884,-0.04454628006,-0.5541478992,1,Jumping
1.057999878,-0.5634283447,0.05448669434,-0.8136561513,-0.1283114851,-0.5507481098,1,Jumping
1.000070343,-0.8161029053,0.9801617432,-0.5606101155,-0.3569140434,-0.4913518429,1,Jumping
0.7692503357,-0.9035211182,1.865869904,-0.3185724318,-0.6370873451,-0.4077368379,1,Jumping
0.2643502808,-1.100661163,2.298170929,-0.1248439252,-0.927773416,-0.366471976,1,Jumping
-0.2606080627,-1.347647552,2.320025482,-0.02806065604,-1.16653192,-0.3512091339,1,Jumping
-0.5980064392,-1.457070007,1.881138153,-0.5815976858,-1.306136131,-0.3017628789,1,Jumping
-1.00740509,-2.385439453,-0.8030799866,-1.545266271,-1.050036907,-0.2846510112,1,Jumping
