X (m/s^2),Y (m/s^2),Z (m/s^2),X (rad/s),Y (rad/s),Z (rad/s),Subject,Activity
0.3927832031,-21.70037384,-0.9024732971,0.05982417241,-0.1584456861,0.2987900376,2,Jumping
-0.2860551453,-19.51357132,-1.101858673,0.1181127802,-0.1056117564,0.3883244395,2,Jumping
-0.4567002869,-17.46762589,-0.8954379272,0.1833779514,-0.003872896079,0.4467372,2,Jumping
-0.2176473999,-15.74261307,-0.9636959839,0.2279723138,0.0136893196,0.4448710978,2,Jumping
0.3305126953,-14.2306073,-1.095871124,0.2794104815,-0.01029995084,0.4046400189,2,Jumping
0.7671546936,-12.84104691,-0.8860075378,0.3702522218,-0.05267457291,0.3555113375,2,Jumping
0.8732839966,-11.45238464,-0.5523513794,0.4381512403,-0.09922066331,0.3373034,2,Jumping
0.7695497131,-9.916578369,-0.3348536682,0.4569864571,-0.1238216087,0.3328135908,2,Jumping
0.576151886,-8.269253998,-0.1640588379,0.4940727949,-0.1545496285,0.3493227959,2,Jumping
0.3213816833,-6.759942627,0.4493655396,0.5415378213,-0.174344629,0.4002570808,2,Jumping
-0.1261875916,-5.367388458,0.9958790588,0.5476507545,-0.2124410123,0.4551628828,2,Jumping
-0.3351530457,-3.890709229,0.8460406494,0.4810006022,-0.2503969371,0.4925470054,2,Jumping
-0.1625619507,-2.309996338,0.1639091492,0.3442941308,-0.2456104755,0.500518918,2,Jumping
0.2878514099,-0.8608598328,-0.5929170227,0.2250742614,-0.2278708965,0.4796165228,2,Jumping
0.7607180786,0.4770579529,-0.7682025146,0.1717674732,-0.1733865887,0.4240858555,2,Jumping
1.068478088,1.781295776,-0.3158432007,0.1654954702,-0.07405973971,0.3450232446,2,Jumping
0.9892927551,2.770588531,-0.1782792664,0.1392630339,-0.0366059877,0.2160895765,2,Jumping
0.7550299072,2.979553986,-0.7189549255,0.09771080315,-0.1861976087,-0.006292096339,2,Jumping
1.10919342,2.499053192,-1.133592682,0.04340669885,-0.3712007999,-0.2801753581,2,Jumping
1.709894257,1.656455383,-0.965791626,0.04035578296,-0.4431455731,-0.5118192434,2,Jumping
1.628164215,0.5099894714,-0.5755531311,0.07249765843,-0.3601128459,-0.6250408292,2,Jumping
0.5284011841,-0.7795788574,-0.2300715637,0.01671322063,-0.2185652852,-0.6656265855,2,Jumping
-0.2659968567,-1.307530975,-0.6730004883,-0.1749426872,-0.08976540715,-0.6811621785,2,Jumping
-0.4071533203,-1.279389496,-1.605710907,-0.3711880744,-0.1076908782,-0.7015710473,2,Jumping
-0.2192939758,-1.639540558,-1.87799469,-0.3617990017,-0.3302848339,-0.6857876182,2,Jumping
-0.2002835083,-2.944975891,-1.244512024,-0.3294567764,-0.3755766749,-0.6039063334,2,Jumping
-0.5218148804,-4.918322296,-0.9511221313,-0.4564882219,-0.4032444358,-0.535541594,2,Jumping
-0.09056167603,-7.009024658,-1.053958282,-0.6104367971,-0.7209585309,-0.5221722126,2,Jumping
0.3965254211,-9.135802002,0.1194515991,-0.6369598508,-0.8215869069,-0.4576172233,2,Jumping
-0.04146377563,-11.14043335,2.076481934,-0.2386052907,-0.609026432,-0.3740411103,2,Jumping
-0.4457730103,-13.2061377,3.654650116,0.1008838713,-0.2917558551,-0.324634701,2,Jumping
-1.091380463,-15.45476166,2.761756897,0.04984439164,-0.1555189341,-0.2409720272,2,Jumping
-1.705553284,-17.56402542,0.5947132874,-0.01011257339,-0.04411409423,-0.1548555344,2,Jumping
-1.998045044,-18.65061584,-0.2474354553,-0.1134469509,0.1526112109,-0.1108747721,2,Jumping
-2.425106964,-18.18553299,-0.2330653381,-0.1239039823,0.3416806161,0.001194411423,2,Jumping
-3.041525116,-16.97021027,0.4224215698,0.1074469462,0.539989233,0.1422852278,2,Jumping
-2.440375214,-16.96871338,2.080523529,0.3399609029,0.7075670958,0.2481811643,2,Jumping
-0.9557624817,-18.5849025,2.845732269,0.4989284277,0.7673553228,0.3138533831,2,Jumping
0.6520440674,-21.06479553,2.436632996,0.5759765506,0.7831907272,0.3340877891,2,Jumping
2.049088898,-24.25780563,1.434616699,0.4649458528,0.6708452702,0.3499937654,2,Jumping
2.984793091,-27.1340744,0.0347277832,0.2066571712,0.4264760017,0.3336499333,2,Jumping
3.895349579,-28.13249817,-1.065035248,-0.06734269112,0.2155331373,0.312507093,2,Jumping
3.926933899,-25.61802704,-1.684447174,-0.2358131111,0.1480088681,0.275500983,2,Jumping
2.622696075,-21.44500488,-1.188229065,-0.2736201286,0.2014201581,0.282151401,2,Jumping
1.121168518,-18.42593307,0.1561253357,-0.2014244348,0.2400161475,0.3456392884,2,Jumping
-0.1610650635,-16.19377487,1.302890625,-0.0780204758,0.371699065,0.4641627371,2,Jumping
-1.23792572,-14.02538406,1.730700989,-0.001850260887,0.6080280542,0.5515474081,2,Jumping
-1.785487061,-11.9837796,0.9746232605,-0.02371348254,0.7244891524,0.5726029277,2,Jumping
-1.314266968,-10.19425095,-0.3116519165,-0.0347876735,0.7568105459,0.5329695344,2,Jumping
-0.3772155762,-8.905431061,-0.632434845,-0.008904676884,0.7943166494,0.4936186075,2,Jumping
0.1901046753,-7.944579163,-0.2673440552,-0.02246066555,0.8349050283,0.4534213841,2,Jumping
0.6137237549,-6.906637573,-0.6396199036,-0.08357461542,0.8810554743,0.4118191004,2,Jumping
1.066831512,-5.449866943,-1.225202179,-0.1510556936,0.8622149229,0.3825482428,2,Jumping
1.042432251,-3.746259613,-0.9457333374,-0.1638330072,0.672911346,0.3322459161,2,Jumping
0.9388476562,-1.862277374,0.1278341675,-0.1446546763,0.4482856989,0.2496665716,2,Jumping
1.418450317,-0.033230896,0.5993536377,-0.2104741633,0.3700468242,0.1403643191,2,Jumping
2.153571625,1.778152313,-0.2938389587,-0.2668550014,0.3292570412,-0.05390339717,2,Jumping
3.595523071,2.924767914,-1.257235565,-0.2930477262,0.3079568148,-0.2958680689,2,Jumping
5.071453857,2.684068451,-1.212778015,-0.1801026464,0.385094732,-0.5300957561,2,Jumping
5.905818787,1.258283386,0.1360670471,0.01128595881,0.6335657835,-0.6773232818,2,Jumping
5.41394165,-0.380508728,1.316512299,0.06726839393,0.7835921645,-0.6738216281,2,Jumping
3.066672821,-1.691183167,0.426612854,0.04304428399,0.3728860915,-0.5942037702,2,Jumping
0.8003855896,-1.562001801,-0.9391470337,-0.01394541003,-0.1449036598,-0.4805413783,2,Jumping
-0.2380050659,-0.6662644958,-1.327140198,-0.06724166125,-0.4836106002,-0.3021657765,2,Jumping
-1.234033813,-0.3478765869,-0.9574090576,-0.1155629233,-0.6687371135,-0.1535026878,2,Jumping
-1.661245422,-0.479153595,-0.7659571838,-0.1565753222,-0.7087468505,-0.1019873098,2,Jumping
-1.462009735,-0.9054670715,-0.6523434448,-0.1870503277,-0.7194765806,-0.08729274571,2,Jumping
-1.294957123,-1.514849854,-0.3423381042,-0.1835567951,-0.6710757613,-0.05736946315,2,Jumping
-1.097068634,-2.214345245,0.04864883423,-0.1101052165,-0.5589574575,-0.007746784948,2,Jumping
-0.8828640747,-3.14630722,0.192948761,-0.1137236506,-0.5155434608,0.02727378346,2,Jumping
-0.3800596619,-4.403393097,-0.346230011,-0.2377724499,-0.528165102,-0.03764400631,2,Jumping
0.5887257385,-6.033952332,-1.306782532,-0.3228761554,-0.4558218718,-0.1958743781,2,Jumping
1.435065765,-8.225245514,-1.705702972,-0.3644597232,-0.3736733496,-0.3678732812,2,Jumping
1.611399078,-11.45537842,-1.586401062,-0.2998661101,-0.3328103423,-0.5720053911,2,Jumping
1.557511139,-15.93286743,-1.289568329,-0.07471691072,-0.153817445,-0.8071181774,2,Jumping
1.125060425,-21.02602615,-0.6849755859,0.07724092901,-0.005238622427,-0.9746978283,2,Jumping
0.03008743286,-24.50164856,-0.254021759,0.1295608282,0.1001807228,-0.8556300402,2,Jumping
-2.231260071,-23.48241806,-0.1676513672,0.2693373859,0.2017944306,-0.5920359492,2,Jumping
-3.775448914,-21.597388,0.392334137,0.381231457,0.4187195301,-0.3581274748,2,Jumping
-2.361788635,-25.30323166,0.5438191223,0.2955565155,0.7369763255,-0.2134941518,2,Jumping
1.112187195,-28.69757309,-1.295555878,0.1817404181,0.7612963915,-0.3324314952,2,Jumping
5.563330994,-26.85954529,-3.4810112,0.3049665093,0.3430733383,-0.5139245987,2,Jumping
7.501650238,-22.80926788,-2.523602142,0.4295847714,-0.0156617891,-0.4320542514,2,Jumping
5.709726562,-20.60495178,-0.4203259277,0.257321924,-0.05332341045,-0.05789047852,2,Jumping
0.5791456604,-19.60622864,-2.396666107,-0.04644197226,-0.3593018651,0.3452706337,2,Jumping
-3.615431671,-18.97963165,-5.769602051,-0.2616408467,-0.6979976296,0.6727773547,2,Jumping
-3.959416351,-17.99318298,-6.105653229,-0.2375789136,-0.7978667617,0.8338229656,2,Jumping
-1.814975739,-16.28268997,-3.052452393,-0.100775525,-0.7786493897,0.8423706293,2,Jumping
0.2854563904,-14.13001648,-0.1248403931,0.02364501916,-0.7002178431,0.8000259995,2,Jumping
1.415905609,-12.18436249,1.373244324,0.1334585994,-0.5514472723,0.7223865986,2,Jumping
1.872007141,-10.18272491,2.066752167,0.2236958593,-0.3881992698,0.6168740988,2,Jumping
2.026036835,-8.456813965,2.024839325,0.3156433702,-0.2425086796,0.5008763671,2,Jumping
1.672771454,-6.986721039,1.645677795,0.4112128019,-0.198562935,0.4254124463,2,Jumping
0.639919281,-5.665418701,1.198108521,0.4989860654,-0.3079520166,0.4158724546,2,Jumping
-0.5393284607,-4.396657104,0.5980064392,0.5066661239,-0.4204708934,0.3920179904,2,Jumping
-0.6939569092,-2.915337524,-0.3197351074,0.408596009,-0.3630557954,0.3847366273,2,Jumping
-0.2323168945,-1.457519073,-0.9431886292,0.256361872,-0.2483599633,0.4120360911,2,Jumping
-0.08277786255,-0.1169068909,-1.112037506,0.1202788725,-0.2296485901,0.4580429792,2,Jumping
-0.1043330383,1.21801712,-0.9208850098,0.02736185491,-0.3716348112,0.4906269908,2,Jumping
-0.2173480225,2.178419952,-0.8912466431,-0.009782583453,-0.5946393609,0.4795743525,2,Jumping
-0.1553768921,2.743045807,-0.9421408081,0.008489195257,-0.8091794848,0.4263732731,2,Jumping
-0.05074447632,3.006797333,-0.5989045715,0.09005250037,-0.9379121661,0.3357940912,2,Jumping
0.1324745178,2.736459503,0.123792572,0.1292952299,-0.9501444697,0.2516503334,2,Jumping
0.3540138245,1.851649475,0.4601431274,0.1205051988,-0.8874035478,0.1218771562,2,Jumping
0.7696994019,0.7723937988,0.3406915283,0.09178651124,-0.7543333769,-0.05073210225,2,Jumping
0.9190887451,-0.07095245361,0.05313949585,0.09596687555,-0.5556498766,-0.2189251184,2,Jumping
0.5125341797,-1.020727386,-0.1727407837,0.080802463,-0.2987887561,-0.3168704808,2,Jumping
-0.406255188,-2.246079254,-0.583636322,-0.01647269353,-0.1362520307,-0.3229131997,2,Jumping
-1.60541153,-2.974165192,-1.306782532,-0.07283547521,-0.1569637805,-0.2898014784,2,Jumping
-2.3635849,-3.210224304,-1.481618958,-0.07386159152,-0.1581598073,-0.2860120833,2,Jumping
-2.02888092,-4.004322968,-1.028062134,0.05062879622,-0.006660244428,-0.2724373639,2,Jumping
-1.385219421,-5.772446136,-0.4013154602,-0.1109784693,0.2578017712,-0.277456075,2,Jumping
0.2315684509,-8.265362091,-0.6858737183,-0.1082704514,-0.3091036677,-0.3028711379,2,Jumping
2.225272522,-10.93865295,0.9818083191,-0.07802946121,-0.7320352197,-0.2698785663,2,Jumping
2.228415985,-13.90204056,2.685415649,0.03790515661,-0.4998569787,-0.2051662207,2,Jumping
1.448388062,-16.94161972,1.924098816,0.01053585112,-0.3342533708,-0.1987362802,2,Jumping
1.349443817,-19.01959854,1.379381561,0.0268333368,-0.217093125,-0.2929995954,2,Jumping
0.7688012695,-19.68077362,1.115180969,-0.05132804066,0.01884856634,-0.2327429205,2,Jumping
-1.814975739,-19.63646576,1.760039978,-0.1576400548,0.209041968,-0.07399974763,2,Jumping
-3.220852203,-19.28215256,3.049757996,0.2532348335,0.4089417756,0.1370176822,2,Jumping
-3.004102936,-18.77126495,5.65733551,0.5797534585,0.3859873712,0.2172816992,2,Jumping
-0.3025209045,-18.65151398,5.255570984,0.6572170854,0.4819538295,0.1127534285,2,Jumping
3.717519379,-19.37765396,1.924248505,0.4802536964,0.6786873341,-0.1056130975,2,Jumping
5.514233093,-20.72889404,-0.9901908875,0.1168608293,0.5965402722,-0.2095746547,2,Jumping
5.378764801,-22.71945465,-3.256029053,-0.2269437313,0.2763083279,-0.126922369,2,Jumping
4.157155151,-23.24231735,-3.570974121,-0.3149457574,0.1974925995,-0.06314605474,2,Jumping
3.231929169,-21.08455444,-0.9656419373,-0.2578971684,0.2567897141,-0.01037023962,2,Jumping
2.462379456,-18.74596756,1.055155792,-0.1458153576,0.1778139621,0.07230679691,2,Jumping
1.278491364,-17.47945129,1.637444916,-0.05352434143,0.1912046671,0.1729394048,2,Jumping
0.08696914673,-16.27266083,1.602268066,-0.07043541223,0.3060404658,0.2973497808,2,Jumping
-0.8834628296,-15.0971553,1.008303223,-0.1361512095,0.400156498,0.3820509911,2,Jumping
-1.347198486,-14.08256516,0.3502716064,-0.1668185741,0.4716179073,0.346517235,2,Jumping
-0.9032217407,-12.94103897,0.4677772522,-0.1934503168,0.6412329078,0.2913502753,2,Jumping
-0.756227417,-11.99261124,0.5143304443,-0.2574508786,0.9290055633,0.2699307203,2,Jumping
-1.26951004,-11.09432922,0.07918533325,-0.3398798108,1.193847656,0.26241678,2,Jumping
-1.857187958,-10.25472519,-0.2713856506,-0.3883139193,1.34017539,0.2907932997,2,Jumping
-2.403102722,-9.265133057,-0.4971162415,-0.4497096241,1.359028816,0.3245382607,2,Jumping
-2.444416809,-7.788902893,-1.003363495,-0.5204123259,1.320617437,0.3413135409,2,Jumping
-1.942809906,-6.033952332,-1.282532959,-0.5555331707,1.216609716,0.3367894292,2,Jumping
-1.182690582,-4.307442627,-0.8729846191,-0.5597734451,1.105193973,0.2848703265,2,Jumping
-0.2173480225,-2.842289429,-0.4870870972,-0.5968691707,1.00388658,0.1723608375,2,Jumping
0.9584568787,-1.380429382,-0.6918612671,-0.7255714536,1.050082803,-0.006082676351,2,Jumping
2.211800537,-0.1041833496,-1.337618408,-0.7425233126,1.163862705,-0.2308772355,2,Jumping
3.458557892,0.803379364,-0.9517208862,-0.6153563261,1.172106266,-0.4702924788,2,Jumping
4.269571381,1.238075409,0.3620970154,-0.4660170674,1.105907559,-0.7139400244,2,Jumping
4.539759521,1.448238373,1.155596924,-0.3153601885,1.06056726,-0.9248474836,2,Jumping
4.28603714,1.408421173,1.141376495,-0.1426973343,0.9627768993,-0.9938371181,2,Jumping
2.990930328,0.5983058167,0.8562194824,-0.06534741819,0.7165524364,-0.8714155555,2,Jumping
0.692460022,-0.8451425171,-0.129181366,-0.1418410093,0.2850418985,-0.6548622251,2,Jumping
-1.056203613,-1.129401398,-1.883084106,-0.323920548,-0.1173215359,-0.3903689981,2,Jumping
-1.896256714,-1.060245209,-3.202590179,-0.5198197365,-0.4414731562,-0.1143177077,2,Jumping
-2.237696686,-1.421144714,-3.376977539,-0.689360857,-0.6710184813,0.1134723127,2,Jumping
-1.876497803,-1.688788147,-2.633323975,-0.767306149,-0.735229373,0.2537410557,2,Jumping
-1.191522217,-1.717977448,-1.431772614,-0.8122482896,-0.6726512313,0.3205557764,2,Jumping
-0.570763092,-1.935624847,-0.5201683044,-0.8234685659,-0.5450069308,0.308016181,2,Jumping
0.07185058594,-2.51447113,-0.09999206543,-0.8212506771,-0.5004267097,0.2350372821,2,Jumping
0.6997947693,-3.723357239,-0.05897735596,-0.8035652637,-0.4925244749,0.1028199643,2,Jumping
1.083297272,-5.804180145,-0.02754272461,-0.6976199746,-0.4264756739,-0.06127416715,2,Jumping
1.265019379,-8.895850983,0.2486329651,-0.5688928962,-0.2881414592,-0.2567984462,2,Jumping
1.431473236,-12.94283524,-0.08816665649,-0.4126108885,-0.1381173432,-0.5284779072,2,Jumping
1.853894806,-17.77957718,-1.219514008,-0.1379392296,-0.04146282375,-0.790182054,2,Jumping
2.142344971,-22.12923203,-1.751507721,0.1157641485,0.197242707,-0.849318862,2,Jumping
0.8777746582,-24.04539734,-1.593137054,0.1751771718,0.4811986387,-0.508743763,2,Jumping
-2.369572449,-21.49335434,-2.061812439,0.2106840312,0.57580477,-0.2530097365,2,Jumping
-2.986289978,-18.78398849,-2.066303101,0.2970542908,0.4828723073,-0.07944001257,2,Jumping
0.2526745605,-20.10514114,-1.37713623,0.3895794451,0.3642287552,0.01273518521,2,Jumping
2.741997986,-22.2118602,-0.8500822449,0.4451983571,0.1399701983,-0.011176439,2,Jumping
3.896846466,-23.43272141,-0.9120533752,0.445143491,-0.2524007857,0.05217723176,2,Jumping
3.053350525,-23.86487274,-2.240840149,0.3778525889,-0.5788788795,0.1894862205,2,Jumping
0.5728587341,-23.17495743,-3.29734314,0.3316627145,-0.7456191182,0.3574339449,2,Jumping
-0.6321354675,-21.90035797,-3.031346283,0.329187721,-0.7026205659,0.4788883924,2,Jumping
-0.5644761658,-20.15094589,-2.363884277,0.3079817593,-0.5591664314,0.5388973355,2,Jumping
-0.2652484131,-18.18553299,-2.218985596,0.2924349606,-0.4306611419,0.5489768386,2,Jumping
-0.06212081909,-16.22146729,-2.214494934,0.2870423198,-0.3679375648,0.5053470731,2,Jumping
0.1145118713,-14.43148956,-1.926942902,0.2665679157,-0.3183573782,0.4481579363,2,Jumping
0.2793191528,-12.63612305,-1.559906158,0.2280178517,-0.2575448751,0.3816550672,2,Jumping
0.4581971741,-10.97188385,-1.28358078,0.2051052004,-0.2175007463,0.3034870625,2,Jumping
0.7258406067,-9.456734619,-0.7545808411,0.2325868905,-0.1967914701,0.2183215618,2,Jumping
0.936302948,-7.862250366,-0.1172062683,0.3128009439,-0.254014045,0.1301653832,2,Jumping
1.155447235,-6.251899109,0.3734733582,0.4126497805,-0.4730092287,0.07557056844,2,Jumping
1.299747162,-4.887336731,0.6333329773,0.5212466121,-0.7280814052,0.05730865523,2,Jumping
1.354682922,-3.565136261,0.7033872986,0.6257793903,-0.8925098181,0.0762751475,2,Jumping
1.395098877,-2.15881073,0.6626719666,0.7325037718,-0.9925004244,0.1132621244,2,Jumping
1.56439682,-0.8047265625,0.5837860107,0.8260291815,-1.009537458,0.1800400913,2,Jumping
1.414109344,0.6828799438,0.6204597473,0.8436629176,-0.9539620876,0.19781892,2,Jumping
