,X (m/s^2),Y (m/s^2),Z (m/s^2),X (rad/s),Y (rad/s),Z (rad/s),Subject,Activity
166,-0.4125421143,-4.684957581,-8.017776947,2.360649824,0.6496325135,0.1059634015,1,Squads
167,-0.4135899353,-4.964875488,-7.633376312,2.430924654,0.6608201861,0.08545253426,1,Squads
168,-0.4168830872,-5.227579193,-7.017257538,2.448851347,0.6373759508,0.1091737822,1,Squads
169,-0.2962339783,-5.42681488,-6.345753937,2.458784103,0.6094766855,0.1570161432,1,Squads
170,-0.2294728088,-5.633535004,-5.829477539,2.481400728,0.577046752,0.220837146,1,Squads
171,-0.2865042114,-5.902375946,-5.488786011,2.513331175,0.5230333209,0.2998704612,1,Squads
172,-0.3459306335,-6.259084167,-5.265151062,2.542896271,0.4336659014,0.3834235668,1,Squads
173,-0.2829116821,-6.659351807,-5.07938736,2.586224556,0.3574781716,0.473713249,1,Squads
174,-0.1231938171,-6.957232361,-4.843477936,2.617760658,0.314391911,0.5508306026,1,Squads
175,-0.06077362061,-7.31064743,-4.382137299,2.639475346,0.2591347694,0.6123229861,1,Squads
176,-0.009580078125,-7.637417908,-3.776646423,2.648516655,0.2005345374,0.6676235199,1,Squads
177,-0.08502319336,-7.879913635,-3.247347107,2.641830444,0.1471999437,0.7224010229,1,Squads
178,-0.2877017212,-8.090825043,-2.872676239,2.624667406,0.05396932364,0.7404148579,1,Squads
179,-0.5995033264,-8.193361816,-2.565514984,2.626152515,-0.05467912555,0.7496094108,1,Squads
180,-0.7583230591,-8.117469635,-2.516267395,2.649647713,-0.1013973057,0.7287554741,1,Squads
181,-0.9487271118,-8.095465393,-2.560575256,2.685082436,-0.06145760417,0.6960249543,1,Squads
182,-1.197060699,-8.193960571,-2.311792603,2.685483932,-0.002001876011,0.6568336487,1,Squads
183,-1.487905884,-8.152347107,-2.002984772,2.650970221,0.0035987515,0.6190833449,1,Squads
184,-1.760339355,-8.113278351,-1.743274841,2.58196044,-0.0793992877,0.5480996966,1,Squads
185,-2.120041351,-8.148754578,-1.439706116,2.491031885,-0.2648503482,0.4176804423,1,Squads
186,-2.52734436,-8.227790222,-1.042282562,2.384284496,-0.4778883159,0.2274532616,1,Squads
187,-2.840193787,-8.38481369,-0.7146139526,2.266583681,-0.6080287099,-0.006748051383,1,Squads
188,-2.968027954,-8.478967896,-0.5125341797,2.120064735,-0.6525899768,-0.2334669977,1,Squads
189,-2.751578064,-8.457712097,-0.4656816101,1.926744819,-0.6543295383,-0.4203306139,1,Squads
190,-2.394271088,-8.374485168,-0.8137078857,1.732225537,-0.6404740214,-0.5725744367,1,Squads
191,-2.117047577,-8.27015213,-1.493893433,1.60030961,-0.5518186688,-0.6585769653,1,Squads
192,-1.875000916,-8.0396315,-2.222877502,1.542495251,-0.4042957723,-0.6504002213,1,Squads
193,-1.741628265,-7.851772156,-2.463576965,1.465234637,-0.2573620081,-0.5778467059,1,Squads
194,-1.851948853,-7.808961182,-2.111359406,1.319432974,-0.1737500429,-0.4695164561,1,Squads
195,-2.368374939,-7.97302002,-1.366957397,1.091549993,-0.1750158519,-0.3451548219,1,Squads
196,-3.228037262,-8.240364075,-0.7234455872,0.8366428018,-0.2028324157,-0.2063748538,1,Squads
197,-4.015998688,-8.551267548,-0.5544470215,0.6198274493,-0.1500136703,-0.07253263146,1,Squads
198,-4.506828003,-8.834029541,-0.5923182678,0.4037517607,-0.01770118251,0.04556973651,1,Squads
199,-4.769082642,-9.157357178,-0.3787124634,0.1775090545,0.0844078809,0.1314188689,1,Squads
200,-4.843927002,-9.64504303,0.08053253174,-0.0279215239,0.1128564551,0.1781603247,1,Squads
201,-4.670737152,-10.03992188,0.260458374,-0.1712653637,0.1338538975,0.2016824335,1,Squads
202,-4.223467255,-10.30187714,0.2615061951,-0.2775080502,0.2370754778,0.217350781,1,Squads
203,-3.503614197,-10.39543259,0.6545887756,-0.38649261,0.3678598404,0.2147115916,1,Squads
204,-2.689457245,-10.25652145,1.430724792,-0.4986571372,0.4426475167,0.2083778381,1,Squads
205,-1.97155014,-9.936936035,2.220033417,-0.6111011505,0.4271505773,0.1877143681,1,Squads
206,-1.423689423,-9.590256958,2.748434601,-0.7012611628,0.3415859342,0.1532711536,1,Squads
207,-1.100960541,-9.372160492,2.883004761,-0.7303377986,0.2139214575,0.1105998605,1,Squads
208,-0.9735754395,-9.318721619,2.525548096,-0.6745927334,0.07373415679,0.06918425858,1,Squads
209,-1.155746613,-9.503587189,1.764979706,-0.5693563223,-0.06790153682,-0.004985843785,1,Squads
210,-1.706750793,-9.783954163,0.7966433716,-0.4998794794,-0.16612643,-0.08350031078,1,Squads
211,-2.212548981,-9.834399261,-0.02933898926,-0.5803612471,-0.1837448478,-0.1185435206,1,Squads
212,-2.426154785,-9.665849762,-0.4414320374,-0.8008631468,-0.1423922926,-0.1024802029,1,Squads
213,-2.589165802,-9.413474579,-0.6075865173,-1.10955143,-0.08668242395,-0.02392414585,1,Squads
214,-2.774031372,-9.071286163,-0.5887257385,-1.393390656,-0.04608201236,0.08867001534,1,Squads
215,-2.958747253,-8.629255371,-0.4369413757,-1.586677551,-0.06507913768,0.2088803202,1,Squads
216,-2.982398071,-8.173752594,-0.2392025757,-1.709892154,-0.09007723629,0.3116877079,1,Squads
217,-2.813549194,-7.745792542,-0.1814227295,-1.803411126,-0.05897923559,0.3882189691,1,Squads
218,-2.560575256,-7.399712219,-0.3155438232,-1.901690006,-0.006460990757,0.4300205112,1,Squads
219,-2.364333344,-7.241191864,-0.4272116089,-2.043003321,-0.07660385966,0.4365093112,1,Squads
220,-2.20790863,-7.293283539,-0.2709365845,-2.274151325,-0.3389054239,0.362972796,1,Squads
221,-2.043101349,-7.64535141,-0.277073822,-2.71133256,-0.625176847,0.2061059326,1,Squads
222,-1.817221069,-8.293503571,-1.322499847,-3.214768648,-0.8467189074,-0.002977534197,1,Squads
223,-1.424886932,-9.026828613,-2.941233673,-3.545250177,-0.780497551,-0.186366275,1,Squads
224,-1.046324158,-9.220076752,-4.569547577,-3.541345596,-0.4224666059,-0.2214976251,1,Squads
225,-0.9307644653,-8.705596619,-5.214556274,-3.228650093,-0.325160563,-0.05686207861,1,Squads
226,-1.399739227,-7.733667755,-3.875740356,-2.752984762,-0.5322936177,0.2156978548,1,Squads
227,-2.226170654,-6.702162781,-2.020198975,-2.41644311,-0.7419382334,0.4503761232,1,Squads
228,-3.168161774,-6.01539093,-0.9493258667,-2.558366537,-0.7149737477,0.5151156783,1,Squads
229,-4.48497345,-5.679788818,-0.7122189331,-3.029604197,-0.2901916206,0.4817177355,1,Squads
230,-5.197342072,-4.991819458,-0.9858499146,-3.383606672,0.5228915215,0.2158923149,1,Squads
231,-5.260211334,-4.593647461,-2.722089386,-3.405757904,0.8922175765,-0.2947552502,1,Squads
232,-4.103267212,-4.570894775,-4.932243347,-2.894260168,1.042756557,-0.6999927759,1,Squads
233,-1.618135071,-4.957241364,-7.249125366,-2.109378338,1.629796863,-0.8444791436,1,Squads
234,0.5532495117,-5.783822479,-7.695946198,-1.720662951,1.947136521,-0.810138166,1,Squads
235,1.696122894,-6.855144653,-4.936135254,-2.081293106,1.532716155,-0.6714146733,1,Squads
236,2.321672058,-8.084687805,-2.45010498,-2.671646595,0.9515878558,-0.5335345864,1,Squads
237,2.772833862,-9.443562012,-3.285368042,-2.848588228,0.7253946662,-0.4954273999,1,Squads
238,3.0165271,-10.73926758,-4.850213928,-2.600482464,0.2409775406,-0.4737700224,1,Squads
239,2.882705383,-11.04583008,-4.463118896,-2.543114901,-0.5419590473,-0.311952889,1,Squads
240,2.323917389,-9.413923645,-3.702400818,-2.757727861,-0.7730996609,-0.06001474336,1,Squads
241,1.86976181,-6.90005127,-5.699697418,-2.849555969,-0.6866230965,0.3553470373,1,Squads
242,1.652862854,-3.673660583,-7.812104645,-2.764966726,-0.9858341813,0.7398395538,1,Squads
243,-0.3022215271,-0.256716156,-7.274722137,-2.694348335,-1.357205033,0.949293673,1,Squads
244,-3.626957703,2.466421051,-6.033353577,-2.724267721,-1.116809845,1.111384153,1,Squads
245,-5.146747284,1.71648056,-7.769892426,-2.781821728,-0.6552433372,1.209557295,1,Squads
246,-5.518424377,-1.60541153,-8.835825806,-2.847759962,-0.4330992103,1.294336915,1,Squads
247,-5.564378815,-4.67687439,-9.138047333,-2.803147793,-0.4312291145,1.342699409,1,Squads
248,-5.009632416,-7.022646332,-9.871821442,-2.687063932,-0.4486321211,1.340973139,1,Squads
249,-4.281696167,-8.208480377,-10.09126511,-2.65404439,-0.4121121764,1.277638674,1,Squads
250,-3.630250854,-8.177345123,-10.16925293,-2.614632845,-0.5943729877,1.20789206,1,Squads
251,-3.268902283,-6.45068573,-10.03872437,-2.490392447,-0.8761322498,1.099513888,1,Squads
252,-3.281625824,-4.482877808,-10.53015244,-2.28051424,-0.8263143301,1.028452992,1,Squads
253,-3.538940735,-3.134781189,-10.3063678,-2.143944025,-0.6171970963,0.9849665165,1,Squads
254,-3.998036041,-2.931653595,-10.85677322,-2.026968479,-0.551933527,0.958009243,1,Squads
255,-3.790268097,-3.294499054,-12.02060303,-1.888607979,-0.4831217229,0.8779729605,1,Squads
256,-2.707719269,-3.637585602,-11.83349213,-1.768490076,-0.4861047864,0.7519367933,1,Squads
257,-1.838776245,-3.639232178,-11.7077536,-1.638407946,-0.5625675917,0.6106625199,1,Squads
258,-1.660646667,-3.431464233,-11.88199127,-1.487624288,-0.5404764414,0.4884438515,1,Squads
259,-2.310595093,-2.950364685,-11.43696671,-1.404017806,-0.5317335725,0.4370107651,1,Squads
260,-3.450175323,-1.890119476,-10.28795609,-1.328024745,-0.565344274,0.437794894,1,Squads
261,-4.193080444,-1.41695343,-9.402397614,-1.205925703,-0.5370772481,0.4164842665,1,Squads
262,-4.310137024,-1.57023468,-11.0720256,-1.05573225,-0.5130134225,0.3917653561,1,Squads
263,-4.623435516,-1.877545624,-11.5179483,-0.9101317525,-0.3837278783,0.3627557158,1,Squads
264,-5.032983856,-1.975292358,-11.59818146,-0.8121368885,-0.3259061873,0.3110582232,1,Squads
265,-4.988226929,-1.879940643,-12.63462616,-0.7084797621,-0.3389391899,0.2619745731,1,Squads
266,-4.764741669,-1.589993591,-12.62669266,-0.6016998291,-0.2422669828,0.2454413474,1,Squads
267,-4.452640686,-1.140178986,-11.72526718,-0.4619233012,-0.1568375677,0.2414937466,1,Squads
268,-4.074676666,-0.9228309631,-11.20644608,-0.3178846836,-0.1394386441,0.2316978276,1,Squads
269,-3.790567474,-1.039139099,-11.64488434,-0.1796075106,-0.1428035498,0.1927860975,1,Squads
270,-3.792812805,-1.362766113,-11.93483139,-0.04637231305,-0.1509377658,0.1053634435,1,Squads
271,-3.988605652,-1.748963013,-12.57340347,0.07383585721,-0.1503931433,-0.003786478192,1,Squads
