,X (m/s^2),Y (m/s^2),Z (m/s^2),X (rad/s),Y (rad/s),Z (rad/s),Subject,Activity
2476,-4.455784149,-1.342408447,5.899831238,0.4535356462,-0.4316550195,0.3926758766,2,Pushups
2477,-4.641996918,-1.284029846,6.618187408,0.4341612458,-0.421399653,0.3826445341,2,Pushups
2478,-4.77866272,-1.178349609,7.361990662,0.4189657867,-0.4173500538,0.3676352203,2,Pushups
2479,-4.954996033,-0.9377998352,8.106692047,0.3987904191,-0.3965674341,0.3457339406,2,Pushups
2480,-5.22443573,-0.4287084961,8.828041992,0.4067559242,-0.3303375542,0.3376334012,2,Pushups
2481,-5.731281738,0.3953279114,9.464368744,0.4357764125,-0.2568833232,0.3583626449,2,Pushups
2482,-6.605314178,1.337019653,10.00519409,0.4845061302,-0.2015018165,0.3902337551,2,Pushups
2483,-7.66526001,2.100881195,10.53015244,0.5200027823,-0.1354129612,0.4132929742,2,Pushups
2484,-8.688083038,2.360142059,11.01694016,0.5494781733,-0.05900287628,0.4171471,2,Pushups
2485,-9.726473694,2.129471741,11.4649585,0.5756421685,-0.04016343132,0.392768383,2,Pushups
2486,-10.57056839,1.538500671,11.70984924,0.5873011947,-0.0366009213,0.3431140184,2,Pushups
2487,-11.40358612,0.8563691711,11.70625671,0.5963332057,-0.0474104546,0.2785378695,2,Pushups
2488,-12.21624619,0.652792511,11.89336761,0.5925291181,-0.03440037742,0.2165522724,2,Pushups
2489,-12.88969574,0.8431965637,12.17553085,0.5401180983,-0.01283489913,0.2129799128,2,Pushups
2490,-13.30313599,0.9074130249,12.17328552,0.4671517611,-0.002808630001,0.2417052984,2,Pushups
2491,-13.06827438,0.7553292847,11.99276093,0.4028812945,-0.01201231405,0.2774991989,2,Pushups
2492,-12.34138596,0.7134164429,12.08901077,0.3223901987,-0.03482095525,0.3240534067,2,Pushups
2493,-11.58455978,0.6635700989,12.32851273,0.2183907777,-0.09435423464,0.3453368545,2,Pushups
2494,-10.7482489,0.6408174133,12.65513351,0.1477009058,-0.1995286047,0.331610918,2,Pushups
2495,-9.941726074,0.6288423157,13.35882019,0.1253675371,-0.2862517536,0.2653451562,2,Pushups
2496,-9.207502899,0.5068460083,14.27985489,0.1090660617,-0.2411077023,0.1530932039,2,Pushups
2497,-8.500822449,0.246537323,14.87277191,0.03762395307,-0.03281808272,0.006521909963,2,Pushups
2498,-8.017327881,-0.1059796143,14.68760696,-0.05603835732,0.1476358473,-0.127230823,2,Pushups
2499,-7.936346283,-0.0975970459,14.19617889,-0.08349087089,0.2390096486,-0.2077893466,2,Pushups
2500,-8.367150421,0.4664300537,13.93631927,-0.07355195284,0.2309690118,-0.2370769382,2,Pushups
2501,-9.010662231,1.198557587,13.41959381,-0.0709592849,0.1278021634,-0.2258449346,2,Pushups
2502,-9.40628952,1.73174881,12.42670853,-0.1011542082,-0.002430942841,-0.1846847236,2,Pushups
2503,-9.447004852,1.859732666,11.27769791,-0.127994746,-0.1375706196,-0.1413422227,2,Pushups
2504,-9.091344452,1.499282227,10.37327866,-0.1543973237,-0.2497853041,-0.1219674498,2,Pushups
2505,-8.522677002,0.8111631775,9.867929535,-0.2001797259,-0.3363129795,-0.1500094086,2,Pushups
2506,-7.867788849,0.2615061951,9.55493042,-0.2713204622,-0.3867026567,-0.2043727785,2,Pushups
2507,-7.29313385,-0.02365081787,9.29522049,-0.3276478946,-0.3438812792,-0.2706440091,2,Pushups
2508,-6.829248505,-0.1410067749,9.140142975,-0.3689284921,-0.2160692513,-0.3201154172,2,Pushups
2509,-6.489904175,-0.07858657837,8.867559814,-0.4129836857,-0.06223664433,-0.3554450274,2,Pushups
2510,-6.225254517,0.2665956116,8.336164856,-0.4388176799,0.09909898043,-0.3708740473,2,Pushups
2511,-6.038892059,0.7927514648,7.825726318,-0.4159733355,0.2744069993,-0.3566856682,2,Pushups
2512,-6.069727936,1.249002686,7.468119965,-0.3758600056,0.3995590508,-0.3140199482,2,Pushups
2513,-6.145171051,1.41815094,7.222031708,-0.3524303734,0.4606823623,-0.2866736054,2,Pushups
2514,-6.092779999,1.375190277,7.174879761,-0.3632462621,0.5173011422,-0.2990392148,2,Pushups
2515,-5.873486023,1.272354126,7.278314667,-0.3858647645,0.5662193298,-0.3481927514,2,Pushups
2516,-5.542224884,1.1665242,7.485932922,-0.421651274,0.5958829522,-0.4085056186,2,Pushups
2517,-5.251679077,1.114731903,7.508535919,-0.453484416,0.5758809447,-0.4386323392,2,Pushups
2518,-5.123695221,1.156495056,7.414531403,-0.449023366,0.4648532867,-0.4174463749,2,Pushups
2519,-5.063969421,1.28118576,7.26978241,-0.4041297436,0.3228763938,-0.3782834709,2,Pushups
2520,-4.936883698,1.309476929,7.120243378,-0.3376364708,0.1895535141,-0.3258921802,2,Pushups
2521,-4.685256958,0.9674382019,6.904990997,-0.2553877234,0.06978005916,-0.2530824244,2,Pushups
2522,-4.395309906,0.5590873718,6.747967529,-0.2412372828,0.04083203152,-0.2292633802,2,Pushups
2523,-3.899241486,0.06855743408,6.496640167,-0.2886603773,-0.01778545603,-0.2573030293,2,Pushups
2524,-3.339705048,-0.3921844482,6.083798676,-0.3678944707,-0.08005922288,-0.3295125067,2,Pushups
2525,-3.132535858,-0.7839198303,6.005810852,-0.4061104357,-0.09151705354,-0.4017539024,2,Pushups
2526,-3.394191742,-1.090033264,6.353238373,-0.447648555,-0.02587785944,-0.4578251541,2,Pushups
2527,-3.808081055,-1.240470428,6.460714874,-0.5014902353,0.03815615922,-0.4937822223,2,Pushups
2528,-4.198918304,-1.247655487,5.830974426,-0.5290390253,0.02241048589,-0.4978286326,2,Pushups
2529,-4.5586203,-1.073268127,5.21740036,-0.5116391182,0.01106073521,-0.4649725854,2,Pushups
2530,-4.823868713,-0.9535171509,5.276228027,-0.4633802772,0.05615630746,-0.4276539683,2,Pushups
2531,-4.826413422,-0.988843689,5.742658081,-0.4122739732,0.1091257334,-0.3974660635,2,Pushups
2532,-4.766687622,-1.124611359,6.047723694,-0.376316756,0.1339455992,-0.3651691079,2,Pushups
2533,-4.874014435,-1.21217926,5.926625519,-0.364585042,0.123116523,-0.3261182904,2,Pushups
2534,-5.014422455,-1.076561279,5.552254028,-0.3437327445,0.09871637076,-0.2910343409,2,Pushups
2535,-5.096451874,-0.7692503357,5.304219818,-0.3144010603,0.08498935401,-0.2448423058,2,Pushups
2536,-5.116659851,-0.4210743713,5.223836975,-0.2690019011,0.1084592566,-0.1966992766,2,Pushups
2537,-5.051545258,-0.05972579956,5.178032227,-0.2287475169,0.186348483,-0.1238856986,2,Pushups
2538,-4.919519806,0.2644999695,5.086871796,-0.1903934628,0.2723254561,-0.06459628046,2,Pushups
2539,-4.657863922,0.3561094666,4.972958679,-0.1528958231,0.3464847803,-0.03628177568,2,Pushups
2540,-3.996688843,-0.2441423035,4.972958679,-0.1539853215,0.3327449858,-0.03208436817,2,Pushups
2541,-3.571872253,-1.24376358,4.676275635,-0.1456392705,0.2347634733,-0.04836306721,2,Pushups
2542,-3.334316254,-2.099833374,4.452790375,-0.1052449793,0.1636046171,-0.06520542502,2,Pushups
2543,-3.250041504,-2.487078094,4.606371002,-0.07180099934,0.1113360897,-0.05083208531,2,Pushups
2544,-3.141367493,-2.064506836,4.592000885,-0.02716269344,0.02938663028,-0.003287735861,2,Pushups
2545,-2.911445618,-0.8869056702,4.412823486,0.08158282191,-0.06573756784,0.08675332367,2,Pushups
2546,-2.814597015,0.3321592712,4.426594849,0.2258968651,-0.1184069067,0.2017704546,2,Pushups
2547,-2.656825104,1.205443268,4.299958191,0.3451577723,-0.09986782819,0.3322361708,2,Pushups
2548,-2.490670624,1.661245422,3.906426544,0.4220876992,-0.01546266675,0.437902689,2,Pushups
2549,-2.355651398,1.544338531,3.404071198,0.4730001688,0.0696881786,0.4946333468,2,Pushups
2550,-2.192341003,0.7723937988,3.150199127,0.5098788142,0.09247924387,0.5330709815,2,Pushups
2551,-2.212998047,-0.206869812,3.264860687,0.5247008204,0.0626116097,0.5429127216,2,Pushups
2552,-2.335892487,-0.9940827942,3.647914124,0.5307648182,-0.02081483975,0.5401486158,2,Pushups
2553,-2.459086304,-1.514400787,4.141737213,0.5444833636,-0.1724670678,0.5250798464,2,Pushups
2554,-2.449057159,-1.664239197,4.528083801,0.5595203638,-0.3273261786,0.519747436,2,Pushups
2555,-2.468367004,-1.439107361,4.746329956,0.5753434896,-0.4426799715,0.5119467378,2,Pushups
2556,-2.49935257,-1.062041473,4.902006226,0.5765168667,-0.5008063912,0.4947764874,2,Pushups
2557,-2.55668335,-0.7520361328,5.094655609,0.5511734486,-0.5007782578,0.4824032485,2,Pushups
2558,-2.802472229,-0.4881349182,5.337600403,0.528706491,-0.4606423378,0.4550464451,2,Pushups
2559,-3.225642242,-0.3448828125,5.711373138,0.5112538934,-0.4044111967,0.4218161106,2,Pushups
2560,-3.778442688,-0.1721420288,6.173911285,0.4939007163,-0.2900699675,0.404455483,2,Pushups
2561,-4.568948822,-0.06735992432,6.701564026,0.4783134162,-0.1565155685,0.4038776159,2,Pushups
2562,-5.476062469,0.02903961182,7.456743622,0.4734792411,-0.09973272681,0.4226254821,2,Pushups
2563,-6.359076233,0.195643158,8.326734467,0.4860521257,-0.1611994356,0.436026305,2,Pushups
2564,-7.267686768,0.5763015747,9.226812744,0.5129321814,-0.3044660687,0.4617694914,2,Pushups
2565,-8.175698547,1.012195129,10.0674646,0.5285624266,-0.4689117968,0.4900705218,2,Pushups
2566,-8.887468414,1.298699341,10.60799057,0.5058970451,-0.5950601101,0.4964317381,2,Pushups
2567,-9.270372162,1.345252533,10.72744217,0.4524103701,-0.6777563095,0.4695111811,2,Pushups
2568,-9.325158234,1.092428284,10.6871759,0.3973498046,-0.6616641879,0.4312284887,2,Pushups
2569,-9.32321228,0.7286846924,11.0441835,0.3670451641,-0.5422737002,0.3937795758,2,Pushups
2570,-9.494007111,0.4680766296,11.89516388,0.377278626,-0.4221805334,0.3637463152,2,Pushups
2571,-9.860145721,0.429307251,12.93879364,0.4088610411,-0.2931115627,0.3503335118,2,Pushups
2572,-10.53643936,0.6945556641,13.94080994,0.4276315272,-0.1464371681,0.3340746462,2,Pushups
2573,-11.25958557,1.186881866,14.74089615,0.4142842889,0.02136621624,0.3216065168,2,Pushups
2574,-12.05667801,1.65211441,15.29249908,0.3635574579,0.1628977805,0.2879052758,2,Pushups
2575,-12.89718018,1.800904999,15.61792236,0.2534883618,0.3027024865,0.1740708202,2,Pushups
2576,-13.56149872,1.464404755,15.43739777,0.1415732801,0.3889636099,0.02806248516,2,Pushups
2577,-14.17417465,0.867146759,15.18008286,0.08206213266,0.3308670819,-0.05865239725,2,Pushups
2578,-14.66814743,0.5376818848,14.93758713,0.02408271655,0.2588160336,-0.089668639,2,Pushups
2579,-14.55004303,0.9243278503,14.35604645,-0.05613769591,0.2016825676,-0.07090656459,2,Pushups
2580,-13.64233063,1.719773712,13.51374802,-0.1270552725,0.1024814174,-0.03203400224,2,Pushups
2581,-12.3050116,2.310295715,12.96962952,-0.1553990543,-0.0869852677,0.0001472379954,2,Pushups
2582,-10.78926361,2.534978485,12.7840155,-0.1437397301,-0.305481106,0.02079472691,2,Pushups
2583,-9.250762939,2.39052887,12.70692581,-0.1019524634,-0.4515904486,0.0009136596345,2,Pushups
