"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.329808875E0,3.458557892E0,8.033793640E-1,-9.517208862E-1
2.339765875E0,4.269571381E0,1.238075409E0,3.620970154E-1
2.349723875E0,4.539759521E0,1.448238373E0,1.155596924E0
2.359680875E0,4.286037140E0,1.408421173E0,1.141376495E0
2.369637875E0,2.990930328E0,5.983058167E-1,8.562194824E-1
2.379594875E0,6.924600220E-1,-8.451425171E-1,-1.291813660E-1
2.389551875E0,-1.056203613E0,-1.129401398E0,-1.883084106E0
2.399508875E0,-1.896256714E0,-1.060245209E0,-3.202590179E0
2.409466875E0,-2.237696686E0,-1.421144714E0,-3.376977539E0
2.419423875E0,-1.876497803E0,-1.688788147E0,-2.633323975E0
2.429380875E0,-1.191522217E0,-1.717977448E0,-1.431772614E0
2.439337875E0,-5.707630920E-1,-1.935624847E0,-5.201683044E-1
2.449294875E0,7.185058594E-2,-2.514471130E0,-9.999206543E-2
2.459251875E0,6.997947693E-1,-3.723357239E0,-5.897735596E-2
2.469209875E0,1.083297272E0,-5.804180145E0,-2.754272461E-2
2.479166875E0,1.265019379E0,-8.895850983E0,2.486329651E-1
2.489123875E0,1.431473236E0,-1.294283524E1,-8.816665649E-2
2.499080875E0,1.853894806E0,-1.777957718E1,-1.219514008E0
2.509037875E0,2.142344971E0,-2.212923203E1,-1.751507721E0
2.518995875E0,8.777746582E-1,-2.404539734E1,-1.593137054E0
2.528952875E0,-2.369572449E0,-2.149335434E1,-2.061812439E0
2.538909875E0,-2.986289978E0,-1.878398849E1,-2.066303101E0
2.548866875E0,2.526745605E-1,-2.010514114E1,-1.377136230E0
2.558823875E0,2.741997986E0,-2.221186020E1,-8.500822449E-1
2.568780875E0,3.896846466E0,-2.343272141E1,-9.120533752E-1
2.578738875E0,3.053350525E0,-2.386487274E1,-2.240840149E0
2.588695875E0,5.728587341E-1,-2.317495743E1,-3.297343140E0
2.598652875E0,-6.321354675E-1,-2.190035797E1,-3.031346283E0
2.608609875E0,-5.644761658E-1,-2.015094589E1,-2.363884277E0
2.618566875E0,-2.652484131E-1,-1.818553299E1,-2.218985596E0
2.628524875E0,-6.212081909E-2,-1.622146729E1,-2.214494934E0
2.638481875E0,1.145118713E-1,-1.443148956E1,-1.926942902E0
2.648438875E0,2.793191528E-1,-1.263612305E1,-1.559906158E0
2.658395875E0,4.581971741E-1,-1.097188385E1,-1.283580780E0
2.668352875E0,7.258406067E-1,-9.456734619E0,-7.545808411E-1
2.678309875E0,9.363029480E-1,-7.862250366E0,-1.172062683E-1
2.688267875E0,1.155447235E0,-6.251899109E0,3.734733582E-1
2.698224667E0,1.299747162E0,-4.887336731E0,6.333329773E-1
2.708181667E0,1.354682922E0,-3.565136261E0,7.033872986E-1
2.718138667E0,1.395098877E0,-2.158810730E0,6.626719666E-1
2.728095667E0,1.564396820E0,-8.047265625E-1,5.837860107E-1
2.738053667E0,1.414109344E0,6.828799438E-1,6.204597473E-1
2.748010667E0,1.371747437E0,1.313668213E0,3.965254211E-1
2.757967667E0,9.927355957E-1,1.809736633E0,-5.733078003E-2
2.767924667E0,2.201921082E-1,1.879940643E0,-2.260299683E-1
2.777881667E0,-4.793032837E-1,1.532064056E0,-2.001338196E-1
2.787838667E0,-8.526269531E-1,1.129700775E0,-4.525090027E-1
2.797796667E0,-9.638456726E-1,5.445675659E-1,-8.122109985E-1
2.807753667E0,-1.083746338E0,-1.106199646E-1,-1.116827545E0
2.817710667E0,-1.045276337E0,-7.174580383E-1,-1.258433075E0
