"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.447508972E0,-1.300915778E-1,-2.183727734E-2,6.524552405E-2
7.457449233E0,-1.109173894E-1,-3.355484083E-2,3.754946589E-2
7.467389597E0,-1.098521575E-1,-3.035914153E-2,2.689713426E-2
7.477334597E0,-1.311568171E-1,-1.011971384E-2,4.713656008E-2
7.487274910E0,-1.684399694E-1,9.054481052E-3,8.335448056E-2
7.497215170E0,-2.078536004E-1,1.118494663E-2,1.153114736E-1
7.507105118E0,-2.440715134E-1,-2.929390781E-2,1.312899739E-1
7.517045431E0,-2.653761804E-1,-6.977276504E-2,1.302247345E-1
7.526985743E0,-2.536586225E-1,-6.870753318E-2,1.227681041E-1
7.536934649E0,-2.078536004E-1,-4.420717061E-2,1.025286764E-1
7.546874962E0,-1.567224115E-1,-2.503297664E-2,6.844121963E-2
7.556815274E0,-1.237001866E-1,-3.728315700E-3,2.476666868E-2
7.566770170E0,-1.151783243E-1,1.864157803E-2,-1.997311972E-2
7.576710431E0,-1.183740199E-1,3.035914153E-2,-4.873441160E-2
7.586650795E0,-1.237001866E-1,4.846810177E-2,-5.619104207E-2
7.596553868E0,-1.130478531E-1,7.083799690E-2,-3.914731368E-2
7.606494181E0,-9.706936032E-2,7.509893179E-2,-7.190322969E-3
7.616434493E0,-8.535179496E-2,6.231613085E-2,1.837527007E-2
7.626375431E0,-6.937330216E-2,6.870753318E-2,2.583190054E-2
7.636315378E0,-3.848154470E-2,8.575125784E-2,5.592473317E-3
7.646255274E0,-4.394086078E-3,1.006645188E-1,-3.808208182E-2
7.656202149E0,1.797580719E-2,1.230344176E-1,-7.003907114E-2
7.666142097E0,2.756290510E-2,1.454043090E-1,-7.536523789E-2
7.676081993E0,2.330197208E-2,1.624480337E-1,-6.151720881E-2
7.686019493E0,2.436720580E-2,1.720351279E-1,-3.808208182E-2
7.695959441E0,2.969337068E-2,1.645784974E-1,-1.571218669E-2
7.705899337E0,2.436720580E-2,1.411433816E-1,-3.994623665E-3
7.715841628E0,1.371487509E-2,1.251648813E-1,7.722939365E-3
7.725781576E0,1.158440951E-2,1.209039465E-1,2.263620123E-2
7.735721472E0,3.062544856E-3,1.219691783E-1,3.648423031E-2
7.745656524E0,-2.356828004E-2,1.070559174E-1,5.459319428E-2
7.755596472E0,-5.765573680E-2,7.403369248E-2,6.524552405E-2
7.765536368E0,-7.789516449E-2,7.509893179E-2,6.524552405E-2
7.775455066E0,-7.682993263E-2,8.894696087E-2,6.098458916E-2
7.785394962E0,-6.617759913E-2,6.657706201E-2,4.394086078E-2
7.795334858E0,-4.274247587E-2,4.314193875E-2,2.157096937E-2
7.805284701E0,-1.078548469E-2,3.142437339E-2,-2.929390874E-3
7.815224649E0,2.436720580E-2,2.183727734E-2,-3.062544949E-2
7.825164545E0,4.460663348E-2,2.503297664E-2,-4.873441160E-2
7.835065014E0,3.608476743E-2,3.888100386E-2,-4.660394415E-2
7.845004910E0,1.371487509E-2,3.994623944E-2,-2.529928461E-2
7.854944806E0,-7.589785382E-3,2.822867595E-2,5.592473317E-3
7.864875378E0,-2.356828004E-2,-4.793548491E-3,3.222329915E-2
7.874815326E0,-3.422060981E-2,-4.420717061E-2,3.967992961E-2
7.884755170E0,-2.676397935E-2,-6.870753318E-2,3.222329915E-2
7.894696212E0,-1.078548469E-2,-8.894696087E-2,1.731003635E-2
7.904636108E0,4.127778113E-3,-1.123820841E-1,-1.038602181E-2
7.914576003E0,1.584534161E-2,-1.123820841E-1,-3.488638252E-2
7.924523764E0,1.478010789E-2,-1.027949899E-1,-4.979964346E-2
7.934463712E0,3.062544856E-3,-1.017297506E-1,-5.619104207E-2
7.944403608E0,-3.328853287E-3,-9.959928691E-2,-5.406057462E-2
7.954358868E0,-1.331541280E-4,-9.107742459E-2,-5.086487532E-2
7.964298816E0,1.584534161E-2,-7.722939551E-2,-4.340824485E-2
7.974238712E0,3.395430371E-2,-5.272903293E-2,-3.382114694E-2
7.984171785E0,5.738943070E-2,-2.609820850E-2,-2.636451647E-2
7.994111733E0,7.443315536E-2,-2.290250920E-2,-3.169068322E-2
8.004051628E0,8.828118443E-2,-3.994623944E-2,-4.979964346E-2
8.013979910E0,1.010639817E-1,-4.953333735E-2,-7.749570161E-2
8.023919806E0,1.159772426E-1,-5.166380107E-2,-1.062569916E-1
8.033859701E0,1.404775977E-1,-5.166380107E-2,-1.275616586E-1
8.043784285E0,1.671084315E-1,-4.101147130E-2,-1.414096802E-1
8.053724233E0,1.905435622E-1,-2.609820850E-2,-1.435401440E-1
8.063664128E0,2.075872868E-1,-2.183727734E-2,-1.360835135E-1
8.073611108E0,2.001306564E-1,-1.864157803E-2,-1.318225861E-1
8.083551056E0,1.745650619E-1,-3.675054014E-2,-1.275616586E-1
8.093490951E0,1.500647068E-1,-6.657706201E-2,-1.254311949E-1
8.103397774E0,1.447385401E-1,-9.001219273E-2,-1.233007237E-1
8.113337670E0,1.671084315E-1,-9.959928691E-2,-1.179745570E-1
8.123277566E0,2.033263594E-1,-6.231613085E-2,-1.115831584E-1
8.133238191E0,2.448704392E-1,3.728315700E-3,-1.041265279E-1
8.143177826E0,2.576532364E-1,3.781577200E-2,-1.115831584E-1
8.153117462E0,2.235657871E-1,1.011971384E-2,-1.371487528E-1
8.163057931E0,1.766955256E-1,-4.420717061E-2,-1.659100503E-1
8.172997566E0,1.500647068E-1,-5.379426852E-2,-1.850842386E-1
8.182937201E0,1.553908736E-1,-4.420717061E-2,-1.786928326E-1
8.192864858E0,1.926740259E-1,-4.101147130E-2,-1.531272531E-1
8.202804545E0,2.331528813E-1,-1.864157803E-2,-1.158440933E-1
8.212744128E0,2.512618303E-1,-1.544587873E-2,-8.601756394E-2
8.222660639E0,2.427399755E-1,-4.633763805E-2,-9.347419441E-2
8.232600274E0,2.235657871E-1,-8.042509109E-2,-1.328878254E-1
8.242539910E0,1.980001926E-1,-1.081211492E-1,-1.914756298E-1
8.252497826E0,1.926740259E-1,-9.001219273E-2,-2.351501882E-1
8.262437462E0,2.097177505E-1,-6.444659829E-2,-2.362154275E-1
8.272377097E0,2.470009029E-1,-2.077204362E-2,-1.872147024E-1
8.282321003E0,2.842840552E-1,1.438064594E-2,-1.350182891E-1
8.292260587E0,2.768274248E-1,-3.035914153E-2,-1.105179265E-1
8.302200222E0,2.512618303E-1,-1.209039465E-1,-1.254311949E-1
8.312091420E0,2.310224175E-1,-1.762960702E-1,-1.797580719E-1
8.322031056E0,2.065220475E-1,-2.103835195E-1,-2.330197245E-1
8.331970639E0,1.873478591E-1,-2.593842447E-1,-2.564548552E-1
8.341914493E0,1.788259894E-1,-2.679060996E-1,-2.372806519E-1
8.351854128E0,1.745650619E-1,-2.103835195E-1,-1.818885356E-1
8.361793712E0,1.713693589E-1,-1.251648813E-1,-1.179745570E-1
8.371721212E0,1.596518010E-1,-7.296846062E-2,-5.619104207E-2
8.381660847E0,1.394123733E-1,-6.870753318E-2,-2.423405088E-2
8.391600431E0,1.244991124E-1,-5.805519968E-2,-3.808208182E-2
8.401530222E0,1.351514459E-1,-5.912043154E-2,-8.388710022E-2
8.411469858E0,1.458037645E-1,-9.853405505E-2,-1.478010863E-1
8.421409493E0,1.468690038E-1,-1.507304758E-1,-1.936061084E-1
8.431361108E0,1.585865617E-1,-1.539261788E-1,-2.021279633E-1
8.441300743E0,1.703041345E-1,-1.219691783E-1,-1.786928326E-1
8.451240378E0,1.660431921E-1,-8.468602598E-2,-1.382139921E-1
8.461172514E0,1.511299312E-1,-5.698996782E-2,-9.347419441E-2
8.471112149E0,1.394123733E-1,-5.698996782E-2,-7.749570161E-2
8.481051733E0,1.362166703E-1,-7.722939551E-2,-9.560466558E-2
8.491010743E0,1.458037645E-1,-9.214265645E-2,-1.318225861E-1
8.500950378E0,1.447385401E-1,-1.294258088E-1,-1.712362021E-1
8.510890014E0,1.607170254E-1,-1.656437367E-1,-1.872147024E-1
8.520819806E0,1.948044896E-1,-1.177082509E-1,-1.595186442E-1
8.530759441E0,2.139786780E-1,-5.166380107E-2,-1.179745570E-1
8.540699076E0,2.065220475E-1,-1.118494663E-2,-7.856093347E-2
8.550603243E0,1.766955256E-1,-2.663082443E-3,-5.512581021E-2
8.560542878E0,1.500647068E-1,-2.290250920E-2,-6.790860742E-2
8.570482462E0,1.521951705E-1,-3.888100386E-2,-1.062569916E-1
8.580446941E0,1.639127284E-1,-6.551183015E-2,-1.552577168E-1
8.590386576E0,1.745650619E-1,-1.262301207E-1,-1.861494780E-1
8.600326160E0,1.916087866E-1,-1.240996495E-1,-1.829537749E-1
8.610264128E0,1.905435622E-1,-8.681648970E-2,-1.573881805E-1
8.620203764E0,1.734998226E-1,-6.764229387E-2,-1.339530498E-1
8.630143399E0,1.447385401E-1,-7.616416365E-2,-1.179745570E-1
8.640085483E0,9.999874979E-2,-1.336867511E-1,-1.169093251E-1
8.650024806E0,5.312849581E-2,-2.231663167E-1,-1.296921223E-1
8.659964181E0,2.543243766E-2,-2.945369184E-1,-1.392792165E-1
8.669874181E0,1.691057347E-2,-3.232982159E-1,-1.296921223E-1
8.679813503E0,1.478010789E-2,-3.211677670E-1,-1.137136221E-1
8.689752826E0,1.904104091E-2,-2.785584331E-1,-9.986559302E-2
8.699689701E0,2.756290510E-2,-2.252967805E-1,-9.880036116E-2
8.709629024E0,3.501953557E-2,-1.976007223E-1,-1.115831584E-1
8.719568347E0,2.436720580E-2,-2.071878165E-1,-1.446053833E-1
8.729522878E0,1.691057347E-2,-2.434057444E-1,-1.797580719E-1
8.739462253E0,2.436720580E-2,-2.679060996E-1,-1.925408691E-1
8.749401576E0,3.395430371E-2,-2.764279842E-1,-1.754971445E-1
8.759343243E0,3.928046674E-2,-2.508623898E-1,-1.296921223E-1
8.769282566E0,4.247616604E-2,-1.890788674E-1,-7.536523789E-2
8.779221941E0,3.608476743E-2,-1.539261788E-1,-4.127778113E-2
8.789114701E0,1.691057347E-2,-1.752308309E-1,-3.701684624E-2
8.799054024E0,1.997311832E-3,-2.007964253E-1,-5.725627393E-2
8.808993347E0,-8.655018173E-3,-2.114487588E-1,-9.773512930E-2
8.818943139E0,-9.720250964E-3,-2.178401500E-1,-1.275616586E-1
8.828882462E0,3.062544856E-3,-1.890788674E-1,-1.264964193E-1
8.838821785E0,1.158440951E-2,-1.155777797E-1,-9.773512930E-2
8.848774128E0,2.543243766E-2,-3.142437339E-2,-5.619104207E-2
8.858713503E0,3.395430371E-2,1.331541315E-2,-1.784265228E-2
8.868652826E0,4.354140162E-2,1.225017942E-2,-2.929390874E-3
8.878562931E0,4.673709720E-2,1.597849536E-3,-9.320789017E-3
8.888502253E0,4.673709720E-2,-9.054481052E-3,-2.636451647E-2
8.898441628E0,4.780233279E-2,-5.858781748E-3,-4.660394415E-2
8.908392878E0,3.821523488E-2,4.793548491E-3,-6.790860742E-2
8.918332201E0,2.436720580E-2,1.118494663E-2,-7.749570161E-2
8.928271576E0,3.501953557E-2,4.101147130E-2,-6.897383928E-2
8.938196472E0,4.780233279E-2,7.296846062E-2,-5.299534276E-2
8.948135795E0,5.738943070E-2,8.575125784E-2,-3.914731368E-2
8.958075170E0,7.123745978E-2,1.070559174E-1,-2.423405088E-2
8.967999545E0,7.656362653E-2,1.400781423E-1,-1.677742042E-2
8.977938868E0,7.975932211E-2,1.816222370E-1,-1.251648832E-2
8.987878191E0,8.188978583E-2,2.252967805E-1,-7.190322969E-3
8.997847462E0,7.123745978E-2,2.604494691E-1,-7.989247679E-4
9.007786785E0,4.354140162E-2,2.625799477E-1,1.331541222E-3
9.017726160E0,4.127778113E-3,2.306229472E-1,-6.125089712E-3
9.027630535E0,-4.380770773E-2,1.901440918E-1,-1.677742042E-2
9.037569858E0,-7.150376588E-2,1.581871063E-1,-1.251648832E-2
9.047509181E0,-6.830807030E-2,1.475347728E-1,1.517957076E-2
9.057472358E0,-5.232957378E-2,1.432738453E-1,5.352795869E-2
9.067411681E0,-1.291595027E-2,1.198387146E-1,8.441971987E-2
9.077351003E0,2.862813696E-2,1.145125479E-1,8.655018359E-2
9.087298139E0,4.886756465E-2,1.049254537E-1,5.139749497E-2
9.097237514E0,3.395430371E-2,6.657706201E-2,-1.864157850E-3
9.107176837E0,-7.589785382E-3,2.609820850E-2,-4.660394415E-2
9.117076837E0,-5.552527308E-2,1.438064594E-2,-5.619104207E-2
9.127016160E0,-8.854749799E-2,1.757634431E-2,-1.890788600E-2
9.136955535E0,-1.013302878E-1,3.728315700E-3,5.459319428E-2
9.146923399E0,-1.034607589E-1,-6.924014539E-3,1.270290315E-1
9.156862462E0,-7.363422960E-2,1.597849536E-3,1.749645174E-1
9.166801524E0,-1.611164957E-2,2.609820850E-2,1.760297567E-1
9.176710951E0,2.969337068E-2,2.503297664E-2,1.259638071E-1
9.186650014E0,5.206326395E-2,2.716344222E-2,5.885412544E-2
9.196589076E0,4.034570232E-2,4.633763805E-2,1.411433797E-2
9.206516993E0,9.453942999E-3,4.953333735E-2,9.853405878E-3
9.216456003E0,-1.504641678E-2,5.059856921E-2,3.222329915E-2
9.226395066E0,-2.995967865E-2,4.101147130E-2,6.311506033E-2
9.236345899E0,-3.422060981E-2,1.651111245E-2,9.294158220E-2
9.246284962E0,-6.524552125E-3,3.035914153E-2,1.131810099E-1
9.256224076E0,4.247616604E-2,5.698996782E-2,1.142462417E-1
9.266147514E0,7.123745978E-2,5.805519968E-2,8.868064731E-2
9.276086628E0,8.615072072E-2,6.977276504E-2,5.246272683E-2
9.286025691E0,7.762885839E-2,1.070559174E-1,3.009283356E-2
9.295963868E0,4.247616604E-2,1.358172148E-1,2.796236612E-2
9.305902931E0,-3.328853287E-3,1.390129030E-1,4.287562892E-2
9.315841993E0,-4.593817517E-2,1.017297506E-1,5.885412544E-2
9.325804441E0,-7.896039635E-2,4.740286991E-2,8.015878499E-2
9.335743503E0,-8.748225868E-2,1.651111245E-2,9.933298081E-2
9.345682566E0,-7.256899774E-2,3.142437339E-2,1.035939083E-1
9.355583712E0,-4.700340703E-2,7.935985923E-2,8.761541545E-2
9.365522774E0,-2.463351376E-2,1.230344176E-1,6.737598777E-2
9.375461785E0,-2.995967865E-2,1.251648813E-1,5.459319428E-2
9.385402931E0,-4.913387448E-2,1.411433816E-1,5.459319428E-2
9.395341993E0,-7.469946891E-2,1.645784974E-1,7.483261824E-2
9.405281056E0,-9.706936032E-2,1.549914032E-1,9.187635034E-2
9.415224181E0,-1.173087880E-1,8.894696087E-2,9.826774895E-2
9.425163295E0,-1.332872808E-1,1.118494663E-2,9.720251709E-2
9.435102358E0,-1.258306503E-1,-1.544587873E-2,9.613727778E-2
9.445057618E0,-1.087869257E-1,-1.597849536E-3,9.400681406E-2
9.454996681E0,-9.813459218E-2,2.396774292E-2,1.025286764E-1
9.464935743E0,-1.002650559E-1,5.485950038E-2,1.217028722E-1
9.474867670E0,-1.162435561E-1,8.362079412E-2,1.355509013E-1
9.484806733E0,-1.247654185E-1,1.155777797E-1,1.280942708E-1
9.494745795E0,-1.290263534E-1,1.070559174E-1,1.131810099E-1
9.504672670E0,-1.279611140E-1,7.722939551E-2,8.974587917E-2
9.514611733E0,-1.311568171E-1,8.681648970E-2,7.802832127E-2
9.524550795E0,-1.279611140E-1,8.788172156E-2,1.110505462E-1
9.534507045E0,-1.311568171E-1,7.190322876E-2,1.611164957E-1
9.544446108E0,-1.354177445E-1,7.296846062E-2,2.122476846E-1
9.554385170E0,-1.364829838E-1,1.091863886E-1,2.463351339E-1
9.564332358E0,-1.407439113E-1,1.368824393E-1,2.484655976E-1
9.574271420E0,-1.503310055E-1,1.347519755E-1,2.133129090E-1
9.584210483E0,-1.513962448E-1,1.166430190E-1,1.653774232E-1
9.594096264E0,-1.535267085E-1,7.616416365E-2,1.121157780E-1
9.604035326E0,-1.556571722E-1,4.207670316E-2,6.204982474E-2
9.613974389E0,-1.545919478E-1,9.054481052E-3,3.648423031E-2
9.623921264E0,-1.343525201E-1,-1.331541315E-2,5.459319428E-2
9.633860378E0,-1.173087880E-1,-1.544587873E-2,9.294158220E-2
9.643799441E0,-1.364829838E-1,-1.438064594E-2,1.280942708E-1
9.653752306E0,-1.599181145E-1,-2.663082443E-3,1.525946259E-1
9.663691108E0,-1.833532304E-1,-3.728315700E-3,1.589860320E-1
9.673629962E0,-2.067883611E-1,-2.396774292E-2,1.504641622E-1
9.683575483E0,-2.185059190E-1,-4.740286991E-2,1.376813650E-1
9.693514285E0,-2.174406946E-1,-7.190322876E-2,1.355509013E-1
9.703453087E0,-2.014621943E-1,-9.001219273E-2,1.408770680E-1
9.713360535E0,-1.769618392E-1,-8.894696087E-2,1.525946259E-1
9.723299337E0,-1.652442664E-1,-6.551183015E-2,1.621817350E-1
9.733238139E0,-1.652442664E-1,-3.781577200E-2,1.696383655E-1
9.743188295E0,-1.790923029E-1,-3.675054014E-2,1.728340536E-1
9.753127149E0,-1.961360276E-1,-4.420717061E-2,1.664426625E-1
9.763065951E0,-2.067883611E-1,-4.846810177E-2,1.536598653E-1
9.772982931E0,-2.089188248E-1,-5.059856921E-2,1.312899739E-1
9.782921681E0,-2.046578974E-1,-3.568530455E-2,1.099853069E-1
9.792860535E0,-1.982664913E-1,-1.118494663E-2,1.067896113E-1
9.802836316E0,-1.886793971E-1,9.054481052E-3,1.206376404E-1
9.812775118E0,-1.854836941E-1,1.544587873E-2,1.462032348E-1
9.822713920E0,-1.929403245E-1,1.011971384E-2,1.653774232E-1
9.832611941E0,-1.972012669E-1,7.989247330E-3,1.802906841E-1
9.842550743E0,-2.046578974E-1,1.544587873E-2,1.898777932E-1
9.852489545E0,-2.003969699E-1,1.331541315E-2,1.866820902E-1
9.862454441E0,-1.865489334E-1,-3.728315700E-3,1.675078869E-1
9.872393243E0,-1.737661362E-1,-2.663082443E-3,1.376813650E-1
9.882332097E0,-1.663095057E-1,4.793548491E-3,1.206376404E-1
9.892247253E0,-1.631138027E-1,2.663082443E-3,1.259638071E-1
9.902186056E0,-1.513962448E-1,2.716344222E-2,1.515294015E-1
9.912124910E0,-1.556571722E-1,4.420717061E-2,1.866820902E-1
9.922061681E0,-1.758965999E-1,3.462007269E-2,2.079867423E-1
9.932000483E0,-1.854836941E-1,2.716344222E-2,2.079867423E-1
9.941939285E0,-1.812227666E-1,1.331541315E-2,1.866820902E-1
9.951899858E0,-1.652442664E-1,6.924014539E-3,1.525946259E-1
9.961838660E0,-1.407439113E-1,7.989247330E-3,1.238333359E-1
9.971777514E0,-1.311568171E-1,1.331541315E-2,1.206376404E-1
9.981690170E0,-1.300915778E-1,6.444659829E-2,1.408770680E-1
9.991628972E0,-1.258306503E-1,1.336867511E-1,1.824211627E-1
1.000156777E1,-1.364829838E-1,1.219691783E-1,2.005301118E-1
1.001149897E1,-1.620485783E-1,6.764229387E-2,1.802906841E-1
1.002143772E1,-1.812227666E-1,1.597849536E-3,1.355509013E-1
1.003137658E1,-1.854836941E-1,-6.444659829E-2,8.548495173E-2
1.004133090E1,-1.663095057E-1,-8.575125784E-2,4.820179567E-2
1.005126975E1,-1.428743750E-1,-7.083799690E-2,3.648423031E-2
1.006120856E1,-1.205044836E-1,-2.929390781E-2,3.648423031E-2
1.007115897E1,-1.098521575E-1,1.970681176E-2,3.967992961E-2
1.008109777E1,-1.183740199E-1,4.740286991E-2,3.222329915E-2
1.009103663E1,-1.247654185E-1,5.912043154E-2,2.476666868E-2
1.010094970E1,-1.215697154E-1,5.485950038E-2,1.837527007E-2
1.011088856E1,-1.087869257E-1,3.035914153E-2,1.411433797E-2
1.012082736E1,-8.961272985E-2,-1.544587873E-2,3.462007269E-3
1.013075043E1,-6.191666797E-2,-4.207670316E-2,-1.784265228E-2
1.014068918E1,-2.782921307E-2,-4.953333735E-2,-5.086487532E-2
1.015062804E1,1.997311832E-3,-3.035914153E-2,-8.495233208E-2
1.016056949E1,2.010627277E-2,1.864157803E-2,-1.062569916E-1
1.017050809E1,1.371487509E-2,5.698996782E-2,-1.062569916E-1
1.018044668E1,9.320789250E-4,9.320788831E-2,-8.069140464E-2
1.019039319E1,-6.524552125E-3,1.315562725E-1,-4.873441160E-2
1.020033173E1,-2.356828004E-2,1.230344176E-1,-2.636451647E-2
1.021027033E1,-3.635107726E-2,8.042509109E-2,-1.145125460E-2
1.022020668E1,-3.102491237E-2,6.338136643E-2,-7.989247679E-4
1.023014522E1,-1.504641678E-2,6.977276504E-2,5.592473317E-3
1.024008382E1,9.320789250E-4,8.255556226E-2,7.722939365E-3
1.025004022E1,9.320789250E-4,9.853405505E-2,4.527240526E-3
1.025997882E1,-1.611164957E-2,1.155777797E-1,-6.125089712E-3
1.026991736E1,-4.593817517E-2,1.155777797E-1,-1.571218669E-2
1.027985413E1,-5.659050494E-2,1.017297506E-1,-1.251648832E-2
1.028979267E1,-3.848154470E-2,1.145125479E-1,7.722939365E-3
1.029973126E1,-1.331541280E-4,1.592523307E-1,3.541899845E-2
1.030964152E1,3.715000302E-2,2.061225921E-1,5.246272683E-2
1.031958012E1,5.738943070E-2,2.370143533E-1,5.246272683E-2
1.032951871E1,5.312849581E-2,2.242315561E-1,2.370143496E-2
1.033946892E1,3.928046674E-2,1.784265339E-1,-2.210358530E-2
1.034940746E1,1.691057347E-2,1.113168523E-1,-6.577813625E-2
1.035934606E1,3.062544856E-3,4.953333735E-2,-9.027849883E-2
1.036930626E1,1.797580719E-2,2.822867595E-2,-8.708280325E-2
1.037924486E1,5.206326395E-2,4.527240247E-2,-6.897383928E-2
1.038918340E1,8.402025700E-2,6.657706201E-2,-5.406057462E-2
1.039910897E1,9.467258304E-2,9.853405505E-2,-4.127778113E-2
1.040904751E1,8.082455397E-2,1.081211492E-1,-3.808208182E-2
1.041898611E1,5.738943070E-2,9.214265645E-2,-4.340824485E-2
1.042889913E1,3.715000302E-2,6.764229387E-2,-5.619104207E-2
1.043883772E1,9.453942999E-3,2.183727734E-2,-7.003907114E-2
1.044877632E1,-1.717688330E-2,-1.757634431E-2,-7.110430300E-2
1.045873304E1,-2.995967865E-2,-1.118494663E-2,-4.873441160E-2
1.046867158E1,-2.782921307E-2,3.675054014E-2,-1.251648832E-2
1.047861017E1,-2.995967865E-2,9.001219273E-2,1.944050193E-2
1.048852559E1,-3.422060981E-2,1.219691783E-1,4.181039706E-2
1.049846418E1,-4.167724028E-2,1.230344176E-1,4.394086078E-2
1.050840277E1,-4.061200842E-2,9.427312016E-2,2.583190054E-2
1.051834835E1,-2.463351376E-2,5.272903293E-2,2.396774245E-3
1.052828689E1,-7.589785382E-3,2.716344222E-2,-1.677742042E-2
1.053822548E1,9.453942999E-3,1.970681176E-2,-2.210358530E-2
1.054817981E1,2.330197208E-2,3.888100386E-2,-1.358172111E-2
1.055811840E1,2.649767138E-2,8.042509109E-2,1.331541222E-3
1.056805694E1,1.478010789E-2,9.959928691E-2,1.837527007E-2
1.057797017E1,1.997311832E-3,9.107742459E-2,3.328853101E-2
1.058790876E1,-8.655018173E-3,4.420717061E-2,4.181039706E-2
1.059784736E1,-1.717688330E-2,-2.290250920E-2,3.648423031E-2
1.060778449E1,-1.504641678E-2,-8.149032295E-2,2.157096937E-2
1.061772309E1,-5.459319334E-3,-1.155777797E-1,5.592473317E-3
1.062766168E1,-4.394086078E-3,-1.251648813E-1,-1.038602181E-2
1.063759902E1,-1.078548469E-2,-1.102516204E-1,-1.784265228E-2
1.064753762E1,-2.143781446E-2,-8.575125784E-2,-9.320789017E-3
1.065747621E1,-4.380770773E-2,-7.509893179E-2,9.853405878E-3
1.066742100E1,-5.872096866E-2,-8.042509109E-2,3.115806542E-2
1.067735954E1,-6.298190355E-2,-9.640359133E-2,5.246272683E-2
1.068729809E1,-6.191666797E-2,-1.326215118E-1,6.418029219E-2
1.069724460E1,-5.126433820E-2,-1.603175700E-1,6.098458916E-2
1.070718309E1,-2.463351376E-2,-1.624480337E-1,4.394086078E-2
1.071712158E1,9.453942999E-3,-1.496652365E-1,1.411433797E-2
1.072703939E1,4.141093418E-2,-1.219691783E-1,-1.890788600E-2
1.073697793E1,6.271559745E-2,-8.042509109E-2,-4.021254554E-2
1.074691642E1,7.230269164E-2,-4.207670316E-2,-4.660394415E-2
1.075688746E1,6.484606117E-2,-2.503297664E-2,-4.234301299E-2
1.076682595E1,4.673709720E-2,-4.101147130E-2,-3.488638252E-2
1.077676449E1,3.182383627E-2,-7.509893179E-2,-2.849498391E-2
1.078666679E1,2.436720580E-2,-1.166430190E-1,-2.636451647E-2
1.079660533E1,3.501953557E-2,-1.443390697E-1,-3.275591508E-2
1.080654382E1,6.378082931E-2,-1.464695334E-1,-4.234301299E-2
1.081649486E1,8.934641629E-2,-1.315562725E-1,-5.299534276E-2
1.082643335E1,1.063901484E-1,-9.320788831E-2,-5.619104207E-2
1.083637189E1,1.191729456E-1,-3.248960897E-2,-4.979964346E-2
1.084633408E1,1.031944528E-1,1.331541315E-2,-4.127778113E-2
1.085627262E1,6.165036187E-2,7.989247330E-3,-4.766917601E-2
1.086621111E1,4.460663348E-2,-3.142437339E-2,-7.323476672E-2
1.087614168E1,5.845466256E-2,-6.551183015E-2,-1.083874628E-1
1.088608017E1,8.721595258E-2,-9.107742459E-2,-1.307573467E-1
1.089601871E1,1.181077138E-1,-6.657706201E-2,-1.318225861E-1
1.090595361E1,1.404775977E-1,3.728315700E-3,-1.105179265E-1
1.091589210E1,1.415428370E-1,7.403369248E-2,-7.323476672E-2
1.092583059E1,1.159772426E-1,1.272953451E-1,-3.275591508E-2
1.093576840E1,7.869409025E-2,1.613828093E-1,-1.571218669E-2
1.094570689E1,3.182383627E-2,1.603175700E-1,-3.275591508E-2
1.095564538E1,-3.328853287E-3,1.102516204E-1,-6.258244067E-2
1.096556277E1,5.193010904E-3,3.994623944E-2,-8.708280325E-2
1.097550132E1,3.715000302E-2,-4.793548491E-3,-9.560466558E-2
1.098543986E1,6.378082931E-2,5.858781748E-3,-7.536523789E-2
1.099539704E1,7.017222792E-2,5.166380107E-2,-3.914731368E-2
1.100533554E1,5.845466256E-2,9.640359133E-2,-6.125089712E-3
1.101527408E1,2.117150649E-2,1.166430190E-1,2.157096937E-2
1.102517746E1,-2.995967865E-2,8.149032295E-2,2.476666868E-2
1.103511600E1,-6.298190355E-2,2.716344222E-2,-2.929390874E-3
1.104505449E1,-6.511236727E-2,1.438064594E-2,-4.979964346E-2
1.105499767E1,-3.209014609E-2,1.597849536E-3,-9.027849883E-2
1.106493621E1,1.051917579E-2,-9.054481052E-3,-1.019960642E-1
1.107487470E1,6.165036187E-2,4.740286991E-2,-7.216953486E-2
1.108483455E1,1.202381775E-1,1.262301207E-1,-2.849498391E-2
1.109477304E1,1.500647068E-1,1.901440918E-1,-1.864157850E-3
1.110471158E1,1.447385401E-1,2.189053893E-1,-7.989247679E-4
1.111465481E1,1.298252791E-1,2.071878165E-1,-1.890788600E-2
1.112459330E1,1.021292135E-1,1.773612946E-1,-4.979964346E-2
1.113453184E1,6.697652489E-2,1.102516204E-1,-8.388710022E-2
1.114444496E1,6.271559745E-2,4.846810177E-2,-1.019960642E-1
1.115438350E1,7.869409025E-2,1.864157803E-2,-9.880036116E-2
1.116432204E1,9.573781490E-2,-4.793548491E-3,-1.009308323E-1
1.117425090E1,1.255643368E-1,2.663082443E-3,-9.986559302E-2
1.118418923E1,1.500647068E-1,2.290250920E-2,-9.560466558E-2
1.119412762E1,1.607170254E-1,4.633763805E-2,-9.880036116E-2
1.120409413E1,1.628475040E-1,3.675054014E-2,-1.126483902E-1
1.121403251E1,1.724345982E-1,1.331541315E-2,-1.307573467E-1
1.122397090E1,1.873478591E-1,-2.663082443E-3,-1.403444558E-1
1.123391168E1,1.905435622E-1,-5.858781748E-3,-1.360835135E-1
