"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.371182583E0,-8.783734131E-1,-6.614744568E0,-1.910028076E0
3.381246583E0,-1.047222290E0,-4.684957581E0,-1.140927429E0
3.391309583E0,-1.199156342E0,-2.992726593E0,-3.073109436E-1
3.401373583E0,-1.248403931E0,-1.319655762E0,4.144880676E-1
3.411437583E0,-1.149459686E0,4.061054993E-1,6.692582703E-1
3.421501583E0,-1.007405090E0,2.042352905E0,6.361770630E-1
3.431564583E0,-6.800358582E-1,3.413800964E0,8.979826355E-1
3.441628583E0,-3.540138245E-1,3.972289581E0,9.943821716E-1
3.451692583E0,-1.760339355E-1,4.107308807E0,7.234455872E-1
3.461756583E0,-3.397933960E-2,4.239783325E0,7.334747314E-3
3.471819583E0,6.002517700E-2,4.196373596E0,-1.150208130E0
3.481883583E0,2.070195007E-1,3.973187714E0,-2.338586884E0
3.491947583E0,4.035607910E-1,3.502566376E0,-2.999312897E0
3.502011583E0,7.360194397E-1,2.788700867E0,-2.905607758E0
3.512074583E0,1.200952606E0,1.763482819E0,-2.476150818E0
3.522138583E0,1.627565460E0,3.023712158E-1,-1.679357758E0
3.532202583E0,1.730850677E0,-7.746391296E-1,-4.385879517E-1
3.542265583E0,1.657952271E0,-1.133892059E0,8.113128662E-1
3.552329583E0,1.440454559E0,-1.202000427E0,1.714384918E0
3.562393583E0,1.040486298E0,-1.272803192E0,2.322121124E0
3.572457583E0,4.426295471E-1,-1.348994751E0,2.707719269E0
3.582524458E0,-1.698966980E-1,-1.375040588E0,2.417173462E0
3.592588458E0,-6.185137939E-1,-1.866917725E0,1.092577972E0
3.602652458E0,-9.791139221E-1,-3.351829834E0,-1.954485626E0
3.612716458E0,-1.276695099E0,-4.647086334E0,-7.104376373E0
3.622779458E0,-1.612446899E0,-6.276747437E0,-1.323427917E1
3.632843458E0,-2.171683960E0,-7.664661255E0,-1.243943207E1
3.642907458E0,-2.910248108E0,-8.875343628E0,-2.524200897E0
