"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.535896776E0,-2.053902388E0,-1.102516204E-1,5.159722567E-1
7.545834901E0,-1.920748353E0,-2.412752807E-1,6.288869381E-1
7.555760421E0,-1.783333182E0,-4.074516296E-1,7.236927152E-1
7.565698546E0,-1.722615004E0,-5.427362323E-1,7.418016195E-1
7.575636671E0,-1.680005670E0,-6.311505437E-1,7.141056061E-1
7.585556359E0,-1.672549009E0,-5.896064639E-1,6.789528728E-1
7.595494484E0,-1.720484495E0,-4.830831885E-1,6.768224239E-1
7.605432609E0,-1.764159083E0,-3.286243975E-1,6.736267209E-1
7.615402765E0,-1.747115254E0,-1.933397949E-1,6.011908650E-1
7.625340838E0,-1.669353247E0,-2.977326214E-1,4.722976983E-1
7.635278963E0,-1.643787742E0,-4.532566369E-1,4.050548673E-1
7.645225161E0,-1.670418501E0,-4.713656008E-1,4.050548673E-1
7.655163390E0,-1.683201313E0,-3.765598834E-1,3.901416063E-1
7.665101671E0,-1.713027835E0,-2.924064696E-1,3.699021637E-1
7.675032765E0,-1.717288733E0,-3.382114768E-1,3.485974967E-1
7.684971046E0,-1.617156863E0,-4.628437459E-1,3.038577139E-1
7.694909276E0,-1.527677298E0,-5.597799420E-1,2.729659677E-1
7.704846359E0,-1.518090248E0,-5.533885360E-1,3.038577139E-1
7.714784588E0,-1.506372690E0,-3.818860352E-1,3.326190114E-1
7.724722869E0,-1.508503079E0,-2.103835195E-1,2.612484097E-1
7.734656984E0,-1.546851516E0,-5.059856921E-2,1.451379955E-1
7.744595213E0,-1.568156123E0,8.042509109E-2,5.778888986E-2
7.754533494E0,-1.628874421E0,1.965354979E-1,-5.059856921E-3
7.764456984E0,-1.683201313E0,3.030588031E-1,-6.471290439E-2
7.774395213E0,-1.739658713E0,4.809527099E-1,-1.403444558E-1
7.784333442E0,-1.774811387E0,5.139749050E-1,-1.573881805E-1
7.794290369E0,-1.754571915E0,5.821498632E-1,-1.307573467E-1
7.804228651E0,-1.733267307E0,6.098458767E-1,-4.979964346E-2
7.814166880E0,-1.701310277E0,5.906717181E-1,2.050573565E-2
7.824082661E0,-1.639526725E0,4.948007464E-1,2.663082560E-4
7.834020942E0,-1.589460850E0,3.360810280E-1,-5.725627393E-2
7.843959223E0,-1.556438565E0,2.274272442E-1,-8.175663650E-2
7.853920786E0,-1.529807806E0,1.656437367E-1,-1.179745570E-1
7.863859015E0,-1.443523884E0,3.248960897E-2,-1.083874628E-1
7.873797296E0,-1.351913810E0,-5.592473224E-2,-6.045197323E-2
7.883713338E0,-1.362566233E0,4.740286991E-2,-2.956021577E-2
7.893651567E0,-1.359370470E0,5.805519968E-2,2.050573565E-2
7.903589796E0,-1.366827130E0,3.994623944E-2,1.304910425E-2
7.913550630E0,-1.382805586E0,8.468602598E-2,3.462007269E-3
7.923488911E0,-1.363631368E0,1.624480337E-1,3.115806542E-2
7.933427140E0,-1.395588398E0,1.837527007E-1,3.967992961E-2
7.943335578E0,-1.446719646E0,1.848179251E-1,-1.864157850E-3
7.953273859E0,-1.457371950E0,2.615146935E-1,-5.086487532E-2
7.963212140E0,-1.443523884E0,3.808208108E-1,-1.784265228E-2
7.973157244E0,-1.416893125E0,3.094501793E-1,7.270215452E-2
7.983095473E0,-1.382805586E0,1.826874614E-1,1.014634445E-1
7.993033703E0,-1.422219276E0,2.242315561E-1,6.631075591E-2
8.002973598E0,-1.459502339E0,1.890788674E-1,-1.784265228E-2
8.012911828E0,-1.472285151E0,1.113168523E-1,-1.243659556E-1
8.022850057E0,-1.513829231E0,1.805569977E-1,-2.149107605E-1
8.032792348E0,-1.553242922E0,3.829512596E-1,-2.170412242E-1
8.042730578E0,-1.586265087E0,5.203663111E-1,-1.478010863E-1
8.052668859E0,-1.576678038E0,4.852136374E-1,-8.175663650E-2
8.062588390E0,-1.551112413E0,5.001268983E-1,-8.495233208E-2
8.072526671E0,-1.561764717E0,5.768237114E-1,-1.254311949E-1
8.082464901E0,-1.575612783E0,4.809527099E-1,-1.786928326E-1
8.092426984E0,-1.547916770E0,4.298215210E-1,-1.904104054E-1
8.102365213E0,-1.498916030E0,4.905398190E-1,-1.691057384E-1
8.112303494E0,-1.464828610E0,3.786903322E-1,-1.573881805E-1
8.122223546E0,-1.386001348E0,2.221010923E-1,-2.138455361E-1
8.132161828E0,-1.331674457E0,2.583190203E-1,-2.575200796E-1
8.142100057E0,-1.290130377E0,2.689713240E-1,-2.063889056E-1
8.152043651E0,-1.175085187E0,1.230344176E-1,-1.669752747E-1
8.161981776E0,-1.062170506E0,1.134473160E-1,-1.531272531E-1
8.171919901E0,-1.012104511E0,1.187734827E-1,-1.392792165E-1
8.181882713E0,-8.896027207E-1,4.527240247E-2,-1.360835135E-1
8.191820838E0,-7.777532339E-1,-1.597849536E-3,-8.814803511E-2
8.201758963E0,-7.159697413E-1,3.248960897E-2,-1.784265228E-2
8.211677817E0,-6.137073636E-1,-7.989247330E-3,8.788172156E-3
8.221615942E0,-4.933360517E-1,-8.362079412E-2,-2.849498391E-2
8.231554067E0,-3.708342612E-1,-5.379426852E-2,-4.660394415E-2
8.241480109E0,-2.302234918E-1,-5.166380107E-2,-1.145125460E-2
8.251418234E0,-1.141130850E-1,-6.338136643E-2,3.967992961E-2
8.261356359E0,-1.930734888E-2,-4.527240247E-2,6.737598777E-2
8.271311411E0,7.336792350E-2,-5.059856921E-2,7.270215452E-2
8.281249536E0,1.585865617E-1,-5.379426852E-2,4.181039706E-2
8.291187661E0,2.470009029E-1,-4.846810177E-2,-2.929390874E-3
8.301121046E0,3.407414258E-1,-4.846810177E-2,-3.595161438E-2
8.311059119E0,4.259600639E-1,-3.888100386E-2,-6.151720881E-2
8.320997296E0,5.228962898E-1,-1.864157803E-2,-8.069140464E-2
8.330934901E0,5.974625945E-1,-5.326165119E-4,-8.601756394E-2
8.340873026E0,6.528546810E-1,2.077204362E-2,-7.962616533E-2
8.350811151E0,7.412690520E-1,4.793548491E-3,-7.430000603E-2
8.360754171E0,8.339443207E-1,-2.609820850E-2,-7.536523789E-2
8.370692296E0,9.095758200E-1,-4.953333735E-2,-7.749570161E-2
8.380630421E0,9.926640391E-1,-6.764229387E-2,-9.453943372E-2
8.390567505E0,1.052317023E0,-8.894696087E-2,-1.094526947E-1
8.400505630E0,1.099187374E0,-9.001219273E-2,-9.666989744E-2
8.410443755E0,1.162036061E0,-1.070559174E-1,-8.175663650E-2
8.420367973E0,1.208906293E0,-1.315562725E-1,-7.643046975E-2
8.430306151E0,1.242993832E0,-1.507304758E-1,-6.684337556E-2
8.440244223E0,1.286668301E0,-1.837527007E-1,-4.979964346E-2
8.450201984E0,1.348451853E0,-2.157096863E-1,-3.808208182E-2
8.460140109E0,1.394256830E0,-2.189053893E-1,-4.234301299E-2
8.470078234E0,1.423018217E0,-1.997311860E-1,-3.169068322E-2
8.479996932E0,1.436866164E0,-1.784265339E-1,-1.784265228E-2
8.489935005E0,1.441127181E0,-1.624480337E-1,-1.038602181E-2
8.499873130E0,1.473084092E0,-1.645784974E-1,-1.358172111E-2
8.509837348E0,1.486932158E0,-1.454043090E-1,-2.529928461E-2
8.519775473E0,1.487997413E0,-1.517957002E-1,-2.529928461E-2
8.529713598E0,1.510367274E0,-2.082530558E-1,-1.890788600E-2
8.539635213E0,1.546585202E0,-2.700365782E-1,-2.956021577E-2
8.549573286E0,1.545519948E0,-2.870802879E-1,-6.364767253E-2
8.559511463E0,1.539128542E0,-2.796236575E-1,-8.601756394E-2
8.569436046E0,1.559368014E0,-2.721670270E-1,-9.560466558E-2
8.579374171E0,1.564694166E0,-2.348838747E-1,-8.708280325E-2
8.589312296E0,1.557237506E0,-1.922745556E-1,-6.364767253E-2
8.599259953E0,1.568955064E0,-1.592523307E-1,-4.660394415E-2
8.609198130E0,1.606238246E0,-1.560566425E-1,-3.595161438E-2
8.619136255E0,1.631803870E0,-1.486000121E-1,-2.956021577E-2
8.629075942E0,1.643521428E0,-1.454043090E-1,-2.956021577E-2
8.639014067E0,1.654173732E0,-1.336867511E-1,-4.127778113E-2
8.648952192E0,1.669087052E0,-1.240996495E-1,-4.766917601E-2
8.658885473E0,1.696783066E0,-1.219691783E-1,-6.258244067E-2
8.668823598E0,1.736196637E0,-1.486000121E-1,-8.495233208E-2
8.678761723E0,1.747914195E0,-1.976007223E-1,-1.233007237E-1
8.688719953E0,1.750044703E0,-2.615146935E-1,-1.520620137E-1
8.698658078E0,1.780936480E0,-2.721670270E-1,-1.478010863E-1
8.708596151E0,1.784132123E0,-1.134473160E-1,-1.563229412E-1
8.718545473E0,1.767088413E0,-1.757634431E-2,-1.701709777E-1
8.728483598E0,1.728740096E0,3.568530455E-2,-1.754971445E-1
8.738421671E0,1.708500624E0,5.485950038E-2,-1.605838835E-1
8.748329015E0,1.724479079E0,1.864157803E-2,-1.509967744E-1
8.758267140E0,1.745783806E0,-1.864157803E-2,-1.637795717E-1
8.768205265E0,1.775610328E0,-3.462007269E-2,-1.808233112E-1
8.778142661E0,1.784132123E0,-6.018566713E-2,-2.138455361E-1
8.788080838E0,1.763892770E0,-8.255556226E-2,-2.511286736E-1
8.798018911E0,1.739392400E0,-1.049254537E-1,-2.553896308E-1
8.807974484E0,1.758566618E0,-4.207670316E-2,-2.106498331E-1
8.817912557E0,1.788393140E0,5.592473224E-2,-2.095845938E-1
8.827850682E0,1.767088413E0,4.633763805E-2,-2.489982247E-1
8.837802505E0,1.741522789E0,7.296846062E-2,-2.703028917E-1
8.847740630E0,1.738327146E0,1.773612946E-1,-2.798899710E-1
8.857678755E0,1.735131383E0,2.157096863E-1,-3.214340508E-1
8.867614223E0,1.742588043E0,2.103835195E-1,-3.821523488E-1
8.877552348E0,1.750044703E0,1.858831644E-1,-4.407401681E-1
8.887490421E0,1.733000994E0,9.107742459E-2,-4.386096895E-1
8.897409536E0,1.708500624E0,6.338136643E-2,-4.418053925E-1
8.907347661E0,1.685065508E0,1.038602218E-1,-4.588491321E-1
8.917285734E0,1.660565138E0,1.177082509E-1,-4.386096895E-1
8.927222869E0,1.637130022E0,1.262301207E-1,-4.151745737E-1
8.937160942E0,1.629673362E0,7.829462737E-2,-3.704347908E-1
8.947099067E0,1.628608108E0,1.027949899E-1,-3.033251166E-1
8.957052192E0,1.612629652E0,2.359491140E-1,-2.884118557E-1
8.966990317E0,1.583868384E0,3.691032529E-1,-3.310211599E-1
8.976928390E0,1.565759420E0,3.967992961E-1,-3.555215299E-1
8.986859432E0,1.534867644E0,3.659075499E-1,-3.310211599E-1
8.996797557E0,1.489062667E0,3.754946291E-1,-3.065207899E-1
9.006735682E0,1.453909874E0,4.181039631E-1,-3.011946380E-1
9.016683755E0,1.433670521E0,3.818860352E-1,-3.075860441E-1
9.026621880E0,1.436866164E0,2.583190203E-1,-3.182383776E-1
9.036559953E0,1.458170891E0,1.336867511E-1,-3.246297538E-1
9.046484432E0,1.473084092E0,8.255556226E-2,-3.363473415E-1
9.056422557E0,1.449648976E0,1.198387146E-1,-3.352820873E-1
9.066360682E0,1.433670521E0,2.316881865E-1,-3.501953483E-1
9.076288911E0,1.447518468E0,2.018616647E-1,-3.278254569E-1
9.086227088E0,1.478410244E0,5.698996782E-2,-2.926727831E-1
9.096165161E0,1.509302020E0,-4.740286991E-2,-3.118469715E-1
9.106100994E0,1.513562918E0,-1.422086060E-1,-3.651086092E-1
9.116039119E0,1.490127802E0,-2.604494691E-1,-3.938699067E-1
9.125977296E0,1.472018838E0,-2.806889117E-1,-4.045222402E-1
9.135944901E0,1.454975128E0,-1.933397949E-1,-3.917394578E-1
9.145883026E0,1.427279115E0,-8.468602598E-2,-3.565867543E-1
9.155821098E0,1.420887709E0,1.970681176E-2,-3.406082690E-1
9.165737348E0,1.415561557E0,-2.077204362E-2,-3.150426745E-1
9.175675473E0,1.387865424E0,-1.422086060E-1,-3.107817471E-1
9.185613598E0,1.342060447E0,-2.082530558E-1,-3.384777904E-1
9.195576723E0,1.277081251E0,-2.402100414E-1,-3.512606025E-1
9.205514848E0,1.207841039E0,-2.412752807E-1,-3.384777904E-1
9.215453026E0,1.143927097E0,-2.093182951E-1,-3.022598624E-1
9.225368182E0,1.082143545E0,-1.368824393E-1,-2.692376375E-1
9.235306307E0,1.023555756E0,-4.207670316E-2,-2.447372824E-1
9.245244484E0,9.958597422E-1,5.379426852E-2,-2.511286736E-1
9.255179536E0,9.852073789E-1,2.609820850E-2,-2.383458912E-1
9.265117713E0,9.734898210E-1,-9.533835202E-2,-2.053236663E-1
9.275055890E0,9.670984149E-1,-1.635132730E-1,-1.989322603E-1
9.284998442E0,9.585765600E-1,-1.539261788E-1,-2.063889056E-1
9.294936567E0,9.074453712E-1,-1.315562725E-1,-1.936061084E-1
9.304874692E0,8.296833634E-1,-7.190322876E-2,-1.808233112E-1
9.314827765E0,7.604432106E-1,-3.568530455E-2,-1.701709777E-1
9.324765942E0,7.146382332E-1,-1.438064594E-2,-1.754971445E-1
9.334704067E0,6.890726089E-1,9.054481052E-3,-1.882799417E-1
9.344651932E0,6.720288992E-1,-1.864157803E-2,-2.063889056E-1
9.354590057E0,6.571156383E-1,-1.049254537E-1,-2.308892608E-1
9.364528234E0,6.507242322E-1,-1.890788674E-1,-2.585853040E-1
9.374454223E0,6.613765359E-1,-1.826874614E-1,-2.979989350E-1
9.384392348E0,6.603113413E-1,-1.326215118E-1,-3.193036020E-1
9.394330526E0,6.432675719E-1,-1.102516204E-1,-3.118469715E-1
9.404261828E0,6.592460871E-1,-9.427312016E-2,-3.256950080E-1
9.414199953E0,6.848116517E-1,-9.214265645E-2,-3.416734934E-1
9.424138078E0,6.880073547E-1,-8.042509109E-2,-3.320863843E-1
9.434092921E0,6.752246022E-1,-4.846810177E-2,-3.161078990E-1
9.444031046E0,6.549851298E-1,5.858781748E-3,-2.990641594E-1
9.453969223E0,6.049191952E-1,8.788172156E-2,-2.521939278E-1
9.463875994E0,5.537880063E-1,9.107742459E-2,-2.010627389E-1
9.473814171E0,5.218310356E-1,3.462007269E-2,-1.360835135E-1
9.483752348E0,4.600475132E-1,1.544587873E-2,-5.406057462E-2
9.493683546E0,3.790898025E-1,-5.858781748E-3,6.657706574E-3
9.503621723E0,2.917406857E-1,-5.059856921E-2,5.139749497E-2
9.513559848E0,1.852173954E-1,-1.017297506E-1,7.057169080E-2
9.523537661E0,7.656362653E-2,-1.443390697E-1,7.057169080E-2
9.533475786E0,-2.356828004E-2,-1.592523307E-1,6.311506033E-2
9.543413911E0,-1.205044836E-1,-1.379476786E-1,5.246272683E-2
9.553348494E0,-2.121145278E-1,-9.427312016E-2,4.500609636E-2
9.563286619E0,-2.952027023E-1,-5.059856921E-2,4.287562892E-2
9.573224796E0,-3.644428551E-1,-1.331541315E-2,4.500609636E-2
9.583141828E0,-4.187697470E-1,1.651111245E-2,5.565842614E-2
9.593079953E0,-4.635095298E-1,3.035914153E-2,7.270215452E-2
9.603018130E0,-4.954665005E-1,4.101147130E-2,9.826774895E-2
9.612973494E0,-5.125102401E-1,7.190322876E-2,1.270290315E-1
9.622911619E0,-5.210320950E-1,1.059906855E-1,1.600512564E-1
9.632849796E0,-5.338149071E-1,1.219691783E-1,1.920082569E-1
9.642765265E0,-5.455324650E-1,1.379476786E-1,2.197043151E-1
9.652703390E0,-5.572500229E-1,1.826874614E-1,2.516613007E-1
9.662641515E0,-5.764242411E-1,2.497971505E-1,2.846835256E-1
9.672588963E0,-6.200987697E-1,2.956021726E-1,3.177057505E-1
9.682527140E0,-6.850779653E-1,3.179720640E-1,3.411408663E-1
9.692465317E0,-7.479267120E-1,3.424724042E-1,3.592498302E-1
9.702388390E0,-8.054493070E-1,3.680379987E-1,3.805544972E-1
9.712326567E0,-8.661676049E-1,3.776251078E-1,4.029243886E-1
9.722264744E0,-9.322120547E-1,3.680379987E-1,4.275579154E-1
9.732231046E0,-9.929303527E-1,3.328853250E-1,4.414059222E-1
9.742169223E0,-1.041931033E0,2.913412452E-1,4.499278069E-1
9.752107401E0,-1.077083707E0,3.105154335E-1,4.584496617E-1
9.762033390E0,-1.100518823E0,4.021254778E-1,4.627105892E-1
9.771971567E0,-1.132475853E0,4.873441160E-1,4.499278069E-1
9.781909744E0,-1.192128897E0,5.118444562E-1,4.167724252E-1
9.791856098E0,-1.263499498E0,4.436695576E-1,3.730978668E-1
9.801794276E0,-1.332739711E0,3.999949992E-1,3.283580840E-1
9.811732453E0,-1.375349045E0,4.181039631E-1,3.134448230E-1
9.821649901E0,-1.391327500E0,4.287562966E-1,3.336842358E-1
9.831588130E0,-1.413697362E0,4.127778113E-1,3.603150845E-1
9.841526255E0,-1.456306696E0,4.319519997E-1,3.805544972E-1
9.851471828E0,-1.519155502E0,4.756265581E-1,3.890763521E-1
9.861410005E0,-1.584134698E0,4.703003764E-1,3.762935698E-1
9.871348182E0,-1.618222117E0,3.616466224E-1,3.667064607E-1
9.881281932E0,-1.622483015E0,1.656437367E-1,3.720326424E-1
9.891220161E0,-1.629939675E0,5.326165119E-4,3.816197217E-1
9.901158338E0,-1.662961960E0,-4.207670316E-2,4.147751033E-1
9.911112036E0,-1.717288733E0,4.314193875E-2,4.616453648E-1
9.921050213E0,-1.770550489E0,2.199706137E-1,4.957328141E-1
9.930988390E0,-1.807833552E0,3.105154335E-1,5.053198934E-1
9.940911046E0,-1.881334662E0,2.689713240E-1,4.691019952E-1
9.950849223E0,-2.031532526E0,2.039921284E-1,4.029243886E-1
9.960787401E0,-2.182795525E0,1.326215118E-1,3.603150845E-1
9.970730786E0,-2.231796265E0,-5.379426852E-2,3.645760119E-1
9.980668963E0,-2.114620686E0,-4.351477027E-1,3.890763521E-1
9.990607140E0,-1.958031416E0,-8.516538143E-1,3.922720551E-1
1.000054339E1,-1.910095930E0,-8.665670753E-1,3.560541272E-1
1.001048157E1,-1.937792063E0,-4.873441160E-1,3.027924895E-1
1.002041974E1,-1.964422822E0,-2.444709837E-1,2.719007432E-1
1.003036115E1,-1.948444366E0,-4.053211510E-1,2.868140042E-1
1.004029933E1,-1.845116735E0,-7.121082544E-1,4.050548673E-1
1.005023750E1,-1.688527465E0,-7.515218854E-1,5.766905546E-1
1.006017688E1,-1.574547529E0,-5.491276383E-1,6.214303374E-1
1.007011500E1,-1.563895226E0,-3.818860352E-1,5.734948516E-1
1.008005323E1,-1.588395596E0,-3.776251078E-1,5.553858876E-1
1.008999724E1,-1.545786262E0,-4.628437459E-1,5.671034455E-1
1.009993542E1,-1.496785522E0,-4.692351520E-1,5.862776041E-1
1.010987360E1,-1.535133958E0,-3.914731443E-1,6.267564893E-1
1.011982553E1,-1.593721747E0,-2.444709837E-1,6.288869381E-1
1.012976370E1,-1.587330341E0,-1.411433816E-1,5.639077425E-1
1.013970188E1,-1.523416400E0,-2.093182951E-1,4.882761836E-1
1.014960948E1,-1.496785522E0,-2.849498391E-1,4.999937415E-1
1.015954766E1,-1.497850776E0,-2.199706137E-1,5.255593657E-1
1.016948584E1,-1.477611303E0,-7.190322876E-2,4.978632927E-1
1.017942730E1,-1.463763356E0,-2.663082443E-3,4.499278069E-1
1.018936547E1,-1.442458630E0,-9.054481052E-3,4.167724252E-1
1.019930360E1,-1.408371210E0,-5.592473224E-2,3.677717149E-1
1.020924964E1,-1.382805586E0,-7.403369248E-2,2.857487500E-1
1.021918777E1,-1.388131738E0,2.929390781E-2,1.376813650E-1
1.022912589E1,-1.459502339E0,1.400781423E-1,-1.464695390E-2
1.023905745E1,-1.530873060E0,1.581871063E-1,-9.240896255E-2
1.024899558E1,-1.552177668E0,6.338136643E-2,-1.201050207E-1
1.025893370E1,-1.547916770E0,1.544587873E-2,-9.134373069E-2
1.026888037E1,-1.525546789E0,1.507304758E-1,-1.464695390E-2
1.027881855E1,-1.481872320E0,2.103835195E-1,6.098458916E-2
1.028875667E1,-1.393458009E0,1.411433816E-1,1.248985752E-1
1.029868323E1,-1.330609202E0,2.135792226E-1,1.121157780E-1
1.030862141E1,-1.289065123E0,2.711018026E-1,6.524552405E-2
1.031855954E1,-1.279478073E0,1.997311860E-1,2.663082560E-4
1.032851948E1,-1.306108832E0,2.370143533E-1,-6.151720881E-2
1.033845761E1,-1.329543948E0,2.295577228E-1,-9.666989744E-2
1.034839573E1,-1.358305216E0,2.625799477E-1,-1.350182891E-1
1.035830870E1,-1.373218536E0,3.222329915E-1,-1.669752747E-1
1.036824688E1,-1.399849296E0,3.637770712E-1,-1.723014414E-1
1.037818500E1,-1.389196992E0,3.989297748E-1,-1.541924775E-1
1.038813907E1,-1.330609202E0,3.648423254E-1,-1.137136221E-1
1.039807719E1,-1.314630747E0,2.093182951E-1,-4.021254554E-2
1.040801532E1,-1.235803485E0,7.509893179E-2,7.909355313E-2
1.041793938E1,-1.201715946E0,2.444709837E-1,7.376738638E-2
1.042787751E1,-1.163367629E0,2.817541361E-1,9.081111848E-2
1.043781563E1,-1.158041477E0,2.934716940E-1,5.885412544E-2
1.044777282E1,-1.172954679E0,3.573856652E-1,1.304910425E-2
1.045771094E1,-1.195324659E0,3.659075499E-1,1.304910425E-2
1.046764907E1,-1.196389794E0,4.021254778E-1,-8.255556226E-3
1.047759844E1,-1.155910969E0,3.435376585E-1,-1.997311972E-2
1.048753657E1,-1.177215695E0,3.211677670E-1,-5.938674137E-2
1.049747469E1,-1.177215695E0,3.105154335E-1,-1.233007237E-1
1.050739313E1,-1.174019933E0,2.668408751E-1,-1.296921223E-1
1.051733126E1,-1.188933253E0,2.466014475E-1,-1.243659556E-1
1.052726943E1,-1.178280830E0,3.264939189E-1,-1.850842386E-1
1.053721334E1,-1.127149701E0,3.627118468E-1,-3.054555655E-1
1.054715146E1,-1.115432143E0,3.456681073E-1,-3.555215299E-1
1.055708959E1,-1.125019193E0,3.786903322E-1,-3.438039720E-1
1.056701896E1,-1.115432143E0,4.202344418E-1,-3.161078990E-1
1.057695709E1,-1.080279469E0,4.404738545E-1,-2.841508985E-1
1.058689521E1,-1.027017832E0,4.383433759E-1,-3.001294136E-1
1.059683902E1,-9.641690254E-1,4.010602236E-1,-3.469996452E-1
1.060677714E1,-9.162335396E-1,3.872122169E-1,-3.885437548E-1
1.061671526E1,-8.533847928E-1,3.520595133E-1,-3.896089792E-1
1.062663928E1,-7.702966332E-1,3.861469626E-1,-3.043903410E-1
1.063657745E1,-6.637732983E-1,3.722989559E-1,-1.861494780E-1
1.064651558E1,-5.508586168E-1,3.211677670E-1,-6.045197323E-2
1.065648407E1,-4.528571963E-1,2.625799477E-1,2.370143496E-2
1.066642219E1,-3.473991156E-1,1.230344176E-1,6.311506033E-2
1.067636032E1,-2.493976802E-1,-3.248960897E-2,6.311506033E-2
1.068628365E1,-1.705704331E-1,-1.155777797E-1,4.926702753E-2
1.069622178E1,-8.961272985E-2,-1.699046642E-1,4.500609636E-2
1.070616001E1,8.388710208E-3,-1.997311860E-1,5.991935730E-2
1.071611105E1,7.762885839E-2,-2.242315561E-1,1.025286764E-1
1.072604922E1,1.447385401E-1,-2.167749256E-1,1.536598653E-1
1.073598740E1,2.182396203E-1,-1.933397949E-1,2.058562785E-1
1.074592834E1,3.109148741E-1,-1.635132730E-1,2.420742065E-1
1.075586652E1,3.705679476E-1,-1.581871063E-1,2.410089672E-1
1.076580469E1,3.929378390E-1,-1.475347728E-1,2.015953511E-1
1.077574063E1,4.280905128E-1,-1.251648813E-1,1.451379955E-1
1.078567881E1,4.877435565E-1,-1.017297506E-1,1.014634445E-1
1.079561698E1,5.356790423E-1,-1.102516204E-1,7.057169080E-2
1.080554480E1,5.750926733E-1,-1.187734827E-1,5.246272683E-2
1.081548292E1,6.038539410E-1,-8.575125784E-2,4.181039706E-2
1.082542115E1,6.475285292E-1,-5.912043154E-2,3.328853101E-2
1.083536193E1,7.029206157E-1,-6.551183015E-2,3.115806542E-2
1.084530011E1,7.497909069E-1,-9.853405505E-2,3.115806542E-2
1.085523829E1,8.009220958E-1,-1.390129030E-1,2.370143496E-2
1.086516589E1,8.509880304E-1,-1.539261788E-1,1.411433797E-2
1.087510402E1,8.978582621E-1,-1.624480337E-1,8.788172156E-3
1.088504219E1,9.372718930E-1,-2.061225921E-1,6.657706574E-3
1.089498271E1,9.873378873E-1,-2.125139832E-1,-1.864157850E-3
1.090492089E1,1.033142924E0,-1.784265339E-1,-7.190322969E-3
1.091485907E1,1.068295598E0,-1.486000121E-1,-1.251648832E-2
1.092481219E1,1.082143545E0,-1.198387146E-1,-2.210358530E-2
1.093475032E1,1.100252509E0,-1.102516204E-1,-2.529928461E-2
1.094468855E1,1.131144285E0,-1.272953451E-1,-2.742975019E-2
1.095462756E1,1.158840418E0,-1.145125479E-1,-3.382114694E-2
1.096456573E1,1.174818873E0,-1.017297506E-1,-3.595161438E-2
1.097450391E1,1.169492722E0,-1.091863886E-1,-2.849498391E-2
1.098440881E1,1.191862583E0,-1.443390697E-1,-1.358172111E-2
1.099434698E1,1.230211020E0,-1.976007223E-1,3.462007269E-3
1.100428521E1,1.256841779E0,-2.370143533E-1,1.944050193E-2
1.101422719E1,1.283472657E0,-2.604494691E-1,1.198387146E-2
1.102416537E1,1.309038281E0,-2.721670270E-1,-1.571218669E-2
1.103410360E1,1.328212380E0,-2.902759910E-1,-4.021254554E-2
1.104405719E1,1.362299919E0,-3.083849549E-1,-5.619104207E-2
1.105399532E1,1.361234665E0,-3.350157738E-1,-6.577813625E-2
1.106393355E1,1.361234665E0,-3.488638103E-1,-7.856093347E-2
1.107388506E1,1.407039642E0,-3.744294047E-1,-8.069140464E-2
1.108382323E1,1.428344369E0,-3.382114768E-1,-8.814803511E-2
1.109376141E1,1.433670521E0,-2.551233172E-1,-9.453943372E-2
1.110368120E1,1.448583722E0,-2.157096863E-1,-1.062569916E-1
1.111361933E1,1.444322824E0,-1.667089611E-1,-1.190397888E-1
1.112355756E1,1.423018217E0,-1.113168523E-1,-1.307573467E-1
1.113350777E1,1.418757200E0,-7.403369248E-2,-1.488663107E-1
1.114344594E1,1.403843999E0,-7.509893179E-2,-1.744319052E-1
1.115338412E1,1.371886969E0,-8.681648970E-2,-1.808233112E-1
1.116332365E1,1.353778005E0,-2.822867595E-2,-1.882799417E-1
1.117326178E1,1.382539272E0,-2.077204362E-2,-1.968017966E-1
1.118320001E1,1.399582982E0,-5.059856921E-2,-1.904104054E-1
1.119314396E1,1.369756460E0,-2.290250920E-2,-1.616491079E-1
1.120308219E1,1.368691325E0,-1.597849536E-3,-1.201050207E-1
1.121302042E1,1.428344369E0,-2.929390781E-2,-8.921326697E-2
1.122292360E1,1.491193056E0,-7.509893179E-2,-8.601756394E-2
1.123286183E1,1.517823935E0,-8.894696087E-2,-9.773512930E-2
1.124280011E1,1.523150086E0,-6.231613085E-2,-1.179745570E-1
1.125275980E1,1.509302020E0,-3.248960897E-2,-1.382139921E-1
1.126269803E1,1.506106377E0,-1.438064594E-2,-1.520620137E-1
1.127263626E1,1.517823935E0,-1.651111245E-2,-1.637795717E-1
1.128257308E1,1.521019578E0,1.011971384E-2,-1.914756298E-1
1.129251131E1,1.549780846E0,1.864157803E-2,-2.191716880E-1
1.130244954E1,1.594520688E0,3.462007269E-2,-2.436720580E-1
1.131238610E1,1.590259790E0,9.214265645E-2,-2.607157826E-1
1.132232433E1,1.564694166E0,1.464695334E-1,-2.479329854E-1
1.133226256E1,1.578542233E0,1.752308309E-1,-2.170412242E-1
1.134218855E1,1.621151567E0,2.338186502E-1,-2.031932026E-1
1.135212678E1,1.656304240E0,2.732322812E-1,-2.063889056E-1
1.136206506E1,1.676543593E0,2.806889117E-1,-2.298240215E-1
1.137201146E1,1.670152187E0,2.178401500E-1,-2.362154275E-1
1.138194969E1,1.640325665E0,1.613828093E-1,-2.106498331E-1
