"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.987879667E0,7.858505845E-2,-1.539483666E-1,7.821064442E-2
1.997942667E0,1.512645781E-1,-3.486787081E-1,9.917318821E-2
2.008006667E0,2.733359337E-1,-4.728740156E-1,1.305465400E-1
2.018069667E0,4.139029086E-1,-4.532028437E-1,1.816528738E-1
2.028132667E0,4.897958040E-1,-3.401434422E-1,2.291959226E-1
2.038196667E0,4.573478401E-1,-2.110626996E-1,2.645280957E-1
2.048259667E0,3.434832990E-1,-7.695616782E-2,2.857660651E-1
2.058323667E0,2.238823175E-1,6.561456621E-2,2.884036601E-1
2.068386667E0,1.775994450E-1,1.759826392E-1,2.521455586E-1
2.078449667E0,2.489351481E-1,2.366473228E-1,2.000059187E-1
2.088513667E0,4.316014349E-1,2.144733816E-1,1.637289673E-1
2.098576667E0,6.424252391E-1,1.445054710E-1,1.471159011E-1
2.108639667E0,7.797764540E-1,1.071600094E-1,1.273773313E-1
2.118703667E0,8.054983020E-1,1.779255271E-1,1.038863882E-1
2.128766667E0,7.512353063E-1,2.985628247E-1,1.047208980E-1
2.138829667E0,6.642506123E-1,3.513868749E-1,1.345293969E-1
2.148893667E0,5.970433354E-1,3.015942574E-1,1.871158332E-1
2.158956667E0,5.918834805E-1,2.119532973E-1,2.298047096E-1
2.169020667E0,6.328836679E-1,1.259767860E-1,2.575092018E-1
2.179083667E0,6.848922372E-1,5.111506581E-2,2.816092074E-1
2.189146667E0,6.966224313E-1,-2.066586725E-2,3.160861135E-1
2.199210667E0,6.516839862E-1,-1.096247733E-1,3.489849269E-1
2.209273667E0,5.643258095E-1,-2.207946181E-1,3.769080639E-1
2.219336667E0,4.871602356E-1,-3.607746065E-1,3.999491930E-1
2.229400917E0,4.324768186E-1,-5.496252775E-1,4.181777239E-1
2.239463917E0,3.877074718E-1,-7.739531994E-1,4.382177591E-1
2.249526917E0,3.430302143E-1,-9.559165835E-1,4.413324296E-1
2.259590917E0,2.937460244E-1,-1.038606644E0,4.172105789E-1
2.269653917E0,2.597481608E-1,-9.773873091E-1,3.584075570E-1
2.279716917E0,2.539499104E-1,-8.045489788E-1,2.744759023E-1
