"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.814333917E0,-5.082830200E0,-1.742376709E-1,7.282805328E0
2.824396917E0,-5.025649109E0,-2.615061951E-1,7.090006256E0
2.834459917E0,-4.938979340E0,-3.233276367E-1,6.980434113E0
2.844523917E0,-4.908592529E0,-3.728746033E-1,6.949598236E0
2.854586917E0,-4.786446533E0,-3.441343689E-1,6.917115784E0
2.864649917E0,-4.575385437E0,-2.323168945E-1,6.878945160E0
2.874713917E0,-4.371509399E0,-1.582209778E-1,6.850803680E0
2.884776917E0,-4.164040833E0,-9.639953613E-2,6.747967529E0
2.894840917E0,-3.941603394E0,-5.538482666E-3,6.572083282E0
2.904903917E0,-3.705993347E0,9.610015869E-2,6.305487671E0
2.914966917E0,-3.490291901E0,1.769320679E-1,5.970334625E0
2.925030917E0,-3.281925201E0,2.490820312E-1,5.629643097E0
2.935093917E0,-3.097359009E0,3.125500488E-1,5.295986938E0
2.945156917E0,-2.930755463E0,3.640429688E-1,4.963677979E0
2.955220917E0,-2.838547211E0,3.851490784E-1,4.642445984E0
2.965283917E0,-2.783012695E0,3.471281433E-1,4.343966675E0
2.975347917E0,-2.813549194E0,2.543211365E-1,4.114044800E0
2.985410917E0,-2.957100677E0,9.280700684E-2,3.966302032E0
2.995473917E0,-3.194357300E0,-9.669891357E-2,3.886517944E0
3.005537917E0,-3.438200226E0,-2.492317200E-1,3.842210083E0
3.015600917E0,-3.654949493E0,-2.998265076E-1,3.878434753E0
3.025663917E0,-3.811074829E0,-1.986369324E-1,4.070186005E0
3.035727917E0,-3.938459930E0,3.412902832E-2,4.385729828E0
3.045790917E0,-4.091441803E0,2.893482971E-1,4.697531433E0
3.055854917E0,-4.212240601E0,4.254153442E-1,4.937033386E0
3.065917917E0,-4.192781067E0,3.814068604E-1,5.050647125E0
3.075980917E0,-3.999233551E0,9.864486694E-2,4.943769379E0
3.086044917E0,-3.791016541E0,-3.670367432E-1,4.818479919E0
3.096107917E0,-3.672463074E0,-8.891510010E-1,4.975054321E0
3.106170917E0,-3.652404785E0,-1.351090393E0,5.392985229E0
3.116234917E0,-3.715573425E0,-1.718725891E0,5.868097229E0
3.126297917E0,-3.873195648E0,-1.912123718E0,6.324198761E0
3.136360917E0,-4.068689117E0,-1.919907532E0,6.706503754E0
3.146424917E0,-4.302951965E0,-1.668729858E0,6.984026642E0
3.156487917E0,-4.554429016E0,-1.162033539E0,7.148983612E0
3.166551917E0,-4.858147430E0,-5.999523926E-1,7.378456421E0
3.176614917E0,-5.257516937E0,-1.493893433E-1,7.851472778E0
3.186677917E0,-5.705684967E0,1.727407837E-1,8.477620697E0
3.196741917E0,-6.157146149E0,4.448748779E-1,9.069040833E0
3.206804917E0,-6.546336823E0,7.479945374E-1,9.469458160E0
3.216867917E0,-6.868017883E0,1.024469604E0,9.617200928E0
3.226931500E0,-7.192692719E0,1.211430817E0,9.600884857E0
3.236994500E0,-7.400310974E0,1.320853271E0,9.547445984E0
3.247058500E0,-7.251370697E0,1.553170166E0,9.494306488E0
3.257121500E0,-6.784341888E0,1.970502319E0,9.435478821E0
3.267184500E0,-6.334976349E0,2.305355988E0,9.385333099E0
3.277248500E0,-6.092330933E0,2.278112640E0,9.409432983E0
3.287311500E0,-5.968837738E0,1.811981964E0,9.458530884E0
3.297374500E0,-5.916446686E0,1.039288788E0,9.503886566E0
3.307438500E0,-5.833668823E0,2.600093079E-1,9.533524933E0
3.317501500E0,-5.737868042E0,-2.628533936E-1,9.588760071E0
3.327565500E0,-5.730233917E0,-3.525169373E-1,9.658964081E0
3.337628500E0,-5.849086761E0,4.685256958E-2,9.771080933E0
3.347691500E0,-6.047124939E0,7.029382324E-1,1.001567230E1
3.357755500E0,-6.273753662E0,1.322948914E0,1.023870850E1
3.367818500E0,-6.539750519E0,1.745220795E0,1.039842636E1
3.377881500E0,-6.850653992E0,1.964065704E0,1.052820648E1
3.387945500E0,-7.163353729E0,2.014061737E0,1.049003586E1
3.398008500E0,-7.449857941E0,1.872456207E0,1.029304550E1
3.408072500E0,-7.611671448E0,1.578617249E0,9.977651367E0
3.418135500E0,-7.268734589E0,1.402134247E0,9.615554352E0
3.428198500E0,-6.457721100E0,1.381926270E0,9.418114929E0
3.438262500E0,-5.791606293E0,1.335971832E0,9.652377777E0
3.448325500E0,-5.402415619E0,1.227297821E0,1.013497421E1
3.458388500E0,-5.205724640E0,1.057550812E0,1.052970337E1
3.468452500E0,-5.174589386E0,8.490344238E-1,1.078222824E1
3.478515500E0,-5.237009583E0,6.592291260E-1,1.105151825E1
3.488578500E0,-5.291645966E0,5.816903687E-1,1.130404312E1
3.498642500E0,-5.303171997E0,6.782395935E-1,1.151076324E1
3.508705500E0,-5.283263397E0,9.840536499E-1,1.162138321E1
3.518769500E0,-5.366939392E0,1.327289886E0,1.155177795E1
3.528832500E0,-5.587580566E0,1.566791840E0,1.122470810E1
3.538895500E0,-5.832321625E0,1.669777679E0,1.073088501E1
3.548959500E0,-6.092330933E0,1.635648651E0,1.024783951E1
3.559022500E0,-6.433321838E0,1.483265533E0,9.832602997E0
3.569085500E0,-6.916666718E0,1.235231323E0,9.563163300E0
3.579149500E0,-7.294031982E0,1.095122681E0,9.494755554E0
3.589212500E0,-7.462731171E0,1.183289337E0,9.556576996E0
3.599276500E0,-7.454198914E0,1.403331757E0,9.670789490E0
3.609339500E0,-7.281607819E0,1.663191376E0,9.687854004E0
3.619402500E0,-6.964267731E0,1.863474884E0,9.685608673E0
